Name,Position,Team,Injury Status,PTS,REB,AST,BLK,STL,FG%,FT%,3PM,TO,GP,MIN,FTM,2PM,A/TO,PF
LeBron James," PG,SG,SF,PF",LAL , DTD ,27.0,7.0,7.5,1.5,0.5,.539,.714,3.5,4.0,2,40.1,2.5,7.0,4.20,1.5
Jae'Sean Tate," SF,PF",HOU ,Healthy,13.5,3.5,3.5,0.5,1.8,.514,.750,1.8,2.3,4,26.8,2.3,3.0,7.50,4.0
Duncan Robinson," SG,SF",MIA ,Healthy,17.7,4.7,2.3,0.3,0.7,.447,.818,3.3,0.3,3,32.9,3.0,2.3,3.00,3.0
Darius Garland," PG,SG",CLE ,Healthy,17.7,4.0,7.0,0.3,2.0,.432,1.000,2.3,3.0,3,32.9,2.7,4.0,7.30,2.0
Andrew Wiggins," SG,SF",GSW ,Healthy,17.7,5.0,2.7,1.3,0.7,.500,.500,2.0,2.0,3,34.8,1.7,5.0,4.00,2.3
Keldon Johnson," SF,PF",SAS ,Healthy,17.3,3.7,1.0,0.0,0.3,.543,.833,3.0,0.3,3,27.3,1.7,3.3,1.00,1.7
Kyle Lowry, PG,MIA ,Healthy,17.3,4.0,8.0,0.3,1.0,.474,.833,3.7,3.3,3,35.3,1.7,2.3,10.30,1.7
Derrick White," PG,SG",SAS ,Healthy,17.3,5.3,6.3,0.3,1.7,.417,1.000,1.0,2.0,3,28.9,6.3,4.0,9.50,1.3
Bobby Portis," PF,C",MIL , OUT ,17.3,9.0,1.7,0.3,1.3,.477,.800,2.0,1.0,3,28.2,1.3,5.0,2.00,1.3
Shai Gilgeous-Alexander," PG,SG",OKC ,Healthy,25.5,4.5,3.0,1.5,0.5,.400,.933,2.5,2.0,2,34.8,7.0,5.5,5.30,2.5
KJ Martin," SF,PF",HOU ,Healthy,12.8,4.3,2.3,0.3,0.5,.514,.563,1.0,0.5,4,25.7,2.3,3.8,3.00,1.8
Cole Anthony, PG,ORL , DTD ,17.0,5.7,4.0,0.0,0.0,.333,.909,3.0,3.0,3,34.6,3.3,2.3,4.00,2.3
Franz Wagner," SG,SF",ORL ,Healthy,16.7,5.3,2.3,0.3,0.3,.500,.571,1.3,2.7,3,35.7,1.3,5.7,3.00,3.3
Buddy Hield," SG,SF",SAC ,Healthy,16.7,2.3,1.3,0.7,1.3,.444,1.000,4.0,2.0,3,27.8,2.0,1.3,2.50,1.7
Jordan Poole," PG,SG",GSW , OUT ,16.7,5.3,3.0,0.0,0.3,.382,.905,1.7,2.7,3,33.1,6.3,2.7,3.70,3.0
Marcus Morris," PF,C,SF",LAC ,Healthy,16.7,8.3,1.3,0.0,0.7,.467,.667,1.3,1.0,3,30.0,1.3,5.7,1.50,1.0
Luke Kennard," SG,SF",LAC ,Healthy,16.3,4.7,4.0,0.0,0.0,.460,1.000,4.0,1.3,3,34.1,1.0,1.7,4.30,2.0
Josh Christopher, SG,HOU ,Healthy,12.3,1.8,3.0,0.0,0.8,.514,.667,1.3,1.8,4,26.4,2.0,3.3,5.00,2.0
Kevin Love," PF,C",CLE ,Healthy,16.3,6.3,0.7,0.3,0.0,.609,1.000,3.7,1.7,3,17.6,3.3,1.0,1.50,2.3
Desmond Bane," PG,SG,SF",MEM ,Healthy,15.7,6.0,4.0,0.3,0.7,.447,1.000,3.0,0.0,3,27.3,1.3,2.7,0.00,3.3
Immanuel Quickley, PG,NYK ,Healthy,15.7,2.3,4.0,0.7,1.0,.400,.900,3.3,2.3,3,26.5,3.0,1.3,7.50,3.3
Alperen Sengun, C,HOU ,Healthy,11.5,6.3,4.0,2.0,1.0,.457,.824,0.0,2.5,4,22.6,3.5,4.0,8.80,3.3
Seth Curry," PG,SG",PHI ,Healthy,15.3,3.3,3.3,0.7,0.7,.568,.000,1.3,1.3,3,35.7,0.0,5.7,9.00,3.0
Cade Cunningham," PG,SG",DET ,Healthy,22.5,7.0,5.0,1.5,2.0,.500,.714,3.0,4.5,2,34.8,2.5,5.5,2.90,3.0
Pat Connaughton," SG,SF",MIL ,Healthy,15.0,4.0,0.7,0.0,0.7,.571,1.000,2.7,0.3,3,28.4,1.7,2.7,2.00,1.3
Tim Hardaway," SG,SF",DAL ,Healthy,15.0,5.0,3.3,0.0,0.3,.356,1.000,3.7,0.7,3,30.1,0.7,1.7,1.50,2.3
Chris Paul, PG,PHO ,Healthy,15.0,5.0,9.3,0.0,2.7,.488,.667,0.3,2.7,3,32.6,1.3,6.3,10.70,2.7
Markus Howard," SG,PG",DEN , OUT ,14.7,1.0,0.3,0.0,0.7,.424,.750,4.3,1.0,3,16.7,1.0,0.3,0.50,3.0
Gabe Vincent," PG,SG",MIA ,Healthy,14.7,3.0,5.0,0.7,1.3,.500,.600,3.0,3.3,3,33.1,1.0,2.3,5.90,2.7
P.J. Tucker," PF,C,SF",MIA ,Healthy,14.3,8.0,3.7,1.0,0.7,.531,.000,3.0,2.0,3,34.9,0.0,2.7,2.00,1.7
Frank Jackson," PG,SG",DET ,Healthy,21.5,2.0,1.0,0.5,0.0,.500,.800,4.5,1.0,2,28.3,2.0,3.0,0.50,2.0
Montrezl Harrell," PF,C",WAS ,Healthy,10.8,5.0,2.3,0.5,0.3,.586,.563,0.0,0.5,4,24.0,2.3,4.3,4.00,1.3
Deandre Ayton, C,PHO ,Healthy,21.5,11.5,2.5,0.5,1.0,.643,.875,0.0,2.5,2,34.4,3.5,9.0,2.30,2.0
Fred VanVleet," PG,SG",TOR ,Healthy,21.5,3.5,7.0,0.0,2.0,.429,1.000,4.0,3.0,2,36.8,2.5,3.5,4.80,1.5
Jayson Tatum," SF,PF",BOS ,Healthy,42.0,5.0,4.0,0.0,3.0,.640,.600,7.0,3.0,1,38.1,3.0,9.0,1.30,1.0
Jarrett Allen, C,CLE ,Healthy,14.0,9.3,2.7,2.0,0.7,.636,.875,0.0,2.0,3,29.7,4.7,4.7,2.30,1.7
Russell Westbrook, PG,LAL , OUT ,21.0,8.5,7.0,0.0,1.0,.472,.700,0.5,4.5,2,38.8,3.5,8.0,3.30,2.0
Cameron Johnson," SF,PF",PHO ,Healthy,14.0,6.3,1.0,0.0,1.0,.419,1.000,3.3,1.0,3,30.9,2.0,1.0,1.50,2.7
Trey Burke," PG,SG",DAL ,Healthy,13.7,2.7,4.3,0.0,0.7,.471,1.000,1.7,0.7,3,20.8,1.3,3.7,3.00,1.3
Pascal Siakam," PF,C",TOR ,Healthy,20.5,7.0,3.0,1.0,1.0,.556,.333,0.0,1.5,2,37.0,0.5,10.0,5.00,3.0
Shake Milton," PG,SG",PHI ,Healthy,10.3,3.5,3.0,0.3,1.3,.366,.727,0.8,2.0,4,26.2,2.0,3.0,8.70,3.0
Jusuf Nurkic, C,POR , DTD ,13.7,10.7,2.7,0.3,1.3,.536,.733,0.0,2.7,3,30.6,3.7,5.0,6.00,3.7
Aaron Gordon," SF,PF",DEN ,Healthy,13.3,4.3,2.7,0.3,0.3,.455,.778,1.0,1.7,3,32.8,2.3,4.0,6.00,1.0
Dewayne Dedmon, C,MIA ,Healthy,13.3,10.3,3.0,0.3,1.3,.643,1.000,0.7,0.7,3,27.9,0.7,5.3,4.00,3.0
Cameron Payne," PG,SG",PHO ,Healthy,13.3,3.3,4.7,0.3,0.7,.395,.889,0.7,3.0,3,28.7,2.7,4.3,7.30,3.0
Giannis Antetokounmpo," PF,C",MIL , OUT ,20.0,9.0,7.0,0.5,1.0,.467,.750,0.0,3.5,2,33.0,6.0,7.0,4.50,3.0
Rudy Gobert, C,UTH ,Healthy,20.0,14.0,1.5,1.5,0.0,.850,.667,0.0,1.0,2,27.8,3.0,8.5,1.50,1.5
Eric Bledsoe," PG,SG",LAC ,Healthy,13.0,3.0,5.7,0.0,1.0,.556,.286,2.3,1.7,3,26.8,0.7,2.7,9.00,1.3
Jakob Poeltl, C,SAS ,Healthy,13.0,6.0,2.3,1.0,0.7,.696,.467,0.0,2.3,3,25.5,2.3,5.3,2.10,3.0
Scottie Barnes," SF,PF",TOR ,Healthy,19.5,7.5,3.5,2.5,0.0,.482,.750,2.0,1.0,2,38.0,4.5,4.5,2.50,4.0
Bryn Forbes," PG,SG",SAS ,Healthy,19.5,1.0,1.0,0.0,0.0,.458,1.000,3.0,1.5,2,19.6,5.5,2.5,0.30,1.0
Kyle Anderson," SF,PF",MEM ,Healthy,12.7,7.0,3.3,1.0,3.3,.546,.565,0.3,2.0,3,25.3,4.3,3.7,5.80,1.7
Tyus Jones, PG,MEM ,Healthy,12.7,3.0,4.3,0.0,1.3,.552,.667,1.3,1.3,3,29.9,0.7,4.0,7.00,0.3
Davis Bertans," PF,C",WAS ,Healthy,9.3,3.0,0.3,0.3,1.0,.462,.800,2.3,0.3,4,20.3,1.0,0.8,0.00,1.8
Eric Gordon," SG,SF",HOU , OUT ,18.5,1.5,6.0,0.0,0.5,.500,.727,2.5,4.0,2,30.9,4.0,3.5,3.10,2.0
Deni Avdija," SG,SF,PF",WAS ,Healthy,9.3,4.5,1.8,0.8,1.5,.483,1.000,0.8,1.5,4,22.0,1.5,2.8,2.80,1.5
Aaron Holiday," PG,SG",WAS ,Healthy,9.0,2.5,0.5,0.0,0.5,.636,.857,0.5,0.5,4,13.6,1.5,3.0,0.50,2.3
Bojan Bogdanovic," SF,PF",UTH ,Healthy,18.0,2.5,1.0,0.0,1.0,.591,1.000,4.0,1.0,2,26.1,1.0,2.5,0.50,1.0
Terance Mann," SF,SG",LAC ,Healthy,12.0,7.7,2.3,0.0,0.3,.591,.833,1.7,1.0,3,34.2,1.7,2.7,3.00,3.3
Jonas Valanciunas, C,NOR ,Healthy,18.0,14.0,2.0,1.0,1.0,.600,.800,1.0,4.0,2,33.3,2.0,6.5,1.00,2.5
Garrison Mathews," SG,SF",HOU ,Healthy,8.8,4.8,1.3,0.3,0.3,.250,.833,1.0,0.8,4,28.8,3.8,1.0,1.50,3.5
Myles Turner," PF,C",IND ,Healthy,11.7,7.3,1.7,4.3,0.7,.382,1.000,0.3,1.3,3,31.2,2.7,4.0,2.00,2.3
Gary Trent," SG,SF",TOR ,Healthy,17.5,2.0,4.5,0.0,3.0,.467,.500,3.0,0.5,2,36.5,0.5,4.0,4.00,2.0
Daniel Theis," PF,C",HOU ,Healthy,11.7,7.3,0.7,1.3,0.7,.519,.714,0.7,1.3,3,23.1,1.7,4.0,1.50,2.3
Mikal Bridges," SG,SF",PHO ,Healthy,11.7,3.3,1.3,0.0,1.3,.429,.889,1.0,0.3,3,31.9,2.7,3.0,2.00,2.0
Malcolm Brogdon," PG,SG",IND ,Healthy,17.5,5.5,6.5,0.0,1.0,.458,.750,2.0,2.0,2,33.2,4.5,3.5,6.50,2.0
John Collins," PF,C",ATL ,Healthy,17.5,8.5,1.0,0.5,0.0,.522,.889,1.5,1.0,2,30.7,4.0,4.5,2.00,3.5
Davion Mitchell," SG,PG",SAC ,Healthy,11.7,2.3,5.3,0.3,0.7,.469,.000,1.7,1.7,3,26.6,0.0,3.3,11.00,1.3
Nicolas Claxton," C,PF",BKN ,Healthy,11.7,3.7,0.3,1.7,1.3,.762,1.000,0.0,1.0,3,23.8,1.0,5.3,1.00,2.7
D'Angelo Russell," PG,SG",MIN ,Healthy,17.0,6.5,6.0,0.0,1.0,.458,.625,3.5,2.0,2,34.0,2.5,2.0,6.00,1.0
Christian Wood," PF,C",HOU , DTD ,17.0,8.0,3.0,0.0,1.5,.440,.611,0.5,1.5,2,31.4,5.5,5.0,1.00,4.0
Harrison Barnes," SF,PF",SAC ,Healthy,11.3,4.0,2.7,0.0,0.7,.379,.833,0.7,1.7,3,26.4,3.3,3.0,6.00,0.7
JaVale McGee, C,PHO ,Healthy,11.3,9.3,1.0,0.0,0.7,.565,.889,0.0,1.3,3,16.4,2.7,4.3,2.50,3.7
Daniel Gafford," C,PF",WAS ,Healthy,8.5,6.8,1.0,0.5,0.3,.682,1.000,0.0,1.3,4,21.6,1.0,3.8,2.00,2.8
Dorian Finney-Smith," SF,PF",DAL ,Healthy,11.0,6.3,3.0,1.0,1.0,.406,.500,2.0,1.0,3,34.8,0.3,2.3,9.00,2.7
Derrick Rose," PG,SG",NYK ,Healthy,11.0,2.3,4.7,0.0,1.3,.419,1.000,1.7,1.3,3,27.7,0.7,2.7,6.50,0.7
D.J. Augustin, PG,HOU ,Healthy,8.3,0.8,2.5,0.0,0.3,.476,1.000,2.0,1.8,4,21.1,1.3,0.5,5.00,0.8
Terry Rozier," PG,SG",CHA ,Healthy,16.5,2.5,3.5,0.5,0.5,.500,.500,2.5,1.5,2,29.7,1.0,4.0,4.50,2.0
Zach LaVine," SG,SF",CHI , OUT ,33.0,7.0,4.0,0.0,1.0,.550,.800,7.0,4.0,1,37.7,4.0,4.0,1.00,2.0
Isaiah Hartenstein," PF,C",LAC ,Healthy,11.0,5.0,4.3,1.3,1.0,.700,1.000,0.0,1.7,3,22.6,1.7,4.7,10.00,3.0
Jordan Clarkson," PG,SG",UTH ,Healthy,16.0,3.5,4.0,0.0,0.5,.520,1.000,1.5,0.0,2,26.7,1.5,5.0,0.00,1.5
Kentavious Caldwell-Pope," PG,SG,SF",WAS ,Healthy,8.0,3.5,1.0,0.8,1.0,.325,.667,1.0,0.8,4,28.0,0.5,2.3,0.50,2.8
Raul Neto," PG,SG",WAS ,Healthy,8.0,1.8,2.0,0.0,1.0,.371,.714,0.3,1.0,4,20.8,1.3,3.0,6.00,1.3
Saddiq Bey, SF,DET ,Healthy,16.0,6.0,3.0,0.0,0.5,.423,1.000,1.5,2.0,2,31.1,3.5,4.0,3.00,2.0
Evan Fournier," SG,SF",NYK ,Healthy,10.3,1.3,2.0,0.3,0.3,.440,.625,1.3,0.7,3,27.7,1.7,2.3,1.50,2.3
Jeff Green," SF,PF",DEN ,Healthy,10.3,2.7,1.3,0.0,0.3,.563,.923,0.3,2.0,3,27.5,4.0,2.7,3.30,3.0
Blake Griffin," PF,C",BKN ,Healthy,10.3,5.3,3.0,0.3,0.7,.478,.750,1.0,0.3,3,23.9,2.0,2.7,6.00,3.0
Jaren Jackson," PF,C",MEM ,Healthy,15.5,3.0,1.0,2.0,0.5,.400,.857,0.5,1.5,2,24.9,3.0,5.5,1.00,3.0
Armoni Brooks, PG,HOU ,Healthy,7.5,2.5,2.8,0.0,0.8,.345,1.000,2.0,1.3,4,21.7,0.5,0.5,8.50,1.5
Draymond Green," PF,C",GSW ,Healthy,10.0,8.0,4.7,1.0,1.3,.600,.625,0.3,2.7,3,30.4,1.7,3.7,5.00,4.0
Ricky Rubio, PG,CLE ,Healthy,9.7,2.3,7.3,0.0,2.7,.375,.889,1.0,2.3,3,25.1,2.7,2.0,13.80,3.0
Hassan Whiteside," PF,C",UTH ,Healthy,14.5,10.5,0.0,2.5,0.5,.750,.833,0.0,0.5,2,20.2,2.5,6.0,0.00,3.0
Landry Shamet," PG,SG",PHO ,Healthy,9.7,1.3,1.3,0.0,1.0,.393,1.000,1.7,0.7,3,26.8,0.7,2.0,3.00,2.0
Tyler Herro," PG,SG",MIA , DTD ,14.5,4.0,2.5,0.0,0.0,.394,.000,1.5,2.5,2,28.9,0.0,5.0,2.00,1.0
Cam Thomas, SG,BKN ,Healthy,9.3,3.0,3.3,0.0,0.3,.407,1.000,1.0,1.3,3,25.4,1.0,2.7,5.00,1.0
Saben Lee, PG,DET ,Healthy,14.0,3.5,5.5,0.5,3.0,.500,.857,1.0,2.0,2,24.1,3.0,4.0,7.00,1.0
Chris Duarte, SG,IND ,Healthy,9.3,5.3,1.7,0.3,0.0,.357,.750,1.7,2.0,3,25.7,1.0,1.7,4.30,1.7
Khris Middleton," SF,PF,SG",MIL , DTD ,14.0,8.0,3.5,0.0,1.0,.400,1.000,2.0,3.0,2,27.9,2.0,3.0,2.30,3.5
Mitchell Robinson, C,NYK ,Healthy,9.3,6.3,0.0,1.3,0.3,.867,.667,0.0,0.0,3,20.9,0.7,4.3,0.00,2.3
Grayson Allen," SG,SF",MIL ,Healthy,9.3,2.7,1.3,0.7,1.3,.355,1.000,1.7,1.0,3,30.0,0.3,2.0,4.00,1.3
Maxi Kleber," PF,C",DAL ,Healthy,9.3,7.3,1.7,0.7,0.0,.476,1.000,1.7,0.3,3,30.7,1.0,1.7,3.00,1.3
Lauri Markkanen," PF,C",CLE ,Healthy,9.0,2.7,1.7,0.0,0.7,.355,.500,1.3,1.0,3,25.6,0.3,2.3,2.00,2.7
Wendell Carter, C,ORL ,Healthy,9.0,12.3,4.3,0.3,0.7,.407,1.000,1.0,2.0,3,31.9,0.7,2.7,6.80,2.0
Lonnie Walker," SG,SF",SAS , DTD ,13.5,2.5,0.0,0.0,0.0,.450,1.000,1.0,1.5,2,22.1,3.5,3.5,0.00,1.5
Kevon Looney," PF,C",GSW ,Healthy,9.0,7.0,2.7,1.0,0.0,.650,.500,0.0,0.7,3,25.3,0.3,4.3,2.00,3.0
Kevin Knox," SF,PF",NYK , OUT ,13.5,6.0,1.0,0.0,1.0,.421,.667,3.5,0.0,2,24.5,2.0,0.5,0.00,0.0
Quentin Grimes, SG,NYK , OUT ,27.0,3.0,3.0,0.0,3.0,.529,1.000,7.0,5.0,1,39.5,2.0,2.0,0.60,3.0
Tristan Thompson," PF,C",SAC ,Healthy,9.0,5.0,0.3,0.0,0.3,.588,.583,0.0,1.0,3,14.1,2.3,3.3,1.00,0.7
Devin Vassell," SG,SF",SAS ,Healthy,9.0,3.3,2.0,1.0,0.7,.385,.714,0.7,0.3,3,22.5,1.7,2.7,2.00,2.0
Rodney Hood," SG,SF",MIL ,Healthy,9.0,2.7,1.7,0.0,0.3,.667,1.000,1.7,0.3,3,22.5,0.7,1.7,2.00,0.7
Jae Crowder," SF,PF",PHO ,Healthy,9.0,3.7,1.0,0.3,0.3,.478,1.000,1.0,1.3,3,29.1,0.7,2.7,0.70,3.0
Xavier Tillman," PF,C",MEM ,Healthy,9.0,3.7,1.7,1.0,1.0,.643,.615,0.3,0.7,3,19.1,2.7,2.7,4.00,4.0
Dejounte Murray," PG,SG",SAS ,Healthy,8.7,7.7,7.7,0.3,2.0,.364,.000,0.7,2.3,3,30.5,0.0,3.3,19.80,1.7
Lou Williams," PG,SG",ATL ,Healthy,13.0,1.5,1.0,0.0,1.5,.500,1.000,1.0,2.0,2,16.5,2.0,4.0,2.00,0.5
Kessler Edwards, SF,BKN ,Healthy,13.0,8.5,2.0,0.0,1.5,.524,.000,2.0,1.5,2,38.3,0.0,3.5,3.00,2.0
Cedi Osman," SF,PF",CLE ,Healthy,8.7,1.0,1.3,0.3,0.7,.333,.429,1.7,1.0,3,17.2,1.0,1.3,0.30,2.3
Cody Martin," SG,SF",CHA ,Healthy,13.0,5.0,3.5,0.5,1.0,.556,1.000,2.5,2.0,2,35.4,0.5,2.5,3.50,1.0
Moritz Wagner," PF,C",ORL ,Healthy,13.0,5.0,1.5,0.0,0.5,.529,1.000,2.0,1.0,2,18.9,2.0,2.5,3.00,1.0
Chris Boucher," PF,C",TOR ,Healthy,13.0,7.0,0.5,1.5,0.0,.647,1.000,1.5,1.5,2,27.2,0.5,4.0,0.30,3.0
Miles Bridges," SF,PF",CHA ,Healthy,13.0,9.0,5.5,1.0,0.5,.435,.625,0.5,0.5,2,30.8,2.5,4.5,3.00,1.0
Cam Reddish," SG,SF",ATL ,Healthy,12.5,2.5,0.5,0.5,1.5,.471,1.000,2.5,0.0,2,26.8,2.0,1.5,0.00,0.5
Oshae Brissett," SF,PF",IND ,Healthy,8.3,4.3,0.3,0.0,2.3,.500,.000,1.0,0.7,3,22.7,0.0,2.7,0.00,1.7
Spencer Dinwiddie," PG,SG",WAS ,Healthy,8.3,4.3,3.7,0.0,0.3,.345,.556,0.0,2.3,3,26.2,1.7,3.3,6.80,3.7
Chimezie Metu," PF,C",SAC , DTD ,8.3,4.7,0.3,0.7,0.3,.524,.500,0.7,1.0,3,18.2,0.3,3.0,0.50,2.3
Evan Mobley," C,PF",CLE , DTD ,12.0,10.0,2.5,0.5,1.0,.400,.667,0.0,1.0,2,36.4,2.0,5.0,1.50,2.0
Mike Muscala," PF,C",OKC ,Healthy,12.0,3.0,0.5,0.5,0.0,.700,1.000,2.0,0.0,2,12.8,3.0,1.5,0.00,0.5
Josh Hart," SG,SF",NOR ,Healthy,12.0,8.5,4.5,0.0,0.0,.600,.571,1.0,2.0,2,34.1,2.0,3.5,5.70,1.5
Doug McDermott," SF,PF",SAS ,Healthy,7.7,2.0,1.0,0.0,0.3,.385,.000,1.0,0.7,3,22.1,0.0,2.3,3.00,2.0
Josh Giddey," PG,SG",OKC ,Healthy,11.5,8.0,5.5,0.5,1.0,.344,.000,0.5,2.5,2,33.5,0.0,5.0,8.00,3.0
John Konchar," SG,PG",MEM ,Healthy,7.7,4.0,0.7,0.0,0.3,.800,.500,2.0,0.3,3,19.0,0.3,0.7,0.00,0.7
Miles McBride, PG,NYK ,Healthy,7.7,2.3,3.3,0.0,1.3,.474,1.000,1.3,0.0,3,19.0,0.3,1.7,0.00,2.0
Devonte' Graham," PG,SG",NOR ,Healthy,11.5,2.0,5.0,0.0,1.0,.320,.000,3.5,1.0,2,32.3,0.0,0.5,10.00,1.5
Alec Burks," SG,SF",NYK ,Healthy,11.5,5.0,2.5,0.0,0.5,.240,1.000,1.5,0.5,2,37.7,4.0,1.5,1.00,3.5
Larry Nance," PF,C",POR ,Healthy,7.7,8.3,3.3,0.3,1.3,.500,.444,0.3,1.3,3,28.1,1.3,2.7,8.00,1.7
R.J. Hampton," PG,SG",ORL , OUT ,7.7,0.7,2.3,0.0,0.3,.333,.714,1.3,0.3,3,18.5,1.7,1.0,1.00,1.0
P.J. Washington," PF,C",CHA ,Healthy,11.5,6.5,4.0,1.0,0.0,.526,1.000,1.0,0.0,2,28.7,0.5,4.0,0.00,3.5
Nickeil Alexander-Walker," SG,SF,PG",NOR ,Healthy,11.5,3.0,1.0,0.0,1.5,.346,.250,2.0,2.0,2,26.3,0.5,2.5,2.00,3.0
Hamidou Diallo," SG,SF",DET ,Healthy,11.5,2.0,0.5,0.0,0.5,.714,.600,0.0,0.5,2,22.7,1.5,5.0,1.00,3.0
Kelly Oubre," SG,SF,PF",CHA ,Healthy,11.5,2.0,2.5,0.0,1.0,.400,.400,2.5,1.0,2,26.0,1.0,1.5,5.00,4.0
David Nwaba," SG,SF",HOU ,Healthy,5.8,3.5,0.8,0.0,0.3,.667,1.000,0.5,0.5,4,13.6,0.3,2.0,3.00,1.8
Alex Len," PF,C",SAC , OUT ,7.7,6.7,1.0,1.0,0.3,.529,.556,0.0,1.3,3,21.9,1.7,3.0,1.00,3.0
Nassir Little, SF,POR ,Healthy,7.3,3.7,1.3,1.0,0.3,.438,.750,0.7,0.7,3,26.2,2.0,1.7,0.50,1.7
Danilo Gallinari," SF,PF",ATL ,Healthy,11.0,2.5,1.5,0.0,1.0,.467,1.000,2.5,1.0,2,25.3,1.5,1.0,1.50,3.0
Justin Holiday," SG,SF",IND ,Healthy,11.0,2.0,1.0,0.5,0.5,.350,1.000,2.0,0.0,2,22.9,2.0,1.5,0.00,2.0
Steven Adams, C,MEM ,Healthy,7.3,9.0,2.0,0.0,1.3,.667,1.000,0.0,2.0,3,23.7,0.7,3.3,3.20,1.3
