Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Thanasis Antetokounmpo,SF,29,MIL,20,5,12.9,1.5,3.1,.484,0.0,0.3,.000,1.5,2.8,.536,.484,0.5,0.9,.588,1.1,2.1,3.2,0.8,0.5,0.2,0.7,1.8,3.5
Carmelo Anthony,PF,37,LAL,28,3,27.7,4.5,10.5,.432,2.4,5.9,.412,2.1,4.6,.457,.548,2.0,2.5,.814,0.8,3.3,4.1,0.9,0.7,0.6,0.8,2.4,13.5
Cole Anthony,PG,21,ORL,22,22,34.1,7.0,16.6,.425,2.9,7.7,.376,4.1,8.9,.467,.512,3.5,4.0,.874,0.5,5.6,6.1,5.6,0.9,0.2,3.0,2.5,20.5
OG Anunoby,SF,24,TOR,15,15,37.3,7.6,17.7,.430,2.7,7.5,.366,4.9,10.2,.477,.508,2.2,2.7,.825,1.6,3.8,5.4,2.7,1.5,0.6,1.7,2.7,20.1
D.J. Augustin,PG,34,HOU,22,1,13.8,1.3,3.2,.414,0.9,2.2,.408,0.4,1.0,.429,.557,0.7,0.8,.889,0.1,0.9,1.0,2.5,0.2,0.0,1.3,0.6,4.3
Deni Avdija,SF,21,WAS,27,1,21.4,2.3,5.4,.422,0.8,2.5,.309,1.5,2.9,.519,.493,0.8,1.2,.656,0.9,4.0,4.9,1.2,0.5,0.8,0.5,2.1,6.1
Joel Ayayi,SG,21,WAS,5,0,2.6,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.4,0.4,0.6,0.0,0.0,0.0,0.0,0.0
Deandre Ayton,C,23,PHO,18,18,30.9,7.3,11.9,.614,0.1,0.3,.200,7.3,11.7,.624,.616,1.6,2.6,.617,3.0,8.1,11.1,1.5,0.8,0.7,1.8,2.3,16.3
Udoka Azubuike,C,22,UTA,4,0,2.0,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.3,0.8,1.0,0.0,0.0,0.0,0.3,0.0,0.5
Marvin Bagley III,PF,22,SAC,12,1,19.1,3.0,6.2,.486,0.6,1.9,.304,2.4,4.3,.569,.534,1.2,1.8,.667,2.1,4.3,6.3,0.7,0.2,0.3,0.6,1.1,7.8
LaMelo Ball,PG,20,CHO,24,24,33.3,7.3,17.3,.418,2.9,7.5,.391,4.3,9.9,.439,.502,2.6,2.9,.900,1.5,6.2,7.7,8.3,1.9,0.4,3.3,3.1,20.0
Lonzo Ball,PG,24,CHI,27,27,35.5,4.6,11.2,.413,3.1,7.3,.421,1.6,3.9,.396,.550,0.4,0.6,.706,1.0,4.5,5.5,4.9,1.7,1.0,2.5,2.3,12.8
Mo Bamba,C,23,ORL,27,27,28.7,4.2,9.1,.457,1.3,4.0,.324,2.9,5.1,.561,.528,0.7,0.9,.720,2.3,6.3,8.6,1.7,0.7,2.2,1.4,2.6,10.3
Desmond Bane,SF,23,MEM,27,27,29.1,6.3,13.5,.463,2.6,6.6,.399,3.6,6.9,.524,.560,1.3,1.4,.919,0.5,3.7,4.3,2.1,1.0,0.4,1.5,2.5,16.4
Dalano Banton,SF,22,TOR,26,0,12.8,1.6,3.6,.452,0.2,0.8,.300,1.4,2.8,.493,.484,0.7,0.9,.750,0.7,1.7,2.3,1.6,0.4,0.2,1.0,1.4,4.2
Harrison Barnes,PF,29,SAC,22,22,33.9,5.5,11.8,.465,1.9,4.7,.394,3.6,7.1,.513,.544,5.2,6.2,.838,1.4,5.4,6.8,2.4,1.0,0.1,2.0,1.4,18.0
Scottie Barnes,PF,20,TOR,24,24,36.0,6.2,12.7,.489,0.7,2.1,.340,5.5,10.6,.518,.516,2.0,2.7,.723,2.9,5.4,8.3,3.3,1.2,0.9,2.0,2.8,15.1
RJ Barrett,SF,21,NYK,25,25,31.4,5.4,13.3,.402,1.9,5.3,.353,3.5,8.0,.435,.473,2.5,3.4,.733,0.8,4.8,5.6,2.1,0.4,0.3,1.7,2.0,15.1
Will Barton,SG,31,DEN,23,23,33.8,6.3,14.3,.445,2.6,6.7,.392,3.7,7.6,.491,.537,1.0,1.4,.727,0.6,4.5,5.1,4.2,0.9,0.4,1.8,1.4,16.3
Charles Bassey,PF,21,PHI,11,0,7.8,1.3,1.8,.700,0.0,0.3,.000,1.3,1.5,.824,.700,0.5,0.6,.714,0.9,1.7,2.6,0.2,0.2,0.7,0.4,1.0,3.0
Keita Bates-Diop,SF,26,SAS,20,5,14.3,1.6,3.4,.456,0.2,0.8,.200,1.4,2.7,.528,.478,0.5,0.8,.625,0.9,2.6,3.5,0.4,0.5,0.3,0.8,0.8,3.8
Nicolas Batum,PF,33,LAC,15,14,26.7,3.3,6.5,.515,2.1,4.9,.432,1.2,1.5,.783,.680,0.3,0.7,.500,0.5,4.7,5.2,1.5,1.1,0.8,0.8,1.1,9.1
Kent Bazemore,SF,32,LAL,19,13,18.6,1.5,4.4,.333,0.7,2.3,.318,0.7,2.1,.350,.417,0.5,0.7,.769,0.3,1.6,1.9,0.8,0.8,0.3,0.4,2.2,4.2
Darius Bazley,PF,21,OKC,26,26,27.6,3.3,8.8,.376,1.0,3.6,.287,2.3,5.2,.437,.434,1.1,1.8,.630,0.9,5.6,6.5,1.3,0.9,1.2,1.4,0.9,8.8
Bradley Beal,SG,28,WAS,24,24,35.9,8.6,19.5,.442,1.5,5.5,.263,7.2,14.0,.513,.480,3.8,4.5,.850,1.0,3.8,4.8,5.7,0.9,0.3,3.5,2.2,22.5
Malik Beasley,SG,25,MIN,27,0,25.7,3.9,10.9,.362,2.7,8.0,.343,1.2,2.9,.416,.488,0.6,0.8,.727,0.4,2.8,3.1,1.6,0.6,0.1,0.7,1.2,11.2
DeAndre' Bembry,SF,27,BRK,26,11,19.6,2.4,4.3,.568,0.3,0.8,.409,2.1,3.4,.607,.608,0.4,0.8,.476,0.7,2.5,3.3,1.1,0.9,0.5,0.7,2.3,5.6
Dāvis Bertāns,PF,29,WAS,17,0,15.6,1.5,5.1,.302,1.1,4.1,.275,0.4,1.0,.412,.413,1.0,1.1,.944,0.2,1.4,1.6,0.5,0.3,0.1,0.4,1.6,5.2
Patrick Beverley,PG,33,MIN,19,15,25.8,3.3,7.1,.459,1.2,3.5,.333,2.1,3.6,.580,.541,0.8,1.2,.727,1.3,2.8,4.2,4.5,0.9,0.8,1.2,2.9,8.5
Saddiq Bey,SF,22,DET,26,26,31.7,4.3,12.6,.345,1.8,6.1,.296,2.5,6.5,.391,.416,1.4,1.9,.735,1.8,4.0,5.8,2.3,1.0,0.2,1.4,1.7,11.9
Khem Birch,C,29,TOR,15,3,22.9,2.7,5.3,.500,0.0,0.4,.000,2.7,4.9,.541,.500,1.6,2.2,.727,3.2,2.5,5.7,1.3,1.0,0.5,0.6,1.8,6.9
Goga Bitadze,C,22,IND,17,0,8.4,0.9,2.9,.300,0.2,1.5,.160,0.6,1.5,.440,.340,0.6,1.0,.647,1.1,1.3,2.4,0.2,0.5,0.6,0.4,1.6,2.6
Nemanja Bjelica,C,33,GSW,26,0,14.3,2.3,5.2,.455,0.9,2.5,.354,1.5,2.7,.551,.541,0.8,1.2,.710,0.9,3.0,3.9,1.5,0.7,0.3,1.2,1.4,6.4
Eric Bledsoe,PG,32,LAC,27,22,26.3,3.3,8.2,.405,0.8,2.9,.282,2.5,5.3,.472,.455,1.6,1.9,.827,0.7,3.2,3.9,3.5,1.3,0.4,1.9,1.6,9.1
Keljin Blevins,SF,26,POR,3,0,4.7,0.7,1.3,.500,0.7,1.0,.667,0.0,0.3,.000,.750,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.7,0.0,2.0
Bogdan Bogdanović,SG,29,ATL,20,20,28.2,4.5,10.0,.447,2.2,5.5,.391,2.3,4.5,.517,.555,0.6,0.7,.786,0.4,3.2,3.6,2.5,0.7,0.2,0.9,1.9,11.6
Bojan Bogdanović,PF,32,UTA,26,26,29.9,5.7,12.1,.467,2.5,6.1,.403,3.2,6.0,.532,.568,3.1,3.3,.920,0.8,3.1,3.9,1.7,0.4,0.0,1.5,1.4,16.8
Bol Bol,PF,22,DEN,10,0,4.7,0.7,1.5,.467,0.0,0.3,.000,0.7,1.2,.583,.467,0.1,0.3,.333,0.2,1.2,1.4,0.2,0.1,0.2,0.0,0.3,1.5
Leandro Bolmaro,SF,21,MIN,16,1,9.6,0.5,1.9,.267,0.1,0.6,.100,0.4,1.3,.350,.283,0.5,0.6,.889,0.8,1.1,1.9,0.6,0.3,0.0,0.6,1.1,1.6
Isaac Bonga,SF,22,TOR,9,0,5.4,0.2,1.0,.222,0.1,0.3,.333,0.1,0.7,.167,.278,0.4,0.7,.667,0.2,0.2,0.4,0.3,0.4,0.2,0.1,0.9,1.0
Devin Booker,SG,25,PHO,21,21,32.2,8.6,18.7,.458,2.4,5.9,.403,6.2,12.8,.483,.522,3.7,4.3,.857,0.9,4.0,4.9,4.5,0.9,0.2,2.7,2.3,23.2
Brandon Boston Jr.,SG,20,LAC,14,0,12.1,2.1,5.0,.429,0.9,2.0,.429,1.3,3.0,.429,.514,1.1,1.2,.941,0.1,1.3,1.4,0.4,0.7,0.2,0.8,0.9,6.3
Chris Boucher,PF,29,TOR,24,2,14.6,2.5,6.3,.404,0.5,2.5,.186,2.1,3.8,.543,.440,1.3,1.8,.714,1.7,2.6,4.3,0.3,0.5,0.8,0.6,1.6,6.8
James Bouknight,SG,21,CHO,11,0,7.1,1.3,3.0,.424,0.6,1.2,.538,0.6,1.8,.350,.530,0.4,0.4,1.000,0.6,0.7,1.4,0.4,0.1,0.0,0.3,0.6,3.5
Avery Bradley,SG,31,LAL,25,20,23.0,2.2,5.5,.409,1.3,3.2,.413,0.9,2.3,.404,.529,0.1,0.1,1.000,0.5,2.0,2.5,0.7,0.8,0.2,0.6,1.5,5.9
Tony Bradley,C,24,CHI,21,7,12.6,1.6,2.9,.557,0.0,0.0,,1.6,2.9,.557,.557,0.2,0.3,.714,1.5,3.0,4.5,0.5,0.0,0.6,0.7,1.3,3.5
Ignas Brazdeikis,SF,23,ORL,12,0,8.2,0.6,2.3,.250,0.3,1.4,.176,0.3,0.9,.364,.304,0.1,0.2,.500,0.4,1.0,1.4,0.5,0.3,0.0,0.3,1.0,1.5
Mikal Bridges,SF,25,PHO,25,25,34.7,5.0,9.2,.539,1.3,3.0,.421,3.7,6.2,.597,.609,1.0,1.2,.862,0.9,3.1,4.0,1.8,1.4,0.6,0.8,2.2,12.2
Miles Bridges,PF,23,CHO,28,28,37.0,7.5,16.0,.472,2.1,6.4,.331,5.4,9.6,.565,.538,3.1,4.0,.770,1.2,6.0,7.2,3.5,1.2,0.9,2.0,2.8,20.3
Oshae Brissett,SF,23,IND,17,0,14.5,1.9,4.1,.464,0.8,2.0,.412,1.1,2.1,.514,.565,0.2,0.6,.273,0.7,2.2,2.9,0.6,0.3,0.2,0.8,1.2,4.8
Malcolm Brogdon,PG,29,IND,23,23,35.5,7.1,15.8,.448,1.8,6.0,.304,5.3,9.8,.535,.505,3.9,4.5,.874,0.9,4.6,5.5,6.2,0.9,0.5,2.3,2.2,19.9
Armoni Brooks,SG,23,HOU,22,2,15.6,2.4,6.0,.391,1.7,4.9,.343,0.7,1.1,.600,.530,0.6,0.7,.867,0.3,1.6,2.0,1.2,0.5,0.2,0.4,1.4,7.0
Dillon Brooks,SF,26,MEM,13,12,27.2,6.5,15.8,.408,1.5,4.8,.323,4.9,11.1,.444,.456,3.2,3.5,.913,0.6,2.5,3.1,2.7,1.3,0.2,2.1,3.6,17.7
Bruce Brown,SF,25,BRK,24,14,22.5,3.0,6.4,.468,0.3,1.0,.320,2.7,5.4,.496,.494,0.5,0.7,.765,1.4,2.9,4.3,1.1,1.3,0.4,0.6,2.5,6.9
Greg Brown III,SF,20,POR,11,0,4.6,0.6,1.8,.350,0.0,0.4,.000,0.6,1.5,.438,.350,0.2,0.6,.286,0.5,0.8,1.3,0.5,0.2,0.4,0.2,0.6,1.5
Jaylen Brown,SF,25,BOS,13,13,32.8,7.8,16.8,.463,2.4,6.5,.365,5.4,10.2,.526,.534,3.5,4.5,.763,0.5,4.8,5.2,2.2,1.1,0.5,2.4,2.7,21.4
Moses Brown,C,22,DAL,12,1,6.3,1.1,1.6,.684,0.0,0.0,,1.1,1.6,.684,.684,1.5,2.3,.667,0.7,1.3,1.9,0.0,0.3,0.5,0.5,1.0,3.7
Sterling Brown,SG,26,DAL,20,0,12.8,1.1,3.1,.355,0.6,2.0,.275,0.6,1.1,.500,.444,0.2,0.2,1.000,0.7,2.5,3.2,0.8,0.5,0.2,0.7,1.2,3.0
Troy Brown Jr.,SF,22,CHI,18,1,12.8,1.7,4.1,.411,0.4,1.7,.267,1.2,2.4,.512,.466,0.6,0.8,.714,0.4,2.1,2.5,0.8,0.3,0.1,0.4,0.8,4.3
Jalen Brunson,PG,25,DAL,25,7,29.2,5.7,11.7,.488,1.0,3.0,.320,4.8,8.7,.546,.529,2.0,2.6,.773,0.7,3.5,4.2,4.7,0.8,0.0,1.4,1.8,14.4
Reggie Bullock,SF,30,DAL,25,9,23.7,2.1,6.0,.356,1.2,4.4,.275,0.9,1.6,.575,.456,0.3,0.4,.700,0.2,2.4,2.7,0.8,0.3,0.1,0.6,1.4,5.7
Trey Burke,PG,29,DAL,14,0,11.3,2.4,5.4,.447,0.8,1.9,.423,1.6,3.6,.460,.520,0.7,0.8,.909,0.0,0.7,0.7,1.6,0.4,0.0,0.9,0.8,6.4
Alec Burks,SG,30,NYK,26,7,25.3,3.5,8.7,.404,2.0,4.7,.415,1.5,3.9,.392,.518,2.4,2.9,.816,0.4,3.5,3.8,2.1,1.2,0.3,0.8,2.1,11.3
Jared Butler,SG,21,UTA,17,0,4.3,0.6,1.9,.344,0.4,1.1,.316,0.3,0.8,.385,.438,0.2,0.4,.571,0.0,0.7,0.7,0.6,0.1,0.4,0.5,0.9,1.9
Jimmy Butler,SF,32,MIA,18,18,33.7,7.7,15.2,.509,0.3,1.7,.194,7.4,13.4,.550,.520,7.1,8.3,.852,1.6,4.2,5.8,5.2,2.2,0.3,1.9,1.6,22.8
Devontae Cacok,PF,25,SAS,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0
Kentavious Caldwell-Pope,SG,28,WAS,27,27,29.1,3.9,9.1,.421,2.0,5.1,.399,1.8,4.0,.450,.532,1.3,1.4,.895,0.6,3.0,3.5,1.7,1.3,0.3,1.3,1.8,11.0
Facundo Campazzo,PG,30,DEN,25,0,19.6,2.0,4.9,.418,1.2,3.1,.385,0.8,1.8,.477,.541,0.8,1.0,.833,0.4,1.3,1.7,2.8,0.9,0.3,1.0,1.8,6.1
Vlatko Čančar,PF,24,DEN,6,0,5.2,0.7,1.7,.400,0.5,0.5,1.000,0.2,1.2,.143,.550,0.5,0.7,.750,0.2,0.2,0.3,0.7,0.3,0.0,0.3,0.5,2.3
Clint Capela,C,27,ATL,26,26,30.0,5.2,9.0,.573,0.0,0.0,.000,5.2,9.0,.575,.573,1.2,2.3,.508,4.1,8.7,12.8,1.3,0.9,1.5,0.7,2.4,11.5
Vernon Carey Jr.,C,20,CHO,2,1,6.0,1.5,3.0,.500,0.0,0.0,,1.5,3.0,.500,.500,0.5,0.5,1.000,1.0,0.5,1.5,0.0,0.5,0.0,0.5,0.5,3.5
Jevon Carter,PG,26,BRK,27,1,11.7,0.8,2.8,.276,0.7,2.2,.305,0.1,0.6,.176,.395,0.1,0.1,.750,0.1,1.3,1.5,1.1,0.3,0.3,0.4,1.1,2.3
Wendell Carter Jr.,C,22,ORL,28,28,29.4,5.1,10.0,.509,1.4,3.9,.352,3.7,6.1,.608,.577,1.6,2.2,.710,2.1,7.9,10.0,2.5,0.6,0.6,1.5,2.6,13.1
Alex Caruso,SG,27,CHI,24,7,28.5,2.8,6.3,.441,1.0,3.0,.347,1.8,3.3,.525,.523,1.8,2.0,.857,0.9,2.7,3.6,4.1,2.2,0.4,1.5,2.7,8.4
Willie Cauley-Stein,C,28,DAL,18,2,9.8,0.9,1.9,.457,0.1,0.1,.500,0.8,1.8,.455,.471,0.1,0.1,.500,0.7,1.4,2.1,0.5,0.3,0.2,0.4,0.9,1.9
Justin Champagnie,SF,20,TOR,12,0,4.9,0.4,0.9,.455,0.0,0.1,.000,0.4,0.8,.500,.455,0.4,0.4,1.000,0.6,0.4,1.0,0.1,0.0,0.1,0.0,0.6,1.3
Chris Chiozza,PG,26,GSW,11,0,11.3,1.0,2.7,.367,0.8,2.0,.409,0.2,0.7,.250,.517,0.1,0.1,1.000,0.5,1.0,1.5,1.6,0.5,0.0,0.8,1.4,2.9
Josh Christopher,SG,20,HOU,18,0,9.4,1.7,3.6,.477,0.6,1.2,.500,1.1,2.4,.465,.562,0.4,0.5,.778,0.4,0.8,1.2,0.9,0.6,0.1,0.9,0.8,4.4
Gary Clark,F,27,NOP,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Clarke,PF,25,MEM,19,0,16.0,3.4,5.5,.610,0.1,0.6,.091,3.3,4.9,.670,.614,0.9,1.4,.667,1.7,2.6,4.4,1.4,0.4,0.9,0.4,1.7,7.7
Jordan Clarkson,SG,29,UTA,26,0,24.8,5.2,14.0,.374,2.7,8.9,.299,2.6,5.1,.504,.468,1.5,1.8,.813,0.7,2.4,3.1,2.1,0.7,0.2,1.2,1.6,14.6
Nicolas Claxton,C,22,BRK,9,4,17.3,2.1,3.8,.559,0.0,0.0,,2.1,3.8,.559,.559,0.9,1.8,.500,1.1,3.4,4.6,0.4,0.2,0.8,0.7,2.0,5.1
Amir Coffey,SG,24,LAC,16,3,12.9,0.9,2.5,.350,0.6,1.9,.333,0.3,0.6,.400,.475,1.1,1.2,.895,0.2,1.4,1.6,0.7,0.1,0.1,0.3,0.8,3.4
John Collins,PF,24,ATL,26,26,32.5,6.5,11.7,.559,1.2,3.1,.400,5.3,8.6,.616,.612,2.8,3.6,.774,1.7,6.1,7.8,2.2,0.8,1.3,1.0,2.9,17.1
Mike Conley,PG,34,UTA,24,24,28.0,5.0,10.0,.498,2.6,5.6,.463,2.4,4.4,.543,.628,1.3,1.5,.833,0.3,1.8,2.0,5.5,1.2,0.3,1.8,2.0,13.8
Pat Connaughton,SG,29,MIL,28,10,28.8,4.4,8.8,.498,2.7,6.3,.429,1.6,2.4,.676,.653,0.7,1.0,.741,0.8,3.8,4.6,1.3,1.0,0.4,0.8,1.4,12.1
Tyler Cook,PF,24,CHI,2,0,8.5,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,1.0,1.0,1.000,0.0,1.0,1.0,1.5,0.0,0.0,0.5,0.5,3.0
Sharife Cooper,PG,20,ATL,5,0,2.2,0.2,0.8,.250,0.0,0.4,.000,0.2,0.4,.500,.250,0.0,0.0,,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.4
Petr Cornelie,PF,26,DEN,8,0,3.1,0.3,1.1,.222,0.0,0.6,.000,0.3,0.5,.500,.222,0.0,0.0,,0.8,0.6,1.4,0.4,0.0,0.0,0.3,0.6,0.5
DeMarcus Cousins,C,31,MIL,6,0,12.2,1.2,3.8,.304,0.2,1.7,.100,1.0,2.2,.462,.326,1.7,2.0,.833,0.8,3.3,4.2,1.0,0.8,0.0,1.3,2.8,4.2
Robert Covington,PF,31,POR,27,26,27.1,2.4,6.2,.387,1.6,4.6,.341,0.9,1.7,.511,.512,0.1,0.1,1.000,0.5,4.2,4.7,1.2,1.2,1.1,1.0,2.3,6.5
Torrey Craig,SF,31,IND,27,1,14.8,1.9,4.0,.481,0.5,2.0,.264,1.4,2.0,.691,.546,0.6,0.8,.773,1.1,2.0,3.1,0.9,0.4,0.3,0.6,1.5,5.0
Jae Crowder,PF,31,PHO,25,25,28.0,3.2,8.2,.397,2.0,5.6,.348,1.3,2.5,.508,.517,1.1,1.4,.771,0.5,4.4,4.9,1.4,1.3,0.5,0.9,2.2,9.5
Jarrett Culver,SG,22,MEM,10,0,9.4,2.0,3.6,.556,0.3,1.1,.273,1.7,2.5,.680,.597,0.4,0.8,.500,0.2,1.2,1.4,1.4,0.6,0.1,0.3,0.4,4.7
Cade Cunningham,PG,20,DET,21,21,32.1,5.8,15.2,.382,2.3,7.2,.322,3.5,8.0,.437,.459,1.8,2.2,.826,1.0,5.2,6.2,4.6,1.4,0.6,3.9,2.5,15.8
Seth Curry,SG,31,PHI,25,25,34.3,5.9,11.6,.510,2.1,5.3,.398,3.8,6.3,.605,.602,2.0,2.3,.879,0.5,2.5,3.0,2.9,0.8,0.2,1.7,2.4,16.0
Stephen Curry,PG,33,GSW,25,25,34.2,8.8,20.3,.433,5.4,13.4,.404,3.4,7.0,.489,.566,4.1,4.4,.927,0.7,4.9,5.6,6.3,1.7,0.4,3.1,1.8,27.1
Anthony Davis,C,28,LAL,25,25,35.8,9.6,18.3,.523,0.4,2.1,.192,9.2,16.2,.565,.534,4.5,6.2,.723,3.0,7.2,10.2,3.0,1.3,2.2,2.0,2.3,24.0
Ed Davis,C,32,CLE,9,2,8.6,0.8,1.1,.700,0.0,0.0,,0.8,1.1,.700,.700,0.1,0.2,.500,0.4,2.8,3.2,0.1,0.2,0.4,0.3,1.0,1.7
Terence Davis,SG,24,SAC,19,7,17.3,3.6,8.6,.415,1.4,4.8,.293,2.2,3.8,.569,.497,0.8,1.1,.750,0.3,2.5,2.8,0.9,0.8,0.4,1.3,2.5,9.4
Gabriel Deck,PF,26,OKC,6,0,7.5,1.0,2.0,.500,0.2,0.5,.333,0.8,1.5,.556,.542,0.0,0.0,,0.2,0.7,0.8,0.5,0.2,0.0,0.3,0.3,2.2
Dewayne Dedmon,C,32,MIA,27,9,16.1,2.3,4.1,.559,0.3,0.5,.692,2.0,3.6,.541,.599,1.1,1.4,.789,1.9,4.1,6.0,0.7,0.4,0.5,0.9,2.1,6.0
Sam Dekker,PF,27,TOR,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeMar DeRozan,PF,32,CHI,24,24,35.3,9.5,19.0,.498,0.8,2.5,.333,8.6,16.5,.523,.520,6.6,7.5,.888,0.6,4.7,5.3,4.1,0.9,0.4,2.0,2.3,26.4
Hamidou Diallo,SG,23,DET,19,2,15.7,2.8,5.3,.525,0.3,1.2,.273,2.5,4.2,.595,.554,1.1,1.4,.741,0.9,2.1,3.0,0.8,0.6,0.5,0.6,1.8,6.9
Gorgui Dieng,C,32,ATL,21,0,8.4,0.9,2.1,.422,0.3,1.0,.333,0.6,1.1,.500,.500,0.4,0.7,.643,1.0,2.4,3.4,0.7,0.2,0.3,0.5,1.2,2.6
Spencer Dinwiddie,PG,28,WAS,23,23,29.7,4.6,11.7,.392,1.8,5.3,.339,2.8,6.4,.435,.468,2.4,2.8,.859,0.7,4.1,4.8,5.3,0.4,0.2,1.5,2.3,13.3
Luka Dončić,PG,22,DAL,21,21,35.0,9.5,21.3,.447,2.7,8.3,.326,6.8,13.0,.526,.511,3.9,5.5,.698,0.8,7.2,8.0,8.5,1.0,0.5,4.6,2.5,25.6
Luguentz Dort,SF,22,OKC,25,25,32.2,5.8,13.7,.423,2.5,7.5,.332,3.3,6.2,.532,.513,2.9,3.4,.837,0.7,3.1,3.8,1.8,0.8,0.4,1.6,2.8,17.0
Ayo Dosunmu,SG,22,CHI,25,2,17.9,2.4,4.8,.504,0.7,1.6,.415,1.8,3.2,.550,.574,0.4,0.8,.579,0.5,1.6,2.1,1.2,0.4,0.2,0.8,1.5,6.0
Devon Dotson,PG,22,CHI,5,0,9.6,1.0,2.4,.417,0.2,1.0,.200,0.8,1.4,.571,.458,1.0,1.6,.625,0.2,1.0,1.2,0.8,0.0,0.0,0.2,1.0,3.2
Sekou Doumbouya,PF,21,LAL,2,0,8.0,2.5,4.0,.625,0.5,1.0,.500,2.0,3.0,.667,.688,1.5,2.0,.750,1.0,2.0,3.0,0.0,1.5,1.0,1.0,0.5,7.0
Jeff Dowtin,PG,24,GSW,3,0,3.3,0.7,1.3,.500,0.0,0.0,,0.7,1.3,.500,.500,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.3,1.3
PJ Dozier,SG,25,DEN,18,0,18.9,2.0,5.5,.364,0.8,2.7,.313,1.2,2.8,.412,.439,0.6,0.7,.769,0.8,2.7,3.5,1.6,0.6,0.3,0.7,1.8,5.4
Goran Dragić,PG,35,TOR,5,2,18.0,2.6,6.8,.382,0.8,2.8,.286,1.8,4.0,.450,.441,2.0,2.0,1.000,0.4,2.4,2.8,1.8,1.0,0.2,0.2,1.6,8.0
Andre Drummond,C,28,PHI,26,10,20.2,2.6,5.2,.500,0.0,0.0,.000,2.6,5.1,.504,.500,1.2,2.1,.564,3.2,6.5,9.7,2.0,1.0,1.1,1.7,2.6,6.3
Chris Duarte,SG,24,IND,26,20,29.5,5.2,12.2,.426,1.8,5.3,.343,3.4,6.9,.489,.500,1.1,1.5,.744,0.5,3.5,4.0,2.1,1.1,0.1,1.6,1.8,13.3
