Name,Position,Team,Injury Status,PTS,REB,AST,BLK,STL,FG%,FT%,3PM,TO,GP,MIN,FTM,2PM,A/TO,PF
Kyle Kuzma," SF,PF",WAS ,Healthy,27.0,11.0,2.5,0.5,1.0,.657,.500,1.5,2.0,2,36.7,2.5,10.0,3.00,1.5
Caris LeVert," SG,SF",IND , OUT ,27.0,6.5,6.0,0.5,1.5,.422,.688,2.5,3.0,2,38.2,5.5,7.0,4.00,3.5
Terance Mann," SF,SG",LAC ,Healthy,18.0,6.3,1.3,0.3,0.0,.636,.625,2.3,1.7,3,35.5,1.7,4.7,2.00,1.3
Alec Burks," SG,SF",NYK ,Healthy,18.0,3.7,1.7,0.7,3.0,.543,1.000,2.3,1.0,3,25.8,3.0,4.0,0.70,3.0
Saddiq Bey, SF,DET ,Healthy,26.5,13.0,3.0,0.5,1.0,.381,.929,4.0,4.0,2,44.9,6.5,4.0,1.60,3.0
Nikola Vucevic, C,CHI ,Healthy,17.3,16.0,2.0,0.7,1.0,.511,1.000,1.7,2.3,3,34.1,0.3,6.0,0.70,1.7
Russell Westbrook, PG,LAL ,Healthy,17.0,8.7,9.7,0.3,1.0,.452,.786,0.7,6.0,3,34.5,3.7,5.7,6.00,4.0
Damian Lillard, PG,POR , OUT ,25.0,5.0,5.5,0.0,0.5,.395,.737,3.0,2.5,2,34.4,7.0,4.5,4.30,1.0
De'Aaron Fox, PG,SAC ,Healthy,16.7,2.7,5.3,0.7,1.3,.395,.864,0.3,2.3,3,33.4,6.3,4.7,7.50,3.3
Eric Bledsoe," PG,SG",LAC ,Healthy,16.7,2.7,4.7,0.7,1.7,.500,.857,2.0,2.7,3,26.0,4.0,3.3,6.00,2.3
Jalen Smith," PF,C",PHO ,Healthy,16.3,11.0,0.0,1.7,0.3,.613,.917,0.0,1.0,3,25.0,3.7,6.3,0.00,2.7
Kristaps Porzingis," PF,C",DAL , OUT ,24.0,8.0,4.5,2.5,0.5,.516,.867,1.5,2.5,2,33.8,6.5,6.5,4.00,2.0
Ty Jerome," PG,SG",OKC ,Healthy,15.7,5.3,4.0,0.0,1.3,.400,.833,2.0,1.3,3,31.0,1.7,4.0,3.50,2.7
Cameron Johnson," SF,PF",PHO ,Healthy,15.3,4.3,1.7,0.0,0.7,.531,1.000,3.0,1.0,3,29.0,1.0,2.7,5.00,2.3
Jrue Holiday," PG,SG",MIL ,Healthy,23.0,4.5,6.5,2.0,2.5,.640,1.000,2.0,3.0,2,33.3,5.0,6.0,5.00,0.0
Justin Holiday," SG,SF",IND ,Healthy,15.3,3.7,1.3,0.3,1.3,.533,.500,4.3,2.0,3,35.1,0.3,1.0,3.30,3.0
Pascal Siakam," PF,C",TOR ,Healthy,22.5,16.5,7.0,1.0,2.0,.486,.556,0.5,4.5,2,37.6,5.0,8.0,3.50,3.0
Aaron Wiggins," SG,SF",OKC ,Healthy,15.0,6.0,0.7,0.0,1.3,.514,.667,1.7,1.3,3,33.9,0.7,4.7,0.50,2.7
Jalen Green, SG,HOU ,Healthy,22.5,2.0,1.5,0.0,0.0,.458,.889,3.5,2.0,2,27.8,8.0,2.0,1.50,3.0
Anthony Edwards," SG,SF",MIN ,Healthy,22.0,5.0,3.0,0.5,0.5,.400,.727,2.0,5.0,2,34.6,4.0,6.0,1.50,4.5
Norman Powell," SG,SF",POR ,Healthy,22.0,2.5,2.0,0.5,1.5,.395,.833,2.0,2.0,2,37.0,5.0,5.5,3.30,4.0
Terry Rozier," PG,SG",CHA ,Healthy,22.0,5.0,2.0,1.5,1.0,.460,.571,3.0,0.0,2,31.3,2.0,5.5,0.00,1.5
Marcus Morris," PF,C,SF",LAC ,Healthy,21.5,8.0,2.5,0.5,1.0,.432,.900,1.0,1.5,2,37.8,4.5,7.0,3.50,3.0
Bryn Forbes," PG,SG",SAS ,Healthy,21.0,5.0,1.5,0.0,0.0,.467,.778,3.5,1.0,2,27.2,3.5,3.5,0.50,1.5
Marcus Smart," PG,SG",BOS ,Healthy,20.5,8.0,5.0,1.0,0.5,.448,.929,1.0,2.5,2,41.7,6.5,5.5,4.50,4.0
Gary Harris," SG,SF",ORL ,Healthy,20.0,2.0,2.0,0.0,3.5,.516,.667,2.0,2.0,2,37.6,2.0,6.0,3.30,4.5
Rudy Gay," SF,PF",UTH ,Healthy,13.3,3.3,1.3,0.3,1.0,.483,1.000,1.3,0.3,3,23.3,2.7,3.3,3.00,1.7
OG Anunoby," SF,PF",TOR ,Healthy,20.0,4.5,0.5,0.0,3.5,.444,.923,2.0,0.5,2,33.1,6.0,4.0,0.00,3.5
Cameron Payne," PG,SG",PHO ,Healthy,13.0,1.7,4.7,0.3,1.0,.471,1.000,1.7,1.3,3,25.0,0.7,3.7,11.50,1.3
Jarrett Allen, C,CLE ,Healthy,19.5,9.5,1.0,3.0,1.0,.652,.600,0.0,1.5,2,34.7,4.5,7.5,1.00,1.0
Tyrese Haliburton," PG,SG",SAC ,Healthy,12.7,3.0,10.7,0.0,0.3,.448,.750,2.0,2.0,3,34.5,2.0,2.3,16.00,1.7
Malik Beasley," PG,SG,SF",MIN ,Healthy,19.0,2.0,1.0,0.0,1.0,.412,.000,5.0,1.0,2,33.9,0.0,2.0,2.00,1.0
Immanuel Quickley, PG,NYK , OUT ,12.7,2.7,2.3,0.0,0.3,.333,1.000,1.3,2.3,3,29.4,4.0,2.3,3.50,2.0
Tyler Herro," PG,SG",MIA ,Healthy,19.0,5.5,5.5,0.5,0.0,.325,.778,2.5,3.0,2,36.3,3.5,4.0,3.30,2.0
LaMelo Ball," PG,SG",CHA ,Healthy,19.0,7.5,5.0,0.5,0.5,.520,.727,2.0,2.5,2,28.4,4.0,4.5,3.30,1.5
Amir Coffey," SF,SG",LAC , G-League ,12.3,4.0,3.0,0.7,1.0,.591,.750,2.7,0.0,3,29.5,1.0,1.7,0.00,1.0
Desmond Bane," PG,SG,SF",MEM ,Healthy,18.5,4.0,2.5,1.0,1.0,.368,.833,2.0,2.0,2,33.3,2.5,5.0,2.50,2.0
Buddy Hield," SG,SF",SAC ,Healthy,12.3,2.3,2.3,0.0,0.3,.433,1.000,3.0,1.7,3,27.3,0.7,1.3,5.00,1.0
Myles Turner," PF,C",IND ,Healthy,12.0,7.0,1.7,2.7,0.7,.407,.727,2.0,2.0,3,28.9,2.7,1.7,1.30,4.7
Reggie Jackson," PG,SG",LAC ,Healthy,18.0,3.0,3.5,0.0,1.5,.448,1.000,4.0,2.0,2,32.2,1.0,2.5,1.00,1.5
Clint Capela, C,ATL ,Healthy,18.0,19.0,2.5,2.0,0.5,.516,1.000,0.0,0.0,2,34.7,2.0,8.0,0.00,3.5
Carmelo Anthony," SF,PF",LAL ,Healthy,11.7,2.3,1.0,1.3,0.3,.406,1.000,2.7,0.7,3,26.5,0.3,1.7,0.50,2.3
Harrison Barnes," SF,PF",SAC ,Healthy,11.7,3.3,0.7,0.7,0.3,.423,.875,2.0,1.7,3,31.0,2.3,1.7,1.00,1.0
Joel Embiid," PF,C",PHI ,Healthy,34.0,7.0,1.0,1.0,3.0,.478,.750,3.0,2.0,1,32.0,9.0,8.0,0.50,1.0
Franz Wagner," SG,SF",ORL ,Healthy,17.0,3.0,1.5,0.5,0.5,.423,.833,1.0,3.0,2,34.2,5.0,4.5,1.00,1.5
Josh Richardson," SG,SF",BOS ,Healthy,11.3,3.0,3.0,0.7,1.7,.387,1.000,1.0,1.7,3,32.5,2.3,3.0,6.00,2.7
Damian Jones, C,SAC ,Healthy,11.3,8.0,1.7,0.0,0.0,.652,.571,0.0,2.0,3,23.3,1.3,5.0,2.20,3.3
Terrence Ross," SG,SF",ORL ,Healthy,33.0,5.0,0.0,0.0,3.0,.579,1.000,4.0,1.0,1,35.4,7.0,7.0,0.00,0.0
Obi Toppin," SF,PF",NYK ,Healthy,11.0,5.7,2.7,0.7,0.7,.524,.714,0.3,1.0,3,31.5,3.3,3.3,4.00,2.0
Derrick White," PG,SG",SAS ,Healthy,16.5,1.5,11.5,1.5,0.5,.417,.786,1.0,2.0,2,33.0,5.5,4.0,3.50,3.5
Dorian Finney-Smith," SF,PF",DAL ,Healthy,11.0,5.0,2.3,0.3,1.0,.400,.750,2.0,0.7,3,31.6,1.0,2.0,1.00,2.7
Marvin Bagley," PF,C",SAC ,Healthy,10.7,5.7,1.0,0.0,1.0,.419,1.000,0.7,0.7,3,24.2,1.3,3.7,2.00,2.7
Omer Yurtseven, C,MIA ,Healthy,16.0,14.5,1.0,1.0,1.5,.552,.000,0.0,1.0,2,32.1,0.0,8.0,2.00,3.5
Lauri Markkanen," PF,C",CLE ,Healthy,10.3,6.3,2.7,1.0,0.3,.406,1.000,1.0,1.3,3,30.1,0.7,3.3,3.00,2.3
Chris Paul, PG,PHO ,Healthy,10.3,5.3,9.7,0.0,1.7,.433,1.000,1.0,1.7,3,30.6,0.7,3.3,22.50,1.7
Jae'Sean Tate," SF,PF",HOU , OUT ,15.0,6.0,2.0,0.5,1.0,.480,1.000,1.0,1.5,2,23.3,2.0,5.0,0.70,4.0
Isaiah Roby," C,PF",OKC ,Healthy,10.0,5.3,0.7,0.0,0.0,.857,.500,1.7,1.3,3,19.2,0.3,2.3,2.00,3.0
Jakob Poeltl, C,SAS ,Healthy,15.0,9.5,3.0,1.5,0.5,.565,.400,0.0,3.0,2,30.3,2.0,6.5,0.80,2.5
Daniel Gafford," C,PF",WAS ,Healthy,15.0,8.5,0.5,3.5,0.5,.875,.500,0.0,0.5,2,26.3,1.0,7.0,1.00,2.0
Luke Kennard," SG,SF",LAC , OUT ,15.0,2.5,5.0,1.5,0.5,.429,1.000,3.5,1.0,2,37.7,2.5,1.0,2.00,2.5
Naz Reid, C,MIN ,Healthy,15.0,9.0,1.5,0.0,0.5,.542,.800,0.0,1.5,2,22.8,2.0,6.5,0.70,3.5
Mikal Bridges," SG,SF",PHO ,Healthy,10.0,5.3,2.0,0.3,1.3,.414,.000,2.0,1.0,3,29.2,0.0,2.0,3.00,2.0
Wendell Carter, C,ORL ,Healthy,14.5,13.0,6.0,1.0,1.0,.385,.700,1.0,2.0,2,37.0,3.5,4.0,7.30,4.5
Lamar Stevens," SF,PF",CLE ,Healthy,9.7,3.0,0.7,0.3,0.7,.414,.667,0.3,0.3,3,22.7,1.3,3.7,0.00,2.0
Oshae Brissett," SF,PF",IND ,Healthy,9.7,5.3,1.7,0.3,0.3,.379,.400,1.7,0.7,3,22.9,0.7,2.0,0.50,1.0
Tre Jones, PG,SAS ,Healthy,14.0,4.0,3.0,0.0,0.5,.688,1.000,0.5,0.5,2,25.9,2.5,5.0,3.00,2.0
Ben McLemore," SG,SF",POR ,Healthy,28.0,4.0,0.0,0.0,0.0,.409,1.000,6.0,0.0,1,29.9,4.0,3.0,0.00,3.0
Stephen Curry," PG,SG",GSW ,Healthy,28.0,6.0,9.0,1.0,0.0,.444,.857,6.0,3.0,1,35.5,6.0,2.0,3.00,3.0
Duane Washington, PG,IND ,Healthy,14.0,3.5,1.5,0.5,1.5,.355,1.000,2.0,1.5,2,32.1,1.0,3.5,2.00,2.0
Davion Mitchell," SG,PG",SAC , ACT ,9.3,0.7,1.3,0.0,0.3,.500,.000,1.3,0.3,3,20.6,0.0,2.7,0.00,0.3
Landry Shamet," PG,SG",PHO ,Healthy,9.3,1.3,2.0,0.3,2.0,.458,.000,2.0,1.0,3,25.1,0.0,1.7,2.50,1.0
Kelly Oubre," SG,SF,PF",CHA ,Healthy,14.0,2.0,1.5,0.5,0.0,.478,.200,2.5,1.5,2,22.3,0.5,3.0,3.00,0.5
Chimezie Metu," PF,C",SAC ,Healthy,9.0,5.7,1.0,0.3,1.0,.407,.000,1.7,0.0,3,18.2,0.0,2.0,0.00,1.3
Jaren Jackson," PF,C",MEM ,Healthy,13.5,7.5,2.0,2.0,2.5,.323,.625,1.0,1.5,2,32.0,2.5,4.0,2.50,2.5
Tim Frazier," PG,SG",ORL ,Healthy,13.5,3.0,4.0,0.0,0.5,.588,1.000,2.0,2.0,2,34.5,1.5,3.0,6.00,4.5
Jaylen Nowell, SG,MIN ,Healthy,13.5,3.0,3.5,0.0,1.0,.500,.667,0.5,1.0,2,20.2,2.0,5.0,7.00,4.0
Mike Conley, PG,UTH ,Healthy,13.5,3.0,4.5,0.0,1.0,.346,.750,1.5,2.5,2,28.9,3.0,3.0,4.00,1.5
Larry Nance," PF,C",POR ,Healthy,13.5,9.0,4.5,0.0,1.5,.546,.500,1.0,0.0,2,28.8,0.5,5.0,0.00,3.0
Kyle Lowry, PG,MIA ,Healthy,13.0,4.0,7.5,1.0,0.5,.364,.857,2.0,2.5,2,36.6,3.0,2.0,12.80,2.5
Robert Williams," C,PF",BOS , DTD ,13.0,12.5,5.5,3.5,1.0,.867,.000,0.0,1.5,2,31.8,0.0,6.5,3.30,1.0
Avery Bradley," SG,SF",LAL , DTD ,8.7,1.7,0.7,0.3,1.7,.526,1.000,1.3,0.3,3,28.5,0.7,2.0,0.00,2.7
Gordon Hayward," SG,SF",CHA ,Healthy,13.0,5.5,2.5,0.0,1.5,.579,.500,1.0,0.0,2,28.8,1.0,4.5,0.00,1.5
Skylar Mays," PG,SG",ATL ,Healthy,13.0,3.0,1.5,0.0,1.0,.526,1.000,2.5,0.0,2,26.6,0.5,2.5,0.00,0.5
Caleb Martin, G,MIA ,Healthy,13.0,6.0,1.0,0.5,1.5,.455,1.000,1.0,1.5,2,35.3,2.0,4.0,0.00,3.0
Grant Williams," SF,PF",BOS ,Healthy,8.7,5.0,0.7,0.3,1.3,.409,1.000,1.0,1.7,3,31.4,1.7,2.0,0.50,3.7
Chaundee Brown, SF,ATL ,Healthy,12.5,2.5,2.0,0.0,0.0,.444,.750,3.0,0.0,2,26.4,1.5,1.0,0.00,1.5
Tyrese Maxey," PG,SG",PHI ,Healthy,25.0,7.0,4.0,0.0,0.0,.556,.000,5.0,0.0,1,33.3,0.0,5.0,0.00,3.0
Bobby Portis," PF,C",MIL ,Healthy,12.5,7.5,0.5,0.0,0.0,.500,.500,2.0,1.0,2,23.7,0.5,3.0,1.00,3.5
Kentavious Caldwell-Pope," PG,SG,SF",WAS ,Healthy,12.5,5.5,3.0,1.0,1.0,.409,.000,3.5,3.0,2,33.3,0.0,1.0,2.50,1.0
Andrew Wiggins," SG,SF",GSW , OUT ,25.0,0.0,4.0,0.0,2.0,.474,.429,4.0,3.0,1,38.1,3.0,5.0,1.30,1.0
Luka Garza, C,DET ,Healthy,12.0,11.5,1.0,0.5,1.0,.364,.600,1.0,1.5,2,39.4,3.0,3.0,0.00,3.0
Nikola Jokic," PF,C",DEN ,Healthy,24.0,11.0,3.0,1.0,0.0,.667,.778,1.0,4.0,1,25.2,7.0,7.0,0.80,4.0
Kyle Guy," PG,SG",MIA ,Healthy,12.0,3.0,4.0,0.5,1.5,.563,.667,2.0,1.0,2,23.6,1.0,2.5,2.00,2.0
Dwight Powell," PF,C",DAL ,Healthy,8.0,6.0,1.0,0.0,1.3,.476,.600,0.3,1.0,3,24.3,1.0,3.0,1.50,2.3
Deni Avdija," SG,SF,PF",WAS ,Healthy,11.5,6.0,1.0,0.0,0.5,.429,1.000,0.5,0.5,2,29.1,2.0,4.0,1.00,4.5
Devin Vassell," SG,SF",SAS ,Healthy,11.5,3.5,2.5,0.5,1.5,.409,.000,2.5,1.0,2,30.6,0.0,2.0,5.00,1.5
Evan Fournier," SG,SF",NYK ,Healthy,11.5,1.0,1.5,0.0,1.0,.318,.667,2.5,1.0,2,23.1,2.0,1.0,3.00,1.5
Isaac Okoro," SG,SF",CLE , OUT ,7.7,1.3,2.3,0.3,0.3,.667,.571,1.0,1.0,3,24.5,1.3,1.7,5.50,3.0
Nicolas Claxton," C,PF",BKN ,Healthy,11.5,9.5,1.0,1.5,1.0,.647,.500,0.0,1.0,2,28.1,0.5,5.5,2.00,2.0
Patrick Beverley," PG,SG",MIN ,Healthy,11.5,5.5,6.0,1.5,2.0,.409,.500,2.0,2.0,2,30.3,0.5,2.5,1.50,3.5
Marquese Chriss," PF,C",DAL ,Healthy,11.5,7.0,0.0,0.5,0.0,.714,.000,1.5,0.5,2,16.3,0.0,3.5,0.00,2.5
Shai Gilgeous-Alexander," PG,SG",OKC ,Healthy,23.0,4.0,4.0,1.0,2.0,.375,.750,2.0,4.0,1,34.8,3.0,7.0,1.00,3.0
Jordan Nwora, SF,MIL , OUT ,23.0,4.0,0.0,0.0,0.0,.818,.000,5.0,0.0,1,18.8,0.0,4.0,0.00,3.0
Cameron Oliver," SF,PF",ATL ,Healthy,11.5,3.0,1.5,0.5,0.5,.667,.667,0.5,0.0,2,21.7,1.0,4.5,0.00,2.5
Jaxson Hayes, C,NOR ,Healthy,23.0,7.0,1.0,1.0,0.0,.750,1.000,0.0,1.0,1,27.5,5.0,9.0,1.00,3.0
Cassius Stanley, SG,DET , G-League ,11.5,3.5,0.5,0.5,0.5,.444,1.000,1.5,2.0,2,31.9,2.0,2.5,1.00,3.5
LaMarcus Aldridge," PF,C",BKN , OUT ,11.0,8.5,0.0,1.0,0.5,.391,1.000,0.5,2.0,2,23.9,1.5,4.0,0.00,2.5
Al Horford," PF,C",BOS ,Healthy,7.3,8.3,5.7,2.7,0.7,.259,.875,0.3,1.7,3,32.4,2.3,2.0,12.50,3.0
Tyus Jones, PG,MEM ,Healthy,11.0,3.5,5.5,0.0,2.0,.450,1.000,1.0,0.5,2,25.9,1.0,3.5,7.00,0.5
Facundo Campazzo, PG,DEN ,Healthy,22.0,4.0,12.0,2.0,5.0,.636,1.000,3.0,4.0,1,34.3,5.0,4.0,3.00,2.0
Mike Muscala," PF,C",OKC ,Healthy,7.3,1.7,0.7,1.0,0.7,.333,1.000,1.7,0.0,3,14.8,1.0,0.7,0.00,2.0
Khris Middleton," SF,PF,SG",MIL , OUT ,22.0,3.0,6.0,0.0,1.0,.400,1.000,3.0,1.0,1,32.9,7.0,3.0,6.00,4.0
Reggie Bullock," SG,SF",DAL , ACT ,11.0,4.0,2.5,0.5,1.5,.539,.750,2.5,0.5,2,29.0,1.5,1.0,3.00,0.5
Patty Mills, PG,BKN ,Healthy,11.0,1.5,1.5,0.5,0.5,.400,.000,3.0,2.0,2,33.4,0.0,1.0,1.50,3.5
KJ Martin," SF,PF",HOU ,Healthy,10.5,5.5,1.5,0.5,0.5,.474,1.000,0.5,1.5,2,22.5,1.0,4.0,3.00,2.0
Ayo Dosunmu," PG,SG",CHI ,Healthy,7.0,3.0,1.3,1.3,0.7,.636,.750,0.3,1.3,3,20.8,2.0,2.0,2.30,2.3
Brandon Clarke," SF,PF,C",MEM ,Healthy,10.5,6.5,1.5,1.0,0.0,.667,.000,0.5,1.0,2,20.1,0.0,4.5,3.00,1.0
Dennis Schroder, PG,BOS ,Healthy,21.0,3.0,7.0,0.0,1.0,.500,.714,2.0,2.0,1,40.4,5.0,5.0,3.50,2.0
Moritz Wagner," PF,C",ORL , OUT ,10.5,1.5,1.5,0.0,0.5,.375,.800,0.5,0.5,2,13.7,4.0,2.5,3.00,2.0
Wes Iwundu," SG,SF,PF",FA , FA ,10.0,4.0,0.0,0.0,0.5,.539,.750,1.5,0.0,2,29.5,1.5,2.0,0.00,3.0
Talen Horton-Tucker," SG,SF",LAL ,Healthy,6.7,4.3,2.3,0.7,0.3,.333,1.000,0.0,1.7,3,21.2,2.7,2.0,4.50,2.3
Romeo Langford, SG,BOS , DTD ,10.0,3.5,0.5,0.5,1.0,.500,.667,1.0,0.0,2,25.2,1.0,3.0,0.00,0.5
DeMarcus Cousins," PF,C",MIL ,Healthy,10.0,5.5,0.0,1.0,0.5,.539,1.000,0.5,0.5,2,17.1,2.5,3.0,0.00,4.0
Brandon Goodwin, PG,CLE ,Healthy,10.0,3.5,5.5,0.0,0.5,.429,.333,0.0,1.5,2,25.1,1.0,4.5,8.00,2.0
Otto Porter," SF,PF",GSW ,Healthy,20.0,7.0,8.0,0.0,3.0,.643,.000,2.0,0.0,1,36.2,0.0,7.0,0.00,0.0
Grayson Allen," SG,SF",MIL ,Healthy,10.0,2.0,1.0,0.5,0.5,.368,.500,2.5,0.0,2,26.7,0.5,1.0,0.00,0.5
Jalen McDaniels," PF,C",CHA ,Healthy,9.5,1.5,0.5,0.5,2.0,.615,.750,0.0,1.5,2,24.8,1.5,4.0,1.00,1.5
Jaden McDaniels," PF,SF",MIN ,Healthy,9.5,7.0,0.0,0.0,0.5,.471,1.000,1.0,2.0,2,27.6,0.5,3.0,0.00,4.5
Royce O'Neale," SF,PF",UTH ,Healthy,6.3,3.0,2.3,0.0,0.7,.636,.750,0.7,0.7,3,32.5,1.0,1.7,5.00,3.3
Derrick Walton, PG,DET , OUT ,9.5,3.0,7.5,1.0,3.0,.286,1.000,1.5,4.5,2,38.5,2.0,1.5,3.30,2.5
Richaun Holmes," PF,C",SAC , OUT ,9.5,6.5,1.5,1.5,0.5,.727,1.000,0.0,2.0,2,27.6,1.5,4.0,1.50,3.0
Justise Winslow," PF,PG,SF",LAC ,Healthy,6.3,5.0,1.3,1.3,0.7,.421,.500,0.0,0.3,3,18.6,1.0,2.7,0.00,2.3
Christian Wood," PF,C",HOU , SUS ,9.0,4.5,2.0,0.5,0.5,.444,.333,0.5,1.5,2,21.1,0.5,3.5,1.30,1.5
Keldon Johnson," SF,PF",SAS ,Healthy,9.0,6.5,1.5,0.0,0.5,.200,.500,1.5,3.0,2,33.0,1.5,1.5,1.00,3.5
Derrick Jones," SG,SF",CHI ,Healthy,6.0,2.7,0.7,0.7,0.3,1.000,.833,1.0,0.7,3,15.5,1.7,0.7,0.50,2.3
Stanley Johnson," PF,SF",FA , FA ,6.0,2.7,1.3,0.7,1.3,.500,.750,1.0,0.7,3,22.1,1.0,1.0,0.00,4.0
Payton Pritchard, PG,BOS ,Healthy,6.0,2.7,1.3,0.0,0.0,.368,.000,1.3,1.3,3,19.9,0.0,1.0,4.00,1.3
Chris Boucher," PF,C",TOR ,Healthy,9.0,6.5,0.0,1.0,1.0,.500,1.000,0.0,0.0,2,22.2,4.0,2.5,0.00,2.0
Kevin Pangos, G,CLE ,Healthy,5.7,2.0,4.7,0.0,0.0,.304,1.000,0.3,1.0,3,24.9,0.7,2.0,14.00,0.7
Josh Giddey," PG,SG",OKC ,Healthy,17.0,13.0,14.0,0.0,4.0,.438,.000,3.0,3.0,1,36.2,0.0,4.0,4.70,1.0
Kenrich Williams," SF,PF",OKC ,Healthy,5.7,3.3,2.3,0.0,0.3,.412,.500,0.7,1.3,3,17.6,0.3,1.7,6.00,0.7
Hassan Whiteside," PF,C",UTH , OUT ,8.5,6.5,1.0,0.5,0.5,.700,.429,0.0,0.0,2,13.1,1.5,3.5,0.00,2.5
Theo Maledon, PG,OKC ,Healthy,5.7,2.3,1.3,0.0,1.0,.313,.857,0.3,0.3,3,20.5,2.0,1.3,2.00,1.3
R.J. Hampton," PG,SG",ORL ,Healthy,8.5,3.0,3.0,0.0,0.0,.400,.750,1.0,0.5,2,21.8,1.5,2.0,5.00,1.0
Anthony Gill," SF,PF",WAS , OUT ,8.5,3.0,2.0,0.0,0.5,.546,.750,1.0,0.5,2,18.4,1.5,2.0,3.00,5.0
Seth Curry," PG,SG",PHI ,Healthy,17.0,3.0,6.0,0.0,2.0,.462,1.000,2.0,2.0,1,34.2,3.0,4.0,3.00,0.0
Torrey Craig," SG,SF",IND ,Healthy,5.3,4.7,3.0,0.7,0.7,.316,1.000,0.0,1.7,3,25.6,1.3,2.0,4.30,2.0
Sterling Brown," SG,SF",DAL ,Healthy,5.3,4.0,1.0,0.3,0.3,.600,.500,1.0,0.3,3,16.1,0.3,1.0,2.00,0.7
Quentin Grimes, SG,NYK ,Healthy,5.3,2.0,1.3,0.0,1.7,.278,.500,1.0,0.7,3,17.9,1.0,0.7,2.00,2.0
