Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Nemanja Bjelica,C,33,GSW,28,0,14.3,2.4,5.0,.479,1.0,2.5,.400,1.4,2.5,.557,.579,0.8,1.2,.667,0.9,3.0,3.9,1.6,0.7,0.3,1.1,1.5,6.6
Eric Bledsoe,PG,32,LAC,29,22,26.4,3.5,8.3,.425,0.9,2.9,.318,2.6,5.3,.484,.481,1.6,2.0,.763,0.7,3.2,3.8,3.7,1.3,0.4,2.0,1.6,9.5
Keljin Blevins,SF,26,POR,3,0,4.7,0.7,1.3,.500,0.7,1.0,.667,0.0,0.3,.000,.750,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.7,0.0,2.0
Bogdan Bogdanović,SG,29,ATL,20,20,28.2,4.5,10.0,.447,2.2,5.5,.391,2.3,4.5,.517,.555,0.6,0.7,.786,0.4,3.2,3.6,2.5,0.7,0.2,0.9,1.9,11.6
Bojan Bogdanović,PF,32,UTA,27,27,29.7,5.7,12.0,.474,2.6,6.1,.422,3.1,5.9,.528,.582,3.0,3.2,.920,0.7,3.0,3.8,1.7,0.5,0.0,1.4,1.4,17.0
Bol Bol,PF,22,DEN,11,0,4.6,0.6,1.5,.438,0.0,0.3,.000,0.6,1.2,.538,.438,0.1,0.3,.333,0.2,1.1,1.3,0.4,0.1,0.2,0.0,0.3,1.4
Leandro Bolmaro,SF,21,MIN,17,1,9.2,0.5,1.8,.267,0.1,0.6,.100,0.4,1.2,.350,.283,0.5,0.5,.889,0.8,1.1,1.8,0.5,0.3,0.0,0.5,1.1,1.5
Isaac Bonga,SF,22,TOR,10,0,5.4,0.3,1.2,.250,0.1,0.3,.333,0.2,0.9,.222,.292,0.4,0.6,.667,0.4,0.2,0.6,0.3,0.4,0.2,0.1,0.8,1.1
Devin Booker,SG,25,PHO,21,21,32.2,8.6,18.7,.458,2.4,5.9,.403,6.2,12.8,.483,.522,3.7,4.3,.857,0.9,4.0,4.9,4.5,0.9,0.2,2.7,2.3,23.2
Brandon Boston Jr.,SG,20,LAC,16,0,12.6,1.9,4.9,.392,0.8,2.2,.343,1.2,2.8,.432,.468,1.1,1.3,.857,0.1,1.5,1.6,0.4,0.6,0.2,0.7,0.9,5.8
Chris Boucher,PF,29,TOR,26,4,15.6,2.8,6.5,.429,0.5,2.5,.212,2.2,3.9,.569,.470,1.2,1.7,.721,1.6,2.9,4.5,0.3,0.4,0.9,0.7,1.7,7.3
James Bouknight,SG,21,CHO,13,0,7.9,1.4,3.7,.375,0.7,1.5,.474,0.7,2.2,.310,.469,0.5,0.6,.875,0.9,0.7,1.6,0.4,0.1,0.0,0.4,0.5,4.0
Avery Bradley,SG,31,LAL,26,21,23.0,2.2,5.5,.406,1.3,3.3,.400,0.9,2.2,.414,.524,0.1,0.1,1.000,0.5,2.1,2.5,0.8,0.8,0.2,0.5,1.6,5.8
Tony Bradley,C,24,CHI,21,7,12.6,1.6,2.9,.557,0.0,0.0,,1.6,2.9,.557,.557,0.2,0.3,.714,1.5,3.0,4.5,0.5,0.0,0.6,0.7,1.3,3.5
Ignas Brazdeikis,SF,23,ORL,13,0,8.5,0.6,2.4,.258,0.2,1.4,.167,0.4,1.0,.385,.306,0.4,0.5,.833,0.4,1.0,1.4,0.5,0.2,0.0,0.2,1.0,1.8
Mikal Bridges,SF,25,PHO,27,27,34.6,4.9,9.2,.536,1.3,3.2,.407,3.6,6.0,.605,.607,1.0,1.2,.875,1.0,3.0,3.9,1.8,1.4,0.5,0.8,2.2,12.2
Miles Bridges,PF,23,CHO,30,30,36.6,7.4,15.7,.470,2.0,6.1,.328,5.4,9.6,.561,.534,3.1,4.0,.760,1.3,6.0,7.3,3.6,1.1,0.9,1.9,2.7,19.8
Oshae Brissett,SF,23,IND,19,0,15.5,2.1,4.5,.459,0.8,2.3,.372,1.2,2.2,.548,.553,0.2,0.6,.273,0.7,2.4,3.1,0.5,0.6,0.2,0.8,1.2,5.1
Malcolm Brogdon,PG,29,IND,25,25,35.3,7.0,15.5,.448,1.8,5.9,.313,5.1,9.6,.531,.508,4.0,4.6,.861,0.9,4.6,5.5,6.2,0.9,0.4,2.3,2.2,19.7
Armoni Brooks,SG,23,HOU,24,4,16.1,2.3,6.2,.372,1.7,5.0,.331,0.6,1.1,.556,.507,0.5,0.6,.867,0.3,1.7,2.0,1.3,0.6,0.2,0.5,1.5,6.8
Dillon Brooks,SF,26,MEM,15,14,27.8,6.6,15.8,.418,1.6,4.9,.324,5.0,10.9,.460,.468,3.5,4.0,.883,0.7,2.9,3.5,2.9,1.2,0.1,2.1,3.4,18.3
Bruce Brown,SF,25,BRK,24,14,22.5,3.0,6.4,.468,0.3,1.0,.320,2.7,5.4,.496,.494,0.5,0.7,.765,1.4,2.9,4.3,1.1,1.3,0.4,0.6,2.5,6.9
Greg Brown III,SF,20,POR,11,0,4.6,0.6,1.8,.350,0.0,0.4,.000,0.6,1.5,.438,.350,0.2,0.6,.286,0.5,0.8,1.3,0.5,0.2,0.4,0.2,0.6,1.5
Jaylen Brown,SF,25,BOS,14,14,32.6,7.6,16.5,.463,2.4,6.6,.370,5.2,9.9,.525,.537,3.5,4.5,.778,0.4,4.7,5.1,2.4,1.1,0.5,2.4,2.6,21.2
Moses Brown,C,22,DAL,14,1,6.3,1.0,1.6,.636,0.0,0.0,,1.0,1.6,.636,.636,1.4,2.1,.690,0.7,1.4,2.1,0.0,0.2,0.4,0.4,1.0,3.4
Sterling Brown,SG,26,DAL,20,0,12.8,1.1,3.1,.355,0.6,2.0,.275,0.6,1.1,.500,.444,0.2,0.2,1.000,0.7,2.5,3.2,0.8,0.5,0.2,0.7,1.2,3.0
Troy Brown Jr.,SF,22,CHI,18,1,12.8,1.7,4.1,.411,0.4,1.7,.267,1.2,2.4,.512,.466,0.6,0.8,.714,0.4,2.1,2.5,0.8,0.3,0.1,0.4,0.8,4.3
Jalen Brunson,PG,25,DAL,27,9,29.4,5.9,11.8,.497,1.0,3.0,.325,4.9,8.8,.555,.538,2.1,2.7,.770,0.6,3.4,4.0,5.0,0.8,0.0,1.4,1.9,14.8
Reggie Bullock,SF,30,DAL,27,11,23.9,2.1,5.9,.354,1.2,4.3,.274,0.9,1.5,.585,.456,0.3,0.4,.727,0.2,2.5,2.7,0.9,0.3,0.1,0.6,1.4,5.6
Trey Burke,PG,29,DAL,16,0,12.7,2.9,6.4,.461,0.9,2.4,.395,2.0,4.0,.500,.534,0.9,0.9,.933,0.1,1.0,1.1,1.9,0.4,0.0,0.9,0.8,7.7
Alec Burks,SG,30,NYK,27,8,25.8,3.5,8.9,.396,2.0,4.9,.398,1.6,4.0,.393,.506,2.4,3.0,.825,0.4,3.4,3.7,2.1,1.2,0.3,0.8,2.2,11.4
Jared Butler,SG,21,UTA,17,0,4.3,0.6,1.9,.344,0.4,1.1,.316,0.3,0.8,.385,.438,0.2,0.4,.571,0.0,0.7,0.7,0.6,0.1,0.4,0.5,0.9,1.9
Jimmy Butler,SF,32,MIA,18,18,33.7,7.7,15.2,.509,0.3,1.7,.194,7.4,13.4,.550,.520,7.1,8.3,.852,1.6,4.2,5.8,5.2,2.2,0.3,1.9,1.6,22.8
Devontae Cacok,PF,25,SAS,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0
Kentavious Caldwell-Pope,SG,28,WAS,29,29,29.1,3.9,9.4,.418,2.0,5.2,.387,1.9,4.2,.455,.524,1.2,1.3,.895,0.6,3.0,3.6,1.7,1.3,0.4,1.2,1.9,11.0
Facundo Campazzo,PG,30,DEN,27,0,20.3,2.0,5.1,.396,1.2,3.3,.356,0.9,1.8,.469,.511,0.9,1.0,.857,0.4,1.4,1.8,3.1,1.0,0.3,1.0,1.9,6.1
Vlatko Čančar,PF,24,DEN,8,0,7.3,0.8,2.0,.375,0.5,0.6,.800,0.3,1.4,.182,.500,0.6,0.8,.833,0.1,1.0,1.1,0.8,0.3,0.1,0.4,0.6,2.6
Clint Capela,C,27,ATL,28,28,30.0,5.1,8.9,.570,0.0,0.0,.000,5.1,8.9,.573,.570,1.2,2.4,.515,4.0,8.9,12.9,1.4,0.9,1.5,0.6,2.4,11.4
Vernon Carey Jr.,C,20,CHO,2,1,6.0,1.5,3.0,.500,0.0,0.0,,1.5,3.0,.500,.500,0.5,0.5,1.000,1.0,0.5,1.5,0.0,0.5,0.0,0.5,0.5,3.5
Jevon Carter,PG,26,BRK,27,1,11.7,0.8,2.8,.276,0.7,2.2,.305,0.1,0.6,.176,.395,0.1,0.1,.750,0.1,1.3,1.5,1.1,0.3,0.3,0.4,1.1,2.3
Wendell Carter Jr.,C,22,ORL,29,29,29.4,5.0,10.0,.505,1.3,3.9,.348,3.7,6.1,.605,.573,1.5,2.1,.710,2.2,8.0,10.1,2.6,0.7,0.6,1.5,2.6,12.9
Alex Caruso,SG,27,CHI,24,7,28.5,2.8,6.3,.441,1.0,3.0,.347,1.8,3.3,.525,.523,1.8,2.0,.857,0.9,2.7,3.6,4.1,2.2,0.4,1.5,2.7,8.4
Willie Cauley-Stein,C,28,DAL,18,2,9.8,0.9,1.9,.457,0.1,0.1,.500,0.8,1.8,.455,.471,0.1,0.1,.500,0.7,1.4,2.1,0.5,0.3,0.2,0.4,0.9,1.9
Justin Champagnie,SF,20,TOR,14,0,6.8,0.9,1.9,.444,0.0,0.5,.000,0.9,1.4,.600,.444,0.5,0.5,1.000,0.9,0.5,1.4,0.1,0.1,0.1,0.0,0.8,2.2
Chris Chiozza,PG,26,GSW,11,0,11.3,1.0,2.7,.367,0.8,2.0,.409,0.2,0.7,.250,.517,0.1,0.1,1.000,0.5,1.0,1.5,1.6,0.5,0.0,0.8,1.4,2.9
Josh Christopher,SG,20,HOU,20,0,11.1,2.0,4.1,.476,0.6,1.5,.414,1.4,2.7,.509,.549,0.7,1.0,.684,0.5,0.9,1.4,1.2,0.6,0.1,1.0,0.9,5.2
Gary Clark,F,27,NOP,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Clarke,PF,25,MEM,19,0,16.0,3.4,5.5,.610,0.1,0.6,.091,3.3,4.9,.670,.614,0.9,1.4,.667,1.7,2.6,4.4,1.4,0.4,0.9,0.4,1.7,7.7
Jordan Clarkson,SG,29,UTA,27,0,25.0,5.3,14.0,.381,2.7,8.7,.305,2.7,5.3,.507,.476,1.5,1.9,.820,0.7,2.5,3.1,2.1,0.6,0.2,1.2,1.6,14.9
Nicolas Claxton,C,22,BRK,10,5,18.2,2.7,4.4,.614,0.0,0.0,,2.7,4.4,.614,.614,0.8,1.6,.500,1.3,3.5,4.8,0.5,0.2,0.8,0.7,2.0,6.2
Amir Coffey,SG,24,LAC,17,3,12.5,0.8,2.4,.341,0.6,1.8,.333,0.2,0.6,.364,.463,1.1,1.2,.857,0.2,1.4,1.6,0.6,0.1,0.1,0.3,0.8,3.3
John Collins,PF,24,ATL,28,28,32.4,6.5,11.7,.557,1.3,3.1,.402,5.3,8.6,.613,.610,2.9,3.6,.784,1.7,6.1,7.8,2.1,0.7,1.3,1.0,3.0,17.1
Mike Conley,PG,34,UTA,25,25,27.8,4.9,10.0,.490,2.5,5.5,.457,2.4,4.5,.531,.616,1.2,1.4,.833,0.4,1.7,2.1,5.4,1.2,0.3,1.8,2.0,13.6
Pat Connaughton,SG,29,MIL,30,11,28.9,4.5,8.8,.506,2.7,6.3,.434,1.7,2.5,.684,.660,0.8,1.1,.781,0.8,3.9,4.7,1.3,1.0,0.3,0.7,1.5,12.5
Tyler Cook,PF,24,CHI,2,0,8.5,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,1.0,1.0,1.000,0.0,1.0,1.0,1.5,0.0,0.0,0.5,0.5,3.0
Sharife Cooper,PG,20,ATL,6,0,2.3,0.3,1.0,.333,0.0,0.3,.000,0.3,0.7,.500,.333,0.0,0.0,,0.0,0.0,0.0,0.7,0.0,0.0,0.3,0.2,0.7
Petr Cornelie,PF,26,DEN,9,0,3.1,0.4,1.3,.333,0.0,0.7,.000,0.4,0.7,.667,.333,0.0,0.0,,0.7,0.7,1.3,0.3,0.0,0.0,0.2,0.6,0.9
DeMarcus Cousins,C,31,MIL,7,0,12.4,1.3,3.9,.333,0.4,1.9,.231,0.9,2.0,.429,.389,1.4,1.7,.833,0.9,3.1,4.0,1.0,0.7,0.1,1.1,2.4,4.4
Robert Covington,PF,31,POR,29,26,27.2,2.4,6.2,.387,1.5,4.6,.333,0.9,1.7,.531,.508,0.1,0.1,1.000,0.6,4.2,4.7,1.2,1.2,1.1,1.1,2.4,6.4
Torrey Craig,SF,31,IND,27,1,14.8,1.9,4.0,.481,0.5,2.0,.264,1.4,2.0,.691,.546,0.6,0.8,.773,1.1,2.0,3.1,0.9,0.4,0.3,0.6,1.5,5.0
Jae Crowder,PF,31,PHO,27,27,28.3,3.3,8.2,.401,1.9,5.4,.340,1.4,2.8,.520,.514,1.0,1.3,.771,0.4,4.4,4.8,1.4,1.2,0.5,0.9,2.4,9.4
Jarrett Culver,SG,22,MEM,11,0,9.2,1.9,3.6,.525,0.3,1.1,.250,1.6,2.5,.643,.563,0.4,0.7,.500,0.2,1.4,1.5,1.3,0.5,0.1,0.3,0.4,4.5
Cade Cunningham,PG,20,DET,21,21,32.1,5.8,15.2,.382,2.3,7.2,.322,3.5,8.0,.437,.459,1.8,2.2,.826,1.0,5.2,6.2,4.6,1.4,0.6,3.9,2.5,15.8
Seth Curry,SG,31,PHI,26,26,34.2,5.8,11.4,.508,2.1,5.3,.394,3.7,6.2,.606,.599,2.0,2.3,.864,0.5,2.5,3.0,2.9,0.8,0.2,1.7,2.4,15.7
Stephen Curry,PG,33,GSW,27,27,34.3,8.7,20.3,.431,5.4,13.4,.399,3.4,6.8,.495,.564,4.0,4.3,.923,0.7,4.8,5.5,6.1,1.6,0.5,3.3,1.9,26.9
Anthony Davis,C,28,LAL,26,26,36.0,9.5,18.3,.520,0.4,2.1,.182,9.1,16.2,.564,.531,4.5,6.2,.725,2.8,7.4,10.2,3.0,1.2,2.1,2.2,2.3,23.8
Ed Davis,C,32,CLE,10,2,9.6,0.9,1.2,.750,0.0,0.0,,0.9,1.2,.750,.750,0.1,0.4,.250,0.5,2.7,3.2,0.1,0.2,0.6,0.3,1.2,1.9
Terence Davis,SG,24,SAC,20,7,17.3,3.5,8.5,.414,1.4,4.8,.295,2.1,3.7,.568,.497,0.8,1.0,.750,0.3,2.7,3.0,1.0,0.8,0.4,1.3,2.5,9.2
Gabriel Deck,PF,26,OKC,6,0,7.5,1.0,2.0,.500,0.2,0.5,.333,0.8,1.5,.556,.542,0.0,0.0,,0.2,0.7,0.8,0.5,0.2,0.0,0.3,0.3,2.2
Dewayne Dedmon,C,32,MIA,29,11,16.9,2.5,4.3,.571,0.3,0.5,.600,2.2,3.8,.568,.607,1.0,1.3,.789,1.9,4.3,6.2,0.9,0.4,0.4,0.9,2.2,6.3
Sam Dekker,PF,27,TOR,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeMar DeRozan,PF,32,CHI,24,24,35.3,9.5,19.0,.498,0.8,2.5,.333,8.6,16.5,.523,.520,6.6,7.5,.888,0.6,4.7,5.3,4.1,0.9,0.4,2.0,2.3,26.4
Hamidou Diallo,SG,23,DET,19,2,15.7,2.8,5.3,.525,0.3,1.2,.273,2.5,4.2,.595,.554,1.1,1.4,.741,0.9,2.1,3.0,0.8,0.6,0.5,0.6,1.8,6.9
Gorgui Dieng,C,32,ATL,23,0,8.3,0.9,2.1,.438,0.4,1.0,.375,0.5,1.0,.500,.531,0.5,0.7,.688,0.9,2.3,3.2,0.7,0.3,0.3,0.6,1.5,2.7
Spencer Dinwiddie,PG,28,WAS,25,25,29.5,4.4,11.4,.387,1.6,5.0,.328,2.8,6.4,.434,.460,2.3,2.8,.841,0.7,4.2,4.9,5.1,0.4,0.2,1.6,2.4,12.8
Luka Dončić,PG,22,DAL,21,21,35.0,9.5,21.3,.447,2.7,8.3,.326,6.8,13.0,.526,.511,3.9,5.5,.698,0.8,7.2,8.0,8.5,1.0,0.5,4.6,2.5,25.6
Luguentz Dort,SF,22,OKC,25,25,32.2,5.8,13.7,.423,2.5,7.5,.332,3.3,6.2,.532,.513,2.9,3.4,.837,0.7,3.1,3.8,1.8,0.8,0.4,1.6,2.8,17.0
Ayo Dosunmu,SG,22,CHI,25,2,17.9,2.4,4.8,.504,0.7,1.6,.415,1.8,3.2,.550,.574,0.4,0.8,.579,0.5,1.6,2.1,1.2,0.4,0.2,0.8,1.5,6.0
Devon Dotson,PG,22,CHI,5,0,9.6,1.0,2.4,.417,0.2,1.0,.200,0.8,1.4,.571,.458,1.0,1.6,.625,0.2,1.0,1.2,0.8,0.0,0.0,0.2,1.0,3.2
Sekou Doumbouya,PF,21,LAL,2,0,8.0,2.5,4.0,.625,0.5,1.0,.500,2.0,3.0,.667,.688,1.5,2.0,.750,1.0,2.0,3.0,0.0,1.5,1.0,1.0,0.5,7.0
Jeff Dowtin,PG,24,GSW,3,0,3.3,0.7,1.3,.500,0.0,0.0,,0.7,1.3,.500,.500,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.3,1.3
PJ Dozier,SG,25,DEN,18,0,18.9,2.0,5.5,.364,0.8,2.7,.313,1.2,2.8,.412,.439,0.6,0.7,.769,0.8,2.7,3.5,1.6,0.6,0.3,0.7,1.8,5.4
Goran Dragić,PG,35,TOR,5,2,18.0,2.6,6.8,.382,0.8,2.8,.286,1.8,4.0,.450,.441,2.0,2.0,1.000,0.4,2.4,2.8,1.8,1.0,0.2,0.2,1.6,8.0
Andre Drummond,C,28,PHI,28,11,19.9,2.5,5.0,.496,0.0,0.0,.000,2.5,5.0,.500,.496,1.1,2.0,.564,3.1,6.4,9.5,1.9,1.0,1.1,1.7,2.5,6.1
Chris Duarte,SG,24,IND,28,22,29.1,5.0,11.9,.422,1.8,5.3,.340,3.2,6.6,.486,.497,1.0,1.4,.744,0.5,3.5,4.0,2.0,1.0,0.1,1.7,1.8,12.8
