Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Deandre Ayton,C,23,PHO,24,24,30.7,7.5,12.0,.626,0.0,0.3,.143,7.5,11.8,.638,.628,1.9,2.8,.662,2.9,8.2,11.1,1.6,0.8,0.8,1.8,2.2,17.0
Udoka Azubuike,C,22,UTA,4,0,2.0,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.3,0.8,1.0,0.0,0.0,0.0,0.3,0.0,0.5
Marvin Bagley III,PF,22,SAC,15,2,19.5,3.0,6.6,.455,0.6,2.2,.273,2.4,4.4,.545,.500,1.2,1.8,.667,2.1,4.6,6.7,0.7,0.1,0.3,0.5,1.3,7.8
LaMelo Ball,PG,20,CHO,29,29,32.2,7.1,16.8,.422,2.8,7.2,.392,4.3,9.6,.444,.506,2.6,2.9,.916,1.6,5.8,7.4,8.0,1.9,0.4,3.1,3.2,19.7
Lonzo Ball,PG,24,CHI,29,29,35.6,4.8,11.4,.418,3.1,7.4,.419,1.7,4.0,.417,.555,0.6,0.8,.773,1.0,4.4,5.4,5.0,1.8,1.0,2.4,2.4,13.2
Mo Bamba,C,23,ORL,27,27,28.7,4.2,9.1,.457,1.3,4.0,.324,2.9,5.1,.561,.528,0.7,0.9,.720,2.3,6.3,8.6,1.7,0.8,2.2,1.4,2.6,10.3
Desmond Bane,SF,23,MEM,35,35,29.5,6.5,13.9,.472,2.9,6.7,.426,3.7,7.1,.516,.575,1.2,1.3,.935,0.5,3.9,4.3,2.2,1.0,0.4,1.4,2.5,17.2
Dalano Banton,SF,22,TOR,28,1,13.0,1.7,3.9,.435,0.3,0.9,.280,1.4,3.0,.482,.468,0.6,0.9,.750,0.7,1.7,2.4,1.9,0.4,0.2,1.1,1.4,4.3
Cat Barber,G,27,ATL,2,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.0
Harrison Barnes,PF,29,SAC,30,30,33.9,5.3,11.8,.450,2.1,5.1,.408,3.2,6.7,.483,.538,4.6,5.5,.837,1.3,5.1,6.3,2.4,0.8,0.2,1.9,1.2,17.3
Scottie Barnes,PF,20,TOR,27,27,36.0,6.3,12.7,.494,0.8,2.2,.356,5.5,10.6,.523,.525,2.3,3.1,.726,3.0,5.3,8.3,3.4,1.1,1.0,1.9,2.9,15.6
RJ Barrett,SF,21,NYK,27,27,30.9,5.2,13.3,.394,1.8,5.4,.338,3.4,7.9,.432,.462,2.4,3.4,.703,0.8,4.7,5.4,2.2,0.4,0.3,1.7,2.0,14.6
Will Barton,SG,31,DEN,29,29,32.8,5.9,13.8,.430,2.4,6.5,.370,3.5,7.3,.483,.518,1.1,1.4,.756,0.7,4.5,5.2,4.0,0.9,0.4,1.8,1.3,15.3
Charles Bassey,PF,21,PHI,15,0,9.0,1.5,2.3,.676,0.0,0.2,.000,1.5,2.1,.742,.676,0.5,0.7,.727,1.1,2.3,3.4,0.4,0.2,0.9,0.5,1.5,3.6
Keita Bates-Diop,SF,26,SAS,26,7,14.8,2.0,3.6,.543,0.3,0.8,.333,1.7,2.8,.603,.580,0.8,1.2,.656,0.8,2.7,3.5,0.6,0.5,0.3,0.7,1.0,5.0
Nicolas Batum,PF,33,LAC,19,16,26.0,3.1,6.3,.496,1.9,4.8,.402,1.2,1.4,.815,.651,0.3,0.5,.500,0.4,4.1,4.5,1.5,1.1,0.7,0.9,1.1,8.4
Kent Bazemore,SF,32,LAL,21,14,18.7,1.5,4.5,.337,0.8,2.4,.340,0.7,2.1,.333,.426,0.5,0.6,.769,0.3,1.8,2.1,0.9,0.9,0.2,0.4,2.3,4.3
Darius Bazley,PF,21,OKC,31,27,26.9,3.4,8.6,.388,1.0,3.5,.290,2.4,5.2,.453,.446,1.2,1.9,.610,1.0,5.4,6.5,1.2,0.8,1.3,1.4,0.9,8.9
Bradley Beal,SG,28,WAS,28,28,35.9,9.0,19.8,.456,1.5,5.4,.283,7.5,14.3,.521,.495,3.8,4.6,.820,1.0,3.6,4.6,5.9,0.8,0.3,3.4,2.3,23.3
Malik Beasley,SG,25,MIN,34,6,27.6,4.5,12.1,.375,3.0,8.7,.341,1.6,3.4,.461,.498,0.5,0.7,.720,0.4,3.0,3.4,1.7,0.6,0.1,0.9,1.3,12.6
DeAndre' Bembry,SF,27,BRK,28,13,20.2,2.7,4.5,.595,0.4,0.9,.480,2.3,3.6,.624,.643,0.4,0.8,.476,0.7,2.6,3.3,1.3,0.9,0.6,0.8,2.3,6.1
Dāvis Bertāns,PF,29,WAS,24,0,16.3,2.0,5.6,.358,1.5,4.6,.327,0.5,1.0,.500,.493,1.0,1.1,.923,0.2,1.5,1.8,0.5,0.4,0.1,0.4,1.7,6.5
Patrick Beverley,PG,33,MIN,23,19,26.6,3.1,7.3,.426,1.2,3.7,.314,2.0,3.6,.542,.506,1.0,1.6,.667,1.3,3.3,4.6,4.8,0.9,0.9,1.2,3.0,8.5
Saddiq Bey,SF,22,DET,32,32,33.0,4.8,13.2,.367,2.0,6.5,.309,2.8,6.7,.423,.443,2.3,2.8,.820,1.5,4.5,6.1,2.5,1.0,0.2,1.4,1.8,14.0
Khem Birch,C,29,TOR,15,3,22.9,2.7,5.3,.500,0.0,0.4,.000,2.7,4.9,.541,.500,1.6,2.2,.727,3.2,2.5,5.7,1.3,1.0,0.5,0.6,1.8,6.9
Goga Bitadze,C,22,IND,20,0,8.3,1.0,3.0,.322,0.2,1.4,.143,0.8,1.6,.484,.356,0.6,0.9,.611,1.0,1.2,2.2,0.2,0.5,0.6,0.4,1.5,2.7
Nemanja Bjelica,C,33,GSW,34,0,15.1,2.4,5.4,.456,1.0,2.6,.391,1.4,2.8,.516,.549,0.9,1.3,.659,0.9,3.1,4.0,1.7,0.6,0.3,1.1,1.6,6.7
Eric Bledsoe,PG,32,LAC,34,25,26.8,3.8,8.9,.426,1.0,3.1,.314,2.8,5.8,.485,.480,1.6,2.1,.786,0.6,3.2,3.8,4.0,1.3,0.4,2.1,1.6,10.2
Keljin Blevins,SF,26,POR,3,0,4.7,0.7,1.3,.500,0.7,1.0,.667,0.0,0.3,.000,.750,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.7,0.0,2.0
Bogdan Bogdanović,SG,29,ATL,24,22,28.8,4.3,10.5,.413,2.1,5.9,.362,2.2,4.6,.477,.514,0.9,1.2,.759,0.3,3.3,3.6,2.5,0.7,0.2,0.9,1.9,11.7
Bojan Bogdanović,PF,32,UTA,33,33,29.6,5.9,12.3,.482,2.7,6.2,.427,3.3,6.1,.537,.590,2.9,3.4,.866,0.8,2.8,3.6,1.6,0.5,0.0,1.6,1.7,17.5
Bol Bol,PF,22,DEN,11,0,4.6,0.6,1.5,.438,0.0,0.3,.000,0.6,1.2,.538,.438,0.1,0.3,.333,0.2,1.1,1.3,0.4,0.1,0.2,0.0,0.3,1.4
Leandro Bolmaro,SF,21,MIN,21,2,8.4,0.4,1.4,.267,0.0,0.5,.100,0.3,1.0,.350,.283,0.4,0.4,.889,0.7,0.9,1.6,0.4,0.2,0.0,0.6,1.0,1.2
Isaac Bonga,SF,22,TOR,11,0,5.4,0.3,1.1,.250,0.1,0.3,.333,0.2,0.8,.222,.292,0.4,0.5,.667,0.4,0.2,0.5,0.3,0.5,0.2,0.2,0.9,1.0
Devin Booker,SG,25,PHO,26,26,32.6,8.5,18.7,.455,2.6,6.2,.422,5.9,12.5,.471,.525,3.5,4.1,.858,0.8,4.2,5.0,4.6,1.0,0.3,2.7,2.3,23.1
Brandon Boston Jr.,SG,20,LAC,21,0,14.9,2.2,6.1,.364,0.7,2.4,.300,1.5,3.8,.405,.422,1.2,1.5,.839,0.2,1.6,1.9,0.7,0.6,0.2,0.8,0.8,6.4
Chris Boucher,PF,29,TOR,29,7,17.0,3.2,7.2,.440,0.8,3.0,.253,2.4,4.2,.574,.493,1.5,2.0,.741,1.8,3.3,5.1,0.4,0.4,0.9,0.8,1.8,8.6
James Bouknight,SG,21,CHO,16,0,8.2,1.4,3.8,.367,0.7,1.6,.423,0.7,2.1,.324,.458,0.5,0.6,.800,0.8,0.8,1.6,0.6,0.1,0.0,0.3,0.7,3.9
Avery Bradley,SG,31,LAL,27,22,23.3,2.4,5.8,.410,1.3,3.3,.400,1.0,2.4,.424,.526,0.1,0.1,1.000,0.5,2.1,2.6,0.7,0.9,0.2,0.5,1.7,6.1
Tony Bradley,C,24,CHI,23,7,12.7,1.7,3.0,.574,0.0,0.0,,1.7,3.0,.574,.574,0.3,0.4,.778,1.5,2.9,4.4,0.6,0.2,0.6,0.7,1.3,3.7
Ignas Brazdeikis,SF,23,ORL,14,0,8.2,0.6,2.3,.250,0.2,1.3,.167,0.4,1.0,.357,.297,0.4,0.4,.833,0.4,1.0,1.4,0.4,0.2,0.0,0.2,1.0,1.7
Mikal Bridges,SF,25,PHO,33,33,34.1,4.8,9.3,.523,1.3,3.3,.391,3.5,5.9,.597,.593,1.2,1.4,.867,1.0,3.0,4.0,1.8,1.3,0.5,0.7,2.0,12.2
Miles Bridges,PF,23,CHO,34,34,36.2,7.4,15.6,.472,1.9,6.1,.314,5.5,9.6,.572,.533,3.1,3.9,.776,1.3,5.9,7.2,3.7,1.1,0.8,1.9,2.5,19.7
Oshae Brissett,SF,23,IND,23,1,16.8,2.3,4.7,.481,0.8,2.2,.373,1.4,2.5,.579,.569,0.4,0.8,.500,1.0,2.5,3.4,0.7,0.6,0.3,0.7,1.3,5.7
Malcolm Brogdon,PG,29,IND,26,26,34.3,6.7,15.0,.446,1.8,5.7,.311,4.9,9.3,.529,.505,3.8,4.5,.855,0.9,4.4,5.3,6.1,0.9,0.4,2.2,2.1,19.0
Armoni Brooks,SG,23,HOU,30,8,18.0,2.5,6.7,.368,1.8,5.6,.321,0.7,1.1,.606,.502,0.5,0.6,.889,0.3,1.7,1.9,1.4,0.6,0.2,0.5,1.6,7.3
Dillon Brooks,SF,26,MEM,19,18,29.2,7.2,16.8,.425,1.7,5.1,.330,5.5,11.7,.466,.475,3.3,3.7,.887,0.7,2.7,3.4,2.7,1.2,0.1,1.9,3.5,19.3
Bruce Brown,SF,25,BRK,26,16,23.2,3.2,6.5,.482,0.3,1.0,.296,2.8,5.5,.517,.506,0.7,0.8,.810,1.3,3.1,4.4,1.2,1.3,0.4,0.7,2.7,7.3
Charlie Brown Jr.,G,24,DAL,2,0,6.5,0.5,2.0,.250,0.0,1.0,.000,0.5,1.0,.500,.250,0.0,0.0,,0.0,0.5,0.5,0.5,1.0,0.0,0.0,1.0,1.0
Chaundee Brown Jr.,G-F,23,TOT,3,1,17.0,0.7,4.7,.143,0.0,2.0,.000,0.7,2.7,.250,.143,0.7,0.7,1.000,0.0,3.7,3.7,0.0,0.7,0.0,0.3,1.3,2.0
Chaundee Brown Jr.,G-F,23,LAL,2,0,10.5,0.5,3.5,.143,0.0,1.5,.000,0.5,2.0,.250,.143,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0
Chaundee Brown Jr.,G-F,23,ATL,1,1,30.0,1.0,7.0,.143,0.0,3.0,.000,1.0,4.0,.250,.143,2.0,2.0,1.000,0.0,9.0,9.0,0.0,2.0,0.0,0.0,4.0,4.0
Greg Brown III,SF,20,POR,12,0,5.3,0.8,2.0,.417,0.0,0.4,.000,0.8,1.6,.526,.417,0.3,0.8,.444,0.5,0.9,1.4,0.4,0.2,0.3,0.3,0.8,2.0
Jaylen Brown,SF,25,BOS,20,20,33.5,8.0,17.7,.452,2.8,7.3,.377,5.3,10.4,.505,.530,4.0,5.2,.769,0.9,4.7,5.5,2.8,1.2,0.5,2.9,2.7,22.8
Moses Brown,C,22,DAL,19,1,6.8,1.2,2.0,.605,0.0,0.0,,1.2,2.0,.605,.605,1.3,1.9,.676,0.7,1.5,2.3,0.0,0.2,0.4,0.5,1.3,3.7
Sterling Brown,SG,26,DAL,25,3,15.2,1.4,3.8,.383,0.8,2.4,.333,0.6,1.4,.471,.489,0.2,0.2,1.000,0.8,3.0,3.8,1.0,0.4,0.1,0.7,1.3,3.8
Troy Brown Jr.,SF,22,CHI,20,1,13.4,1.8,4.2,.417,0.5,1.8,.278,1.3,2.4,.521,.476,0.5,0.7,.714,0.4,2.1,2.5,0.9,0.4,0.1,0.4,0.8,4.5
Jalen Brunson,PG,25,DAL,32,14,30.5,6.2,12.5,.491,1.1,3.3,.327,5.1,9.2,.551,.535,2.4,3.1,.768,0.6,3.2,3.8,5.5,0.8,0.1,1.6,2.0,15.8
Shaq Buchanan,G,25,MEM,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
Reggie Bullock,SF,30,DAL,27,11,23.9,2.1,5.9,.354,1.2,4.3,.274,0.9,1.5,.585,.456,0.3,0.4,.727,0.2,2.5,2.7,0.9,0.3,0.1,0.6,1.4,5.6
Trey Burke,PG,29,DAL,18,0,13.4,2.9,6.6,.437,0.8,2.6,.326,2.1,4.1,.507,.500,0.9,0.9,.941,0.1,1.1,1.2,2.2,0.4,0.0,0.8,1.0,7.5
Alec Burks,SG,30,NYK,33,12,26.8,3.5,8.9,.389,2.0,4.8,.411,1.5,4.1,.363,.500,2.5,3.2,.800,0.5,3.6,4.1,2.3,1.0,0.2,0.9,2.2,11.4
Jared Butler,SG,21,UTA,17,0,4.3,0.6,1.9,.344,0.4,1.1,.316,0.3,0.8,.385,.438,0.2,0.4,.571,0.0,0.7,0.7,0.6,0.1,0.4,0.5,0.9,1.9
Jimmy Butler,SF,32,MIA,20,20,33.9,7.6,15.2,.502,0.3,1.6,.188,7.3,13.6,.539,.512,7.2,8.4,.856,1.9,4.3,6.2,5.7,2.2,0.4,2.1,1.6,22.7
Devontae Cacok,PF,25,SAS,3,0,3.7,1.7,2.3,.714,0.0,0.0,,1.7,2.3,.714,.714,0.0,0.0,,0.7,0.3,1.0,0.3,0.3,0.3,0.3,1.0,3.3
Kentavious Caldwell-Pope,SG,28,WAS,31,31,29.2,3.9,9.5,.412,2.0,5.3,.378,1.9,4.3,.455,.517,1.2,1.3,.878,0.5,3.0,3.5,1.6,1.3,0.4,1.2,1.9,11.0
Facundo Campazzo,PG,30,DEN,32,1,21.1,2.1,5.4,.385,1.2,3.5,.345,0.9,1.9,.459,.497,1.0,1.2,.816,0.3,1.6,1.9,3.5,1.1,0.4,1.1,2.2,6.4
Vlatko Čančar,PF,24,DEN,12,1,10.6,1.4,2.6,.548,0.5,0.8,.667,0.9,1.8,.500,.645,0.8,1.0,.750,0.4,1.4,1.8,0.8,0.2,0.2,0.6,0.9,4.1
Clint Capela,C,27,ATL,31,31,29.6,5.0,8.8,.566,0.0,0.0,.000,5.0,8.8,.568,.566,1.2,2.5,.468,4.0,8.7,12.8,1.4,0.8,1.5,0.6,2.4,11.2
Vernon Carey Jr.,C,20,CHO,2,1,6.0,1.5,3.0,.500,0.0,0.0,,1.5,3.0,.500,.500,0.5,0.5,1.000,1.0,0.5,1.5,0.0,0.5,0.0,0.5,0.5,3.5
Jevon Carter,PG,26,BRK,29,1,11.8,0.8,3.0,.273,0.7,2.4,.290,0.1,0.7,.211,.386,0.1,0.1,.750,0.2,1.4,1.6,1.0,0.3,0.3,0.4,1.1,2.4
Wendell Carter Jr.,C,22,ORL,33,33,28.9,4.9,9.9,.494,1.3,3.8,.341,3.6,6.1,.589,.559,1.7,2.3,.737,2.2,8.0,10.1,2.5,0.7,0.7,1.5,2.6,12.8
Alex Caruso,SG,27,CHI,26,9,28.0,2.8,6.3,.448,1.1,3.0,.364,1.7,3.3,.523,.534,1.7,2.0,.830,1.0,2.8,3.7,4.0,2.0,0.3,1.5,2.5,8.4
Willie Cauley-Stein,C,28,DAL,18,2,9.8,0.9,1.9,.457,0.1,0.1,.500,0.8,1.8,.455,.471,0.1,0.1,.500,0.7,1.4,2.1,0.5,0.3,0.2,0.4,0.9,1.9
Justin Champagnie,SF,20,TOR,15,0,7.3,0.8,2.0,.400,0.0,0.5,.000,0.8,1.5,.522,.400,0.6,0.6,1.000,0.9,0.5,1.4,0.1,0.1,0.1,0.1,0.9,2.2
Chris Chiozza,PG,26,GSW,17,1,12.1,0.8,2.9,.280,0.6,1.9,.344,0.2,1.1,.167,.390,0.1,0.1,1.000,0.5,0.9,1.4,1.8,0.5,0.0,1.0,1.2,2.4
Marquese Chriss,F,24,DAL,4,0,12.3,2.8,5.0,.550,0.0,1.0,.000,2.8,4.0,.688,.550,0.8,1.0,.750,1.3,3.5,4.8,0.0,0.5,0.5,1.5,4.0,6.3
Josh Christopher,SG,20,HOU,27,2,14.4,2.3,4.8,.481,0.7,1.8,.375,1.6,3.0,.543,.550,1.0,1.2,.788,0.5,1.1,1.6,1.6,0.7,0.1,1.4,1.1,6.2
Gary Clark,F,27,NOP,4,1,12.0,1.0,3.3,.308,1.0,3.0,.333,0.0,0.3,.000,.462,0.3,0.5,.500,0.0,1.8,1.8,0.5,0.3,0.3,0.0,0.0,3.3
Brandon Clarke,PF,25,MEM,21,0,15.7,3.4,5.5,.626,0.0,0.5,.091,3.4,5.0,.683,.630,1.0,1.5,.688,1.6,2.7,4.3,1.3,0.3,0.9,0.4,1.7,8.0
Jordan Clarkson,SG,29,UTA,33,0,25.3,5.3,13.9,.381,2.6,8.4,.306,2.7,5.5,.497,.474,1.5,1.9,.806,0.8,2.8,3.5,2.4,0.7,0.2,1.4,1.6,14.7
Nic Claxton,C,22,BRK,13,8,20.5,3.6,5.5,.662,0.0,0.0,,3.6,5.5,.662,.662,0.9,1.7,.545,1.2,3.5,4.7,0.8,0.3,1.3,0.7,2.3,8.2
Amir Coffey,SG,24,LAC,21,3,13.9,1.0,3.0,.349,0.6,1.9,.300,0.5,1.1,.435,.444,1.2,1.4,.862,0.2,2.0,2.2,0.7,0.2,0.2,0.3,0.8,3.9
John Collins,PF,24,ATL,32,32,32.6,6.6,12.1,.549,1.4,3.2,.427,5.3,8.8,.594,.606,3.0,3.8,.793,1.8,6.1,7.9,2.1,0.7,1.2,1.2,3.0,17.6
Darren Collison,G,34,LAL,2,0,13.5,0.5,2.5,.200,0.0,1.5,.000,0.5,1.0,.500,.200,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0
Mike Conley,PG,34,UTA,30,30,28.2,5.1,10.6,.478,2.5,5.8,.434,2.6,4.8,.531,.596,1.4,1.8,.811,0.4,2.3,2.7,5.3,1.2,0.3,1.6,1.8,14.1
Pat Connaughton,SG,29,MIL,36,14,28.6,4.2,8.6,.489,2.5,6.1,.409,1.7,2.5,.685,.634,0.7,0.9,.788,0.8,4.0,4.8,1.4,1.1,0.3,0.8,1.3,11.6
Tyler Cook,PF,24,CHI,6,0,10.8,1.2,1.8,.636,0.0,0.0,,1.2,1.8,.636,.636,1.8,2.0,.917,0.3,1.7,2.0,0.5,0.0,0.2,0.7,1.3,4.2
Sharife Cooper,PG,20,ATL,8,0,3.8,0.3,1.5,.167,0.0,0.5,.000,0.3,1.0,.250,.167,0.0,0.0,,0.0,0.4,0.4,0.6,0.0,0.0,0.5,0.1,0.5
Petr Cornelie,PF,26,DEN,11,0,3.0,0.4,1.3,.286,0.0,0.6,.000,0.4,0.6,.571,.286,0.1,0.2,.500,0.5,0.5,1.1,0.3,0.1,0.1,0.2,0.5,0.8
DeMarcus Cousins,C,31,MIL,13,5,16.8,3.1,7.1,.435,0.6,2.8,.216,2.5,4.2,.582,.478,1.7,2.2,.786,1.7,4.1,5.8,1.4,0.8,0.4,1.1,2.8,8.5
Robert Covington,PF,31,POR,32,26,27.7,2.5,6.4,.395,1.5,4.6,.331,1.0,1.8,.561,.515,0.1,0.1,1.000,0.7,4.3,5.0,1.2,1.2,1.2,1.0,2.4,6.7
Torrey Craig,SF,31,IND,31,1,15.1,2.0,4.1,.492,0.6,2.0,.306,1.4,2.1,.672,.567,0.5,0.7,.773,1.2,2.0,3.2,0.8,0.4,0.3,0.6,1.6,5.2
Jae Crowder,PF,31,PHO,32,32,28.1,3.2,8.0,.404,1.8,5.4,.343,1.4,2.6,.530,.520,1.0,1.3,.800,0.4,4.3,4.6,1.4,1.1,0.5,0.9,2.4,9.3
Jarrett Culver,SG,22,MEM,12,0,8.6,1.8,3.5,.524,0.3,1.0,.250,1.6,2.5,.633,.560,0.3,0.7,.500,0.2,1.3,1.4,1.2,0.5,0.1,0.3,0.4,4.3
Jarron Cumberland,G,24,POR,1,0,6.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0
Cade Cunningham,PG,20,DET,25,25,32.4,5.7,14.8,.383,2.1,6.8,.314,3.6,8.1,.441,.454,1.8,2.1,.849,1.0,5.3,6.2,5.2,1.4,0.6,3.8,2.8,15.3
Seth Curry,SG,31,PHI,31,31,34.7,6.0,11.7,.512,2.2,5.3,.411,3.8,6.5,.595,.605,1.9,2.1,.879,0.5,2.5,3.0,3.4,0.8,0.2,1.7,2.4,16.0
Stephen Curry,PG,33,GSW,32,32,34.8,8.9,20.6,.433,5.4,13.5,.397,3.6,7.1,.502,.564,4.5,4.8,.923,0.6,4.7,5.3,5.9,1.6,0.5,3.4,2.0,27.7
Anthony Davis,C,28,LAL,27,27,35.4,9.3,17.9,.521,0.4,2.1,.179,8.9,15.8,.566,.531,4.3,6.0,.727,2.7,7.1,9.9,2.9,1.2,2.0,2.2,2.3,23.3
Ed Davis,C,32,CLE,11,2,9.6,0.8,1.1,.750,0.0,0.0,,0.8,1.1,.750,.750,0.1,0.4,.250,0.5,2.9,3.4,0.1,0.3,0.6,0.3,1.4,1.7
Terence Davis,SG,24,SAC,22,7,17.4,3.5,8.7,.406,1.5,4.8,.305,2.1,4.0,.529,.490,1.0,1.2,.808,0.4,2.7,3.1,1.0,0.8,0.4,1.2,2.4,9.5
Gabriel Deck,PF,26,OKC,7,0,8.0,1.1,2.0,.571,0.3,0.6,.500,0.9,1.4,.600,.643,0.0,0.0,,0.1,0.7,0.9,0.7,0.1,0.0,0.3,0.3,2.6
Dewayne Dedmon,C,32,MIA,33,15,17.2,2.5,4.4,.575,0.4,0.6,.600,2.2,3.8,.571,.616,1.0,1.3,.750,1.8,4.3,6.1,0.9,0.4,0.5,0.9,2.2,6.5
Sam Dekker,PF,27,TOR,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeMar DeRozan,PF,32,CHI,28,28,35.3,9.7,19.2,.506,0.8,2.3,.365,8.9,17.0,.524,.527,6.8,7.7,.879,0.6,4.4,5.1,4.4,0.9,0.3,2.0,2.3,27.0
Cheick Diallo,F,25,DET,2,0,11.0,1.5,3.0,.500,0.0,0.0,,1.5,3.0,.500,.500,2.5,3.0,.833,1.5,3.0,4.5,0.0,0.5,0.0,0.5,3.0,5.5
Hamidou Diallo,SG,23,DET,25,8,19.3,3.6,6.8,.538,0.4,1.3,.303,3.2,5.4,.596,.568,1.0,1.7,.581,0.8,2.5,3.3,1.0,1.0,0.4,1.0,2.2,8.7
