Name,Position,Team,Injury Status,PTS,REB,AST,BLK,STL,FG%,FT%,3PM,TO,GP,MIN,FTM,2PM,A/TO,PF
Seth Curry," PG,SG",PHI ,Healthy,17.0,3.7,4.7,0.3,0.7,.571,.833,2.0,1.3,3,34.4,1.7,4.7,13.00,2.3
Jaren Jackson," PF,C",MEM , DTD ,25.5,6.0,0.5,1.0,2.0,.487,.786,2.0,3.0,2,31.3,5.5,7.0,0.30,4.0
Gordon Hayward," SG,SF",CHA ,Healthy,25.0,4.5,7.0,1.0,1.0,.529,.857,1.0,4.0,2,41.3,6.0,8.0,3.60,2.5
Rudy Gobert, C,UTH ,Healthy,16.7,14.0,0.3,1.3,0.0,.760,.706,0.0,0.3,3,29.4,4.0,6.3,1.00,3.7
Derrick Rose," PG,SG",NYK ,Healthy,12.3,3.8,5.0,0.0,1.0,.420,1.000,1.3,1.5,4,28.7,0.5,4.0,6.80,0.0
Cam Thomas, SG,BKN ,Healthy,12.0,4.3,1.0,0.0,0.5,.465,1.000,1.3,0.0,4,26.0,0.8,3.8,0.00,0.8
Gary Trent," SG,SF",TOR ,Healthy,24.0,2.5,2.0,0.0,2.5,.576,.500,4.5,1.0,2,38.9,0.5,5.0,0.50,2.0
Bradley Beal," SG,SF",WAS ,Healthy,23.0,5.5,4.0,0.0,1.0,.500,.700,0.5,5.0,2,38.1,3.5,9.0,1.60,3.0
LaMarcus Aldridge," PF,C",BKN ,Healthy,15.0,4.3,1.3,1.3,1.0,.600,1.000,0.3,1.7,3,23.6,2.7,5.7,1.30,2.3
Domantas Sabonis," PF,C",IND ,Healthy,22.5,10.5,6.0,0.5,0.5,.762,.769,1.5,1.0,2,33.9,5.0,6.5,3.50,2.5
Isaac Okoro," SG,SF",CLE ,Healthy,15.0,3.7,1.7,0.3,0.7,.692,.857,1.0,1.3,3,29.5,2.0,5.0,3.50,1.7
Kelly Oubre," SG,SF,PF",CHA ,Healthy,22.0,8.0,4.0,1.0,2.0,.436,.750,3.5,3.0,2,41.4,1.5,5.0,3.30,3.0
Terence Davis," SG,SF",SAC ,Healthy,14.7,5.0,2.0,0.7,1.0,.487,.800,1.3,2.0,3,23.2,1.3,4.7,3.00,5.0
Nickeil Alexander-Walker," SG,SF,PG",NOR ,Healthy,14.7,3.0,2.0,0.0,1.7,.409,.500,2.3,1.3,3,25.3,0.3,3.7,4.00,3.3
Dennis Schroder, PG,BOS ,Healthy,14.7,2.7,5.3,0.0,0.7,.432,.833,0.7,1.7,3,34.3,3.3,4.7,14.00,3.0
Avery Bradley," SG,SF",LAL ,Healthy,10.8,2.5,0.0,0.5,1.8,.500,.000,2.8,0.5,4,27.1,0.0,1.3,0.00,2.0
Miles Bridges," SF,PF",CHA ,Healthy,21.5,6.0,6.5,0.0,0.5,.607,.778,1.0,4.5,2,41.9,3.5,7.5,3.00,4.0
Monte Morris," PG,SG",DEN ,Healthy,14.3,3.0,3.7,0.7,1.3,.429,1.000,3.0,1.3,3,33.2,1.3,2.0,6.30,0.7
Immanuel Quickley, PG,NYK ,Healthy,10.8,3.0,2.8,0.0,1.3,.390,1.000,1.3,0.8,4,25.5,1.5,2.8,6.00,3.0
Luguentz Dort," SG,SF",OKC , DTD ,14.3,2.7,1.7,0.3,0.3,.349,.625,2.7,1.3,3,28.9,1.7,2.3,3.50,2.3
Jordan Poole," PG,SG",GSW ,Healthy,21.5,3.0,2.0,0.5,2.0,.429,.929,3.0,2.0,2,35.6,6.5,3.0,2.70,1.5
Doug McDermott," SF,PF",SAS ,Healthy,10.8,2.0,1.0,0.0,0.0,.460,1.000,1.8,0.8,4,24.3,0.5,2.5,4.00,2.0
Reggie Jackson," PG,SG",LAC ,Healthy,21.0,2.5,5.0,0.5,0.5,.395,.750,2.5,4.5,2,34.6,1.5,6.0,2.20,1.5
Davion Mitchell," SG,PG",SAC ,Healthy,14.0,1.7,4.3,0.0,0.7,.531,.750,1.7,0.7,3,25.1,1.0,4.0,2.50,1.0
Evan Mobley," C,PF",CLE ,Healthy,14.0,10.7,1.3,2.7,0.7,.613,.667,0.0,1.0,3,31.3,1.3,6.3,1.50,2.7
Caris LeVert," SG,SF",IND ,Healthy,20.5,4.5,5.5,0.5,2.0,.486,1.000,2.5,2.5,2,32.1,1.0,6.0,6.50,1.0
Buddy Hield," SG,SF",SAC ,Healthy,13.7,4.0,0.7,0.7,1.3,.333,1.000,2.3,1.3,3,25.6,1.3,2.7,1.00,1.3
Norman Powell," SG,SF",POR ,Healthy,20.5,1.0,4.5,0.0,1.0,.412,.769,1.5,4.0,2,40.6,5.0,5.5,2.30,1.5
Tyrese Haliburton," PG,SG",SAC ,Healthy,13.7,5.0,7.0,0.7,1.7,.577,1.000,3.3,2.0,3,33.4,0.3,1.7,10.80,1.7
Tim Hardaway," SG,SF",DAL ,Healthy,10.3,4.0,1.5,0.3,1.0,.375,1.000,1.0,1.0,4,25.9,0.3,3.5,1.00,1.0
Dillon Brooks," SG,SF",MEM ,Healthy,20.0,2.0,2.0,0.0,1.0,.400,.909,1.0,0.5,2,32.9,5.0,6.0,2.00,4.5
Jordan Clarkson," PG,SG",UTH ,Healthy,13.3,3.3,2.3,0.3,0.7,.405,.500,3.0,0.7,3,25.4,0.3,2.0,2.00,0.7
Kevin Love," PF,C",CLE ,Healthy,13.3,7.3,2.0,0.3,0.3,.429,1.000,3.0,1.7,3,18.8,2.3,1.0,3.50,1.3
Obi Toppin," SF,PF",NYK , OUT ,13.3,5.0,0.3,0.3,0.0,.552,1.000,0.7,0.7,3,18.6,2.0,4.7,0.50,1.3
Stephen Curry," PG,SG",GSW ,Healthy,20.0,5.5,3.5,0.0,0.5,.359,.750,4.5,3.5,2,34.8,1.5,2.5,2.20,2.0
Josh Hart," SG,SF",NOR ,Healthy,13.0,10.3,5.7,0.0,0.3,.667,.833,0.7,3.7,3,35.8,1.7,4.7,6.60,3.7
Myles Turner," PF,C",IND ,Healthy,19.5,7.0,0.0,1.5,0.5,.583,.833,3.0,0.5,2,34.6,2.5,4.0,0.00,3.0
Jerami Grant," SF,PF",DET , OUT ,19.5,5.0,2.5,2.5,1.0,.367,.933,1.5,3.0,2,33.5,7.0,4.0,1.70,3.5
Will Barton," SG,SF",DEN , DTD ,19.5,3.0,5.0,0.5,1.5,.441,1.000,3.5,3.0,2,37.8,1.0,4.0,3.30,2.0
Anthony Davis," PF,C",LAL , DTD ,19.5,12.0,2.0,1.5,1.5,.516,.750,0.5,2.5,2,36.8,3.0,7.5,1.50,2.0
Kyle Lowry, PG,MIA ,Healthy,19.0,2.5,13.5,0.0,1.5,.484,.000,4.0,4.0,2,34.2,0.0,3.5,9.20,1.5
Luke Kennard," SG,SF",LAC ,Healthy,19.0,2.5,3.0,0.0,0.5,.500,1.000,5.5,0.5,2,32.7,0.5,1.0,1.00,1.0
Wendell Carter, C,ORL ,Healthy,12.3,10.7,5.3,0.7,0.3,.452,.750,1.0,3.0,3,34.1,2.0,3.7,5.30,2.7
Josh Christopher, SG,HOU ,Healthy,12.3,2.3,1.3,0.3,1.7,.682,.000,2.3,2.0,3,19.3,0.0,2.7,3.00,1.7
Cedi Osman," SF,PF",CLE ,Healthy,12.3,1.3,2.3,1.0,2.3,.433,.800,2.3,1.0,3,25.7,1.3,2.0,4.50,3.3
Alperen Sengun, C,HOU ,Healthy,12.0,4.3,2.3,1.0,0.7,.619,.769,0.0,1.3,3,17.6,3.3,4.3,2.00,3.3
Fred VanVleet," PG,SG",TOR ,Healthy,18.0,7.0,10.0,0.5,2.0,.303,.778,4.5,2.5,2,38.6,3.5,0.5,8.20,2.5
Pascal Siakam," PF,C",TOR ,Healthy,18.0,11.5,4.5,0.5,0.0,.394,.727,1.0,3.0,2,38.8,4.0,5.5,5.00,2.5
Lauri Markkanen," PF,C",CLE ,Healthy,12.0,1.7,1.7,0.0,1.3,.542,.667,2.0,1.3,3,25.0,1.3,2.3,4.00,3.0
Keldon Johnson," SF,PF",SAS ,Healthy,12.0,4.3,1.0,0.0,0.7,.500,.600,2.0,0.7,3,21.9,2.0,2.0,2.00,1.3
Carmelo Anthony," SF,PF",LAL ,Healthy,9.0,6.0,1.0,0.5,0.5,.355,.750,1.3,1.0,4,23.0,2.3,1.5,3.00,2.5
Gary Harris," SG,SF",ORL ,Healthy,12.0,3.7,1.3,0.0,0.0,.583,1.000,2.0,1.3,3,32.8,0.7,2.7,1.50,0.7
Harrison Barnes," SF,PF",SAC ,Healthy,12.0,4.3,2.0,0.0,0.7,.367,.769,1.3,1.7,3,26.9,3.3,2.3,1.00,1.0
Malik Beasley," PG,SG,SF",MIN ,Healthy,11.7,3.7,2.3,0.0,0.0,.406,.000,3.0,1.0,3,26.2,0.0,1.3,0.70,1.3
Eric Gordon," SG,SF",HOU ,Healthy,17.5,1.5,4.0,0.5,0.5,.542,.667,2.5,3.0,2,30.5,2.0,4.0,3.50,2.5
Dorian Finney-Smith," SF,PF",DAL ,Healthy,8.8,6.0,2.8,0.5,1.8,.448,.750,1.5,1.5,4,34.2,0.8,1.8,9.00,1.8
Alec Burks," SG,SF",NYK , DTD ,11.3,3.7,3.3,0.3,1.0,.333,.818,1.0,1.3,3,34.2,3.0,2.7,7.50,2.7
Hamidou Diallo," SG,SF",DET ,Healthy,11.3,4.0,1.3,0.7,0.7,.542,.667,0.7,0.3,3,22.0,2.0,3.7,1.00,2.7
Marvin Bagley," PF,C",SAC ,Healthy,11.3,7.7,0.7,0.7,0.3,.467,.600,1.0,0.0,3,23.0,1.0,3.7,0.00,1.3
Lonzo Ball," PG,SG",CHI ,Healthy,17.0,4.5,5.0,0.5,2.0,.407,.667,4.0,5.0,2,39.6,2.0,1.5,2.00,0.5
Brandon Boston, SG,LAC ,Healthy,17.0,3.5,1.0,0.0,2.5,.500,1.000,3.0,1.0,2,24.5,2.0,3.0,0.00,2.0
Darius Bazley," SF,PF",OKC ,Healthy,11.3,6.0,1.3,1.3,1.7,.565,.750,1.7,1.0,3,28.8,1.0,2.7,3.00,1.7
Andrew Wiggins," SG,SF",GSW ,Healthy,17.0,4.0,3.0,0.5,1.0,.522,.714,2.5,1.0,2,34.7,2.5,3.5,2.00,2.0
Patrick Beverley," PG,SG",MIN ,Healthy,11.0,3.0,4.3,0.0,1.3,.464,.800,1.0,1.0,3,28.2,1.3,3.3,13.00,2.0
Duncan Robinson," SG,SF",MIA ,Healthy,16.0,1.5,0.5,0.5,0.0,.579,1.000,3.5,0.5,2,24.0,1.5,2.0,0.00,2.5
Ricky Rubio, PG,CLE ,Healthy,10.7,3.3,6.7,0.0,1.3,.360,.846,1.0,2.7,3,24.2,3.7,2.0,12.50,3.3
Hassan Whiteside," PF,C",UTH ,Healthy,16.0,12.0,0.5,3.0,0.0,.765,.750,0.0,1.0,2,17.5,3.0,6.5,1.00,1.0
Pat Connaughton," SG,SF",MIL ,Healthy,10.7,3.0,0.0,0.7,2.0,.500,.500,2.3,0.0,3,28.8,0.3,1.7,0.00,1.3
Bruce Brown," SG,SF",BKN ,Healthy,7.8,4.8,1.3,0.0,1.0,.565,1.000,0.3,0.5,4,19.5,1.0,3.0,2.00,3.3
Mike Conley, PG,UTH ,Healthy,10.3,2.7,5.7,0.3,1.0,.414,.667,1.7,1.7,3,24.8,0.7,2.3,12.50,1.7
Josh Giddey," PG,SG",OKC ,Healthy,10.3,6.0,6.3,0.7,0.7,.342,1.000,1.0,4.0,3,31.0,0.7,3.3,4.90,2.7
Trae Young, PG,ATL ,Healthy,31.0,7.0,10.0,0.0,2.0,.370,.900,2.0,7.0,1,35.7,9.0,8.0,1.40,1.0
Herbert Jones, SF,NOR ,Healthy,10.3,4.3,2.7,1.7,1.0,.500,.667,1.0,1.3,3,30.9,1.3,3.0,2.00,1.3
Tyrese Maxey," PG,SG",PHI ,Healthy,10.3,2.3,2.3,0.7,0.7,.480,.571,1.0,2.0,3,27.2,1.3,3.0,4.00,1.7
Chris Duarte, SG,IND ,Healthy,15.5,3.5,4.0,0.0,1.0,.524,.875,1.0,0.5,2,27.7,3.5,4.5,6.00,1.0
Cody Martin," SG,SF",CHA ,Healthy,15.5,6.5,4.0,1.5,2.5,.600,.800,1.5,2.0,2,43.0,2.0,4.5,4.70,3.0
Scottie Barnes," SF,PF",TOR ,Healthy,15.0,11.5,4.0,2.0,1.5,.483,.000,1.0,1.0,2,40.1,0.0,6.0,8.00,2.5
Bones Hyland," PG,SG",DEN ,Healthy,10.0,1.0,1.3,0.0,1.0,.357,1.000,1.7,0.7,3,17.8,1.7,1.7,3.00,2.3
Tyus Jones, PG,MEM ,Healthy,10.0,4.3,6.7,0.0,2.3,.364,1.000,1.3,1.3,3,34.7,0.7,2.7,17.00,0.3
Quentin Grimes, SG,NYK ,Healthy,10.0,1.3,1.0,0.3,1.0,.526,1.000,2.7,1.7,3,14.5,0.7,0.7,0.60,1.0
Bryn Forbes," PG,SG",SAS ,Healthy,9.7,1.0,1.0,0.0,0.3,.400,1.000,2.0,1.3,3,15.4,1.0,1.3,1.30,1.0
Facundo Campazzo, PG,DEN ,Healthy,9.7,1.7,5.0,0.7,1.0,.476,1.000,2.0,0.0,3,25.3,1.0,1.3,0.00,1.7
Devonte' Graham," PG,SG",NOR ,Healthy,9.7,2.3,3.7,0.0,0.7,.303,.000,3.0,0.7,3,31.7,0.0,0.3,7.00,0.7
Moses Brown, C,DAL ,Healthy,9.7,4.7,0.0,1.3,0.7,.615,.765,0.0,0.7,3,13.9,4.3,2.7,0.00,1.7
De'Anthony Melton," PG,SG",MEM ,Healthy,9.7,3.7,3.3,0.0,1.7,.423,1.000,1.7,1.0,3,23.9,0.7,2.0,6.50,2.7
Evan Fournier," SG,SF",NYK ,Healthy,7.3,2.8,1.3,0.3,0.5,.333,1.000,1.5,1.3,4,23.5,0.8,1.0,1.50,2.5
Josh Richardson," SG,SF",BOS , OUT ,14.0,2.5,1.5,0.0,0.5,.450,.750,2.0,0.5,2,23.0,3.0,2.5,1.00,1.5
Mitchell Robinson, C,NYK ,Healthy,7.0,8.0,0.0,1.8,0.5,.667,.800,0.0,0.5,4,19.4,2.0,2.5,0.00,2.5
Malcolm Brogdon," PG,SG",IND ,Healthy,14.0,3.0,6.5,0.0,2.0,.385,.833,1.5,2.0,2,35.0,2.5,3.5,7.70,2.5
Nikola Vucevic, C,CHI ,Healthy,14.0,10.0,1.0,1.0,0.5,.290,.667,1.0,1.5,2,32.2,2.0,4.5,2.00,3.0
Grayson Allen," SG,SF",MIL ,Healthy,9.3,3.0,1.0,0.0,0.7,.423,.000,2.0,1.0,3,27.2,0.0,1.7,2.00,0.3
Caleb Martin, G,MIA ,Healthy,28.0,8.0,3.0,2.0,0.0,.750,1.000,6.0,1.0,1,33.8,4.0,3.0,3.00,3.0
Nassir Little, SF,POR ,Healthy,14.0,4.0,0.5,1.0,0.0,.600,.583,1.5,0.5,2,22.9,3.5,3.0,1.00,2.5
Jarred Vanderbilt," PF,C",MIN ,Healthy,9.0,6.7,1.0,0.7,3.0,.611,.500,0.7,1.0,3,29.3,1.0,3.0,3.00,1.7
Mo Bamba, C,ORL ,Healthy,9.0,6.3,0.7,2.7,0.0,.462,.000,1.0,0.7,3,23.4,0.0,3.0,1.00,1.3
Al Horford," PF,C",BOS ,Healthy,9.0,6.3,4.0,0.3,1.0,.360,.875,0.7,0.7,3,31.5,2.3,2.3,3.50,0.7
Ben McLemore," SG,SF",POR ,Healthy,13.5,2.5,1.5,0.0,1.0,.643,.500,4.0,1.0,2,20.3,0.5,0.5,3.00,2.5
Reggie Bullock," SG,SF",DAL ,Healthy,6.8,2.3,1.5,0.5,0.3,.417,1.000,1.3,0.3,4,26.6,0.5,1.3,0.00,1.0
Robert Williams," C,PF",BOS ,Healthy,9.0,5.3,1.0,1.0,0.7,.688,.833,0.0,2.3,3,22.2,1.7,3.7,1.20,2.0
Anfernee Simons," PG,SG",POR ,Healthy,26.0,1.0,3.0,0.0,0.0,.450,.667,6.0,1.0,1,32.6,2.0,3.0,3.00,5.0
Kyle Kuzma," SF,PF",WAS , OUT ,26.0,7.0,4.0,0.0,1.0,.444,.857,4.0,3.0,1,39.4,6.0,4.0,1.30,2.0
Marcus Smart," PG,SG",BOS , DTD ,8.7,4.3,4.0,0.0,3.0,.278,.625,0.3,2.3,3,33.9,1.7,3.0,3.50,3.0
Terance Mann," SF,SG",LAC ,Healthy,13.0,9.5,1.5,0.0,1.0,.667,1.000,2.0,2.0,2,33.8,1.0,3.0,2.30,2.0
James Bouknight, SG,CHA ,Healthy,13.0,4.0,0.5,0.0,0.5,.556,.000,3.0,1.0,2,18.7,0.0,2.0,0.00,1.5
Tre Mann," SG,PG",OKC ,Healthy,8.7,2.0,0.3,0.0,1.0,.417,.500,1.7,0.3,3,20.0,0.3,1.7,1.00,2.0
Joe Ingles," SG,SF,PF",UTH ,Healthy,8.7,3.3,5.7,0.0,0.3,.474,.500,2.0,0.7,3,23.9,0.7,1.0,14.00,0.7
Devin Vassell," SG,SF",SAS ,Healthy,8.7,4.3,2.0,1.3,0.7,.400,.600,1.0,0.3,3,20.4,1.0,2.3,2.00,2.3
Keita Bates-Diop," SF,PF",SAS ,Healthy,6.5,4.5,0.8,0.0,0.8,.455,.500,0.5,0.8,4,16.2,1.0,2.0,1.00,1.8
Tyler Herro," PG,SG",MIA ,Healthy,13.0,4.0,3.0,0.5,0.5,.370,1.000,2.0,5.0,2,30.6,1.0,3.0,1.40,1.0
Chris Boucher," PF,C",TOR ,Healthy,12.5,7.5,0.0,1.5,0.0,.450,.857,0.5,1.0,2,24.7,3.0,4.0,0.00,3.5
Max Strus," SG,SF",MIA ,Healthy,12.5,2.5,1.0,0.0,0.0,.474,1.000,2.5,0.0,2,20.0,1.0,2.0,0.00,2.0
Shake Milton," PG,SG",PHI ,Healthy,8.3,3.3,2.3,0.3,0.7,.375,1.000,0.7,0.7,3,21.9,1.7,2.3,5.00,1.7
Wayne Ellington," SG,SF",LAL ,Healthy,6.0,1.3,0.0,0.0,0.3,.400,.000,2.0,0.5,4,14.6,0.0,0.0,0.00,1.0
Spencer Dinwiddie," PG,SG",WAS ,Healthy,12.0,4.0,5.5,0.0,1.0,.364,.750,1.0,1.5,2,29.6,3.0,3.0,7.50,3.5
Damian Lillard, PG,POR ,Healthy,24.0,11.0,6.0,0.0,0.0,.294,.733,3.0,5.0,1,37.0,11.0,2.0,1.20,0.0
Derrick Favors," C,PF",OKC ,Healthy,8.0,6.0,0.3,0.0,0.3,.733,.500,0.0,0.3,3,15.7,0.7,3.7,1.00,2.0
James Johnson," PF,C,SF",BKN ,Healthy,6.0,5.3,4.0,0.3,1.0,.478,.000,0.5,0.5,4,22.1,0.0,2.3,9.00,2.5
Jeremiah Robinson-Earl," SF,PF",OKC ,Healthy,8.0,5.3,0.7,0.0,0.0,.444,.750,1.7,0.3,3,20.1,1.0,1.0,1.00,2.0
Isaiah Stewart," PF,C",DET ,Healthy,8.0,8.3,1.7,1.0,1.0,.526,.667,0.0,1.0,3,30.2,1.3,3.3,2.50,3.7
Drew Eubanks," PF,C",SAS ,Healthy,6.0,5.8,1.3,1.0,0.5,.588,1.000,0.3,1.3,4,16.6,0.8,2.3,3.50,1.0
Malik Monk," PG,SG",LAL ,Healthy,6.0,3.3,2.3,0.3,0.8,.346,.500,1.3,1.0,4,19.8,0.3,1.0,2.70,1.5
P.J. Tucker," PF,C,SF",MIA ,Healthy,11.5,9.0,6.5,0.5,1.5,.500,.750,2.0,0.5,2,33.3,1.5,2.0,8.00,2.0
Tre Jones, PG,SAS ,Healthy,5.8,3.8,3.3,0.0,0.0,.600,1.000,0.3,0.5,4,16.6,1.0,2.0,6.00,1.0
Killian Tillie, C,MEM ,Healthy,7.7,2.0,1.0,0.7,1.0,.500,.500,2.0,0.3,3,18.0,0.3,0.7,1.00,1.7
Jae'Sean Tate," SF,PF",HOU ,Healthy,7.7,2.3,5.7,0.3,1.3,.348,.462,0.3,1.7,3,28.3,2.0,2.3,13.00,4.7
Raul Neto," PG,SG",WAS ,Healthy,11.5,2.5,3.0,0.0,0.5,.458,.000,0.5,0.5,2,23.5,0.0,5.0,5.00,0.5
Saddiq Bey, SF,DET ,Healthy,7.7,3.3,1.0,0.0,1.3,.296,.500,1.7,2.0,3,25.6,0.7,1.0,1.00,1.7
Kyle Anderson," SF,PF",MEM ,Healthy,11.5,5.5,4.0,1.5,1.5,.615,.429,0.5,1.5,2,22.9,3.0,3.5,1.30,2.0
Trey Lyles," PF,C",DET ,Healthy,7.3,3.7,0.7,0.0,0.0,.571,1.000,0.7,0.7,3,19.0,1.3,2.0,1.00,2.0
Marcus Morris," PF,C,SF",LAC ,Healthy,11.0,5.0,2.0,0.0,1.0,.320,1.000,1.0,0.5,2,29.6,2.0,3.0,2.00,2.5
