Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
D.J. Augustin,PG,34,HOU,23,1,14.2,1.6,3.4,.456,1.1,2.4,.464,0.4,1.0,.435,.620,0.8,0.9,.900,0.1,1.0,1.1,2.4,0.2,0.0,1.3,0.6,5.0
Deni Avdija,SF,21,WAS,28,2,21.2,2.3,5.5,.416,0.8,2.6,.292,1.5,2.9,.524,.484,0.8,1.1,.656,0.8,4.0,4.8,1.2,0.6,0.8,0.6,2.1,6.1
Joel Ayayi,SG,21,WAS,5,0,2.6,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.4,0.4,0.6,0.0,0.0,0.0,0.0,0.0
Deandre Ayton,C,23,PHO,18,18,30.9,7.3,11.9,.614,0.1,0.3,.200,7.3,11.7,.624,.616,1.6,2.6,.617,3.0,8.1,11.1,1.5,0.8,0.7,1.8,2.3,16.3
Udoka Azubuike,C,22,UTA,4,0,2.0,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.3,0.8,1.0,0.0,0.0,0.0,0.3,0.0,0.5
Marvin Bagley III,PF,22,SAC,13,1,19.6,3.2,6.6,.477,0.6,2.2,.286,2.5,4.5,.569,.523,1.2,1.8,.652,2.2,4.5,6.7,0.6,0.2,0.3,0.5,1.2,8.1
LaMelo Ball,PG,20,CHO,24,24,33.3,7.3,17.3,.418,2.9,7.5,.391,4.3,9.9,.439,.502,2.6,2.9,.900,1.5,6.2,7.7,8.3,1.9,0.4,3.3,3.1,20.0
Lonzo Ball,PG,24,CHI,27,27,35.5,4.6,11.2,.413,3.1,7.3,.421,1.6,3.9,.396,.550,0.4,0.6,.706,1.0,4.5,5.5,4.9,1.7,1.0,2.5,2.3,12.8
Mo Bamba,C,23,ORL,27,27,28.7,4.2,9.1,.457,1.3,4.0,.324,2.9,5.1,.561,.528,0.7,0.9,.720,2.3,6.3,8.6,1.7,0.7,2.2,1.4,2.6,10.3
Desmond Bane,SF,23,MEM,28,28,28.8,6.1,13.3,.460,2.6,6.5,.398,3.5,6.8,.518,.556,1.2,1.3,.919,0.5,3.9,4.4,2.2,1.0,0.4,1.4,2.4,16.0
Dalano Banton,SF,22,TOR,27,0,12.7,1.6,3.6,.458,0.2,0.7,.300,1.4,2.8,.500,.490,0.7,0.9,.750,0.7,1.7,2.3,1.8,0.4,0.2,1.0,1.4,4.1
Harrison Barnes,PF,29,SAC,23,23,33.4,5.3,11.7,.454,1.8,4.7,.385,3.5,7.0,.500,.532,5.0,5.9,.838,1.3,5.3,6.7,2.3,0.9,0.1,2.0,1.3,17.4
Scottie Barnes,PF,20,TOR,25,25,35.8,6.2,12.8,.486,0.7,2.1,.346,5.5,10.7,.513,.514,2.0,2.8,.725,2.8,5.4,8.2,3.2,1.2,1.0,1.9,2.8,15.1
RJ Barrett,SF,21,NYK,25,25,31.4,5.4,13.3,.402,1.9,5.3,.353,3.5,8.0,.435,.473,2.5,3.4,.733,0.8,4.8,5.6,2.1,0.4,0.3,1.7,2.0,15.1
Will Barton,SG,31,DEN,23,23,33.8,6.3,14.3,.445,2.6,6.7,.392,3.7,7.6,.491,.537,1.0,1.4,.727,0.6,4.5,5.1,4.2,0.9,0.4,1.8,1.4,16.3
Charles Bassey,PF,21,PHI,12,0,9.0,1.7,2.5,.667,0.0,0.3,.000,1.7,2.3,.741,.667,0.5,0.8,.667,1.0,2.3,3.3,0.2,0.2,1.0,0.3,1.4,3.8
Keita Bates-Diop,SF,26,SAS,20,5,14.3,1.6,3.4,.456,0.2,0.8,.200,1.4,2.7,.528,.478,0.5,0.8,.625,0.9,2.6,3.5,0.4,0.5,0.3,0.8,0.8,3.8
Nicolas Batum,PF,33,LAC,15,14,26.7,3.3,6.5,.515,2.1,4.9,.432,1.2,1.5,.783,.680,0.3,0.7,.500,0.5,4.7,5.2,1.5,1.1,0.8,0.8,1.1,9.1
Kent Bazemore,SF,32,LAL,19,13,18.6,1.5,4.4,.333,0.7,2.3,.318,0.7,2.1,.350,.417,0.5,0.7,.769,0.3,1.6,1.9,0.8,0.8,0.3,0.4,2.2,4.2
Darius Bazley,PF,21,OKC,26,26,27.6,3.3,8.8,.376,1.0,3.6,.287,2.3,5.2,.437,.434,1.1,1.8,.630,0.9,5.6,6.5,1.3,0.9,1.2,1.4,0.9,8.8
Bradley Beal,SG,28,WAS,25,25,36.0,8.6,19.5,.441,1.5,5.5,.268,7.1,14.0,.510,.479,3.7,4.4,.836,1.0,3.7,4.7,5.9,0.8,0.3,3.4,2.2,22.4
Malik Beasley,SG,25,MIN,27,0,25.7,3.9,10.9,.362,2.7,8.0,.343,1.2,2.9,.416,.488,0.6,0.8,.727,0.4,2.8,3.1,1.6,0.6,0.1,0.7,1.2,11.2
DeAndre' Bembry,SF,27,BRK,26,11,19.6,2.4,4.3,.568,0.3,0.8,.409,2.1,3.4,.607,.608,0.4,0.8,.476,0.7,2.5,3.3,1.1,0.9,0.5,0.7,2.3,5.6
Dāvis Bertāns,PF,29,WAS,18,0,16.6,1.9,5.5,.343,1.3,4.3,.308,0.6,1.2,.476,.465,0.9,1.0,.944,0.2,1.6,1.8,0.5,0.3,0.2,0.4,1.8,6.1
Patrick Beverley,PG,33,MIN,19,15,25.8,3.3,7.1,.459,1.2,3.5,.333,2.1,3.6,.580,.541,0.8,1.2,.727,1.3,2.8,4.2,4.5,0.9,0.8,1.2,2.9,8.5
Saddiq Bey,SF,22,DET,26,26,31.7,4.3,12.6,.345,1.8,6.1,.296,2.5,6.5,.391,.416,1.4,1.9,.735,1.8,4.0,5.8,2.3,1.0,0.2,1.4,1.7,11.9
Khem Birch,C,29,TOR,15,3,22.9,2.7,5.3,.500,0.0,0.4,.000,2.7,4.9,.541,.500,1.6,2.2,.727,3.2,2.5,5.7,1.3,1.0,0.5,0.6,1.8,6.9
Goga Bitadze,C,22,IND,17,0,8.4,0.9,2.9,.300,0.2,1.5,.160,0.6,1.5,.440,.340,0.6,1.0,.647,1.1,1.3,2.4,0.2,0.5,0.6,0.4,1.6,2.6
Nemanja Bjelica,C,33,GSW,27,0,14.1,2.3,5.0,.459,0.9,2.4,.364,1.4,2.6,.551,.548,0.8,1.1,.710,0.9,3.0,3.9,1.5,0.7,0.3,1.2,1.5,6.3
Eric Bledsoe,PG,32,LAC,28,22,26.2,3.4,8.2,.409,0.8,2.9,.288,2.5,5.4,.473,.459,1.6,2.0,.786,0.7,3.1,3.8,3.5,1.3,0.4,2.0,1.6,9.1
Keljin Blevins,SF,26,POR,3,0,4.7,0.7,1.3,.500,0.7,1.0,.667,0.0,0.3,.000,.750,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.7,0.0,2.0
Bogdan Bogdanović,SG,29,ATL,20,20,28.2,4.5,10.0,.447,2.2,5.5,.391,2.3,4.5,.517,.555,0.6,0.7,.786,0.4,3.2,3.6,2.5,0.7,0.2,0.9,1.9,11.6
Bojan Bogdanović,PF,32,UTA,26,26,29.9,5.7,12.1,.467,2.5,6.1,.403,3.2,6.0,.532,.568,3.1,3.3,.920,0.8,3.1,3.9,1.7,0.4,0.0,1.5,1.4,16.8
Bol Bol,PF,22,DEN,10,0,4.7,0.7,1.5,.467,0.0,0.3,.000,0.7,1.2,.583,.467,0.1,0.3,.333,0.2,1.2,1.4,0.2,0.1,0.2,0.0,0.3,1.5
Leandro Bolmaro,SF,21,MIN,16,1,9.6,0.5,1.9,.267,0.1,0.6,.100,0.4,1.3,.350,.283,0.5,0.6,.889,0.8,1.1,1.9,0.6,0.3,0.0,0.6,1.1,1.6
Isaac Bonga,SF,22,TOR,10,0,5.4,0.3,1.2,.250,0.1,0.3,.333,0.2,0.9,.222,.292,0.4,0.6,.667,0.4,0.2,0.6,0.3,0.4,0.2,0.1,0.8,1.1
Devin Booker,SG,25,PHO,21,21,32.2,8.6,18.7,.458,2.4,5.9,.403,6.2,12.8,.483,.522,3.7,4.3,.857,0.9,4.0,4.9,4.5,0.9,0.2,2.7,2.3,23.2
Brandon Boston Jr.,SG,20,LAC,15,0,12.4,2.0,4.9,.405,0.8,2.1,.387,1.2,2.9,.419,.486,1.1,1.3,.842,0.1,1.4,1.5,0.5,0.7,0.2,0.7,0.8,5.9
Chris Boucher,PF,29,TOR,25,3,14.9,2.7,6.4,.422,0.5,2.5,.206,2.2,3.9,.561,.463,1.2,1.7,.721,1.6,2.7,4.3,0.3,0.4,0.8,0.7,1.6,7.2
James Bouknight,SG,21,CHO,12,0,8.4,1.5,3.8,.391,0.8,1.6,.474,0.8,2.3,.333,.489,0.6,0.7,.875,1.0,0.8,1.8,0.3,0.1,0.0,0.4,0.6,4.3
Avery Bradley,SG,31,LAL,25,20,23.0,2.2,5.5,.409,1.3,3.2,.413,0.9,2.3,.404,.529,0.1,0.1,1.000,0.5,2.0,2.5,0.7,0.8,0.2,0.6,1.5,5.9
Tony Bradley,C,24,CHI,21,7,12.6,1.6,2.9,.557,0.0,0.0,,1.6,2.9,.557,.557,0.2,0.3,.714,1.5,3.0,4.5,0.5,0.0,0.6,0.7,1.3,3.5
Ignas Brazdeikis,SF,23,ORL,12,0,8.2,0.6,2.3,.250,0.3,1.4,.176,0.3,0.9,.364,.304,0.1,0.2,.500,0.4,1.0,1.4,0.5,0.3,0.0,0.3,1.0,1.5
Mikal Bridges,SF,25,PHO,26,26,34.6,5.0,9.2,.542,1.3,3.0,.418,3.7,6.2,.602,.610,1.1,1.2,.875,1.0,3.0,4.0,1.8,1.5,0.5,0.8,2.3,12.3
Miles Bridges,PF,23,CHO,29,29,36.7,7.3,15.8,.465,2.0,6.2,.328,5.3,9.6,.554,.529,3.1,4.0,.769,1.3,6.0,7.3,3.5,1.2,0.9,1.9,2.8,19.8
Oshae Brissett,SF,23,IND,18,0,15.1,1.9,4.2,.461,0.9,2.2,.410,1.1,2.1,.514,.566,0.2,0.6,.273,0.7,2.3,3.0,0.6,0.6,0.2,0.8,1.2,4.9
Malcolm Brogdon,PG,29,IND,24,24,35.5,7.1,15.8,.450,1.8,5.9,.305,5.3,9.9,.536,.507,4.1,4.7,.867,1.0,4.6,5.5,6.3,1.0,0.5,2.3,2.1,20.0
Armoni Brooks,SG,23,HOU,23,3,15.9,2.3,6.2,.380,1.7,5.0,.339,0.7,1.2,.556,.518,0.6,0.7,.867,0.3,1.7,2.0,1.3,0.6,0.2,0.4,1.4,7.0
Dillon Brooks,SF,26,MEM,14,13,27.1,6.6,15.8,.421,1.6,4.8,.328,5.1,11.0,.461,.471,3.2,3.6,.900,0.6,2.6,3.3,2.6,1.3,0.1,2.0,3.6,18.1
Bruce Brown,SF,25,BRK,24,14,22.5,3.0,6.4,.468,0.3,1.0,.320,2.7,5.4,.496,.494,0.5,0.7,.765,1.4,2.9,4.3,1.1,1.3,0.4,0.6,2.5,6.9
Greg Brown III,SF,20,POR,11,0,4.6,0.6,1.8,.350,0.0,0.4,.000,0.6,1.5,.438,.350,0.2,0.6,.286,0.5,0.8,1.3,0.5,0.2,0.4,0.2,0.6,1.5
Jaylen Brown,SF,25,BOS,14,14,32.6,7.6,16.5,.463,2.4,6.6,.370,5.2,9.9,.525,.537,3.5,4.5,.778,0.4,4.7,5.1,2.4,1.1,0.5,2.4,2.6,21.2
Moses Brown,C,22,DAL,13,1,6.5,1.1,1.7,.636,0.0,0.0,,1.1,1.7,.636,.636,1.5,2.2,.690,0.8,1.5,2.2,0.0,0.2,0.5,0.5,0.9,3.7
Sterling Brown,SG,26,DAL,20,0,12.8,1.1,3.1,.355,0.6,2.0,.275,0.6,1.1,.500,.444,0.2,0.2,1.000,0.7,2.5,3.2,0.8,0.5,0.2,0.7,1.2,3.0
Troy Brown Jr.,SF,22,CHI,18,1,12.8,1.7,4.1,.411,0.4,1.7,.267,1.2,2.4,.512,.466,0.6,0.8,.714,0.4,2.1,2.5,0.8,0.3,0.1,0.4,0.8,4.3
Jalen Brunson,PG,25,DAL,26,8,29.1,5.7,11.5,.490,0.9,2.9,.316,4.7,8.6,.549,.530,2.2,2.7,.789,0.7,3.4,4.0,4.8,0.8,0.0,1.4,1.8,14.4
Reggie Bullock,SF,30,DAL,26,10,24.0,2.2,5.9,.364,1.2,4.3,.283,0.9,1.6,.585,.468,0.3,0.4,.727,0.2,2.5,2.7,0.8,0.3,0.1,0.6,1.4,5.8
Trey Burke,PG,29,DAL,15,0,12.1,2.9,6.0,.478,1.0,2.2,.455,1.9,3.8,.491,.561,0.7,0.7,.909,0.0,0.9,0.9,1.9,0.4,0.0,0.9,0.8,7.4
Alec Burks,SG,30,NYK,26,7,25.3,3.5,8.7,.404,2.0,4.7,.415,1.5,3.9,.392,.518,2.4,2.9,.816,0.4,3.5,3.8,2.1,1.2,0.3,0.8,2.1,11.3
Jared Butler,SG,21,UTA,17,0,4.3,0.6,1.9,.344,0.4,1.1,.316,0.3,0.8,.385,.438,0.2,0.4,.571,0.0,0.7,0.7,0.6,0.1,0.4,0.5,0.9,1.9
Jimmy Butler,SF,32,MIA,18,18,33.7,7.7,15.2,.509,0.3,1.7,.194,7.4,13.4,.550,.520,7.1,8.3,.852,1.6,4.2,5.8,5.2,2.2,0.3,1.9,1.6,22.8
Devontae Cacok,PF,25,SAS,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0
Kentavious Caldwell-Pope,SG,28,WAS,28,28,29.1,3.9,9.4,.414,2.1,5.3,.392,1.8,4.1,.443,.525,1.2,1.4,.895,0.6,2.9,3.5,1.7,1.3,0.3,1.2,1.9,11.1
Facundo Campazzo,PG,30,DEN,26,0,19.9,2.0,5.0,.405,1.2,3.2,.361,0.9,1.8,.479,.519,0.9,1.1,.857,0.4,1.4,1.8,2.9,1.0,0.3,1.0,1.9,6.2
Vlatko Čančar,PF,24,DEN,7,0,5.7,0.9,1.9,.462,0.6,0.6,1.000,0.3,1.3,.222,.615,0.4,0.6,.750,0.1,0.1,0.3,0.7,0.3,0.1,0.4,0.6,2.7
Clint Capela,C,27,ATL,27,27,30.1,5.1,9.0,.574,0.0,0.0,.000,5.1,8.9,.577,.574,1.2,2.4,.508,4.0,8.9,12.9,1.3,0.9,1.5,0.7,2.4,11.5
Vernon Carey Jr.,C,20,CHO,2,1,6.0,1.5,3.0,.500,0.0,0.0,,1.5,3.0,.500,.500,0.5,0.5,1.000,1.0,0.5,1.5,0.0,0.5,0.0,0.5,0.5,3.5
Jevon Carter,PG,26,BRK,27,1,11.7,0.8,2.8,.276,0.7,2.2,.305,0.1,0.6,.176,.395,0.1,0.1,.750,0.1,1.3,1.5,1.1,0.3,0.3,0.4,1.1,2.3
Wendell Carter Jr.,C,22,ORL,28,28,29.4,5.1,10.0,.509,1.4,3.9,.352,3.7,6.1,.608,.577,1.6,2.2,.710,2.1,7.9,10.0,2.5,0.6,0.6,1.5,2.6,13.1
Alex Caruso,SG,27,CHI,24,7,28.5,2.8,6.3,.441,1.0,3.0,.347,1.8,3.3,.525,.523,1.8,2.0,.857,0.9,2.7,3.6,4.1,2.2,0.4,1.5,2.7,8.4
Willie Cauley-Stein,C,28,DAL,18,2,9.8,0.9,1.9,.457,0.1,0.1,.500,0.8,1.8,.455,.471,0.1,0.1,.500,0.7,1.4,2.1,0.5,0.3,0.2,0.4,0.9,1.9
Justin Champagnie,SF,20,TOR,13,0,6.5,0.7,1.5,.474,0.0,0.2,.000,0.7,1.2,.563,.474,0.5,0.5,1.000,0.7,0.5,1.2,0.1,0.1,0.2,0.0,0.8,1.9
Chris Chiozza,PG,26,GSW,11,0,11.3,1.0,2.7,.367,0.8,2.0,.409,0.2,0.7,.250,.517,0.1,0.1,1.000,0.5,1.0,1.5,1.6,0.5,0.0,0.8,1.4,2.9
Josh Christopher,SG,20,HOU,19,0,10.2,1.8,3.7,.479,0.6,1.3,.440,1.2,2.4,.500,.556,0.4,0.5,.778,0.5,0.8,1.4,1.0,0.6,0.1,0.8,0.8,4.5
Gary Clark,F,27,NOP,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Clarke,PF,25,MEM,19,0,16.0,3.4,5.5,.610,0.1,0.6,.091,3.3,4.9,.670,.614,0.9,1.4,.667,1.7,2.6,4.4,1.4,0.4,0.9,0.4,1.7,7.7
Jordan Clarkson,SG,29,UTA,26,0,24.8,5.2,14.0,.374,2.7,8.9,.299,2.6,5.1,.504,.468,1.5,1.8,.813,0.7,2.4,3.1,2.1,0.7,0.2,1.2,1.6,14.6
Nicolas Claxton,C,22,BRK,9,4,17.3,2.1,3.8,.559,0.0,0.0,,2.1,3.8,.559,.559,0.9,1.8,.500,1.1,3.4,4.6,0.4,0.2,0.8,0.7,2.0,5.1
Amir Coffey,SG,24,LAC,16,3,12.9,0.9,2.5,.350,0.6,1.9,.333,0.3,0.6,.400,.475,1.1,1.2,.895,0.2,1.4,1.6,0.7,0.1,0.1,0.3,0.8,3.4
John Collins,PF,24,ATL,27,27,32.2,6.4,11.6,.556,1.2,3.1,.398,5.2,8.5,.613,.609,2.9,3.7,.778,1.7,6.0,7.7,2.1,0.7,1.3,1.0,3.0,17.0
Mike Conley,PG,34,UTA,24,24,28.0,5.0,10.0,.498,2.6,5.6,.463,2.4,4.4,.543,.628,1.3,1.5,.833,0.3,1.8,2.0,5.5,1.2,0.3,1.8,2.0,13.8
Pat Connaughton,SG,29,MIL,29,10,28.9,4.4,8.8,.496,2.7,6.3,.424,1.7,2.5,.681,.648,0.8,1.0,.767,0.9,3.9,4.8,1.3,1.0,0.3,0.8,1.4,12.2
Tyler Cook,PF,24,CHI,2,0,8.5,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,1.0,1.0,1.000,0.0,1.0,1.0,1.5,0.0,0.0,0.5,0.5,3.0
Sharife Cooper,PG,20,ATL,5,0,2.2,0.2,0.8,.250,0.0,0.4,.000,0.2,0.4,.500,.250,0.0,0.0,,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.4
Petr Cornelie,PF,26,DEN,8,0,3.1,0.3,1.1,.222,0.0,0.6,.000,0.3,0.5,.500,.222,0.0,0.0,,0.8,0.6,1.4,0.4,0.0,0.0,0.3,0.6,0.5
DeMarcus Cousins,C,31,MIL,7,0,12.4,1.3,3.9,.333,0.4,1.9,.231,0.9,2.0,.429,.389,1.4,1.7,.833,0.9,3.1,4.0,1.0,0.7,0.1,1.1,2.4,4.4
Robert Covington,PF,31,POR,27,26,27.1,2.4,6.2,.387,1.6,4.6,.341,0.9,1.7,.511,.512,0.1,0.1,1.000,0.5,4.2,4.7,1.2,1.2,1.1,1.0,2.3,6.5
Torrey Craig,SF,31,IND,27,1,14.8,1.9,4.0,.481,0.5,2.0,.264,1.4,2.0,.691,.546,0.6,0.8,.773,1.1,2.0,3.1,0.9,0.4,0.3,0.6,1.5,5.0
Jae Crowder,PF,31,PHO,26,26,27.9,3.2,8.1,.398,1.9,5.5,.343,1.3,2.6,.515,.514,1.0,1.3,.771,0.5,4.3,4.8,1.4,1.3,0.5,0.8,2.3,9.4
Jarrett Culver,SG,22,MEM,11,0,9.2,1.9,3.6,.525,0.3,1.1,.250,1.6,2.5,.643,.563,0.4,0.7,.500,0.2,1.4,1.5,1.3,0.5,0.1,0.3,0.4,4.5
Cade Cunningham,PG,20,DET,21,21,32.1,5.8,15.2,.382,2.3,7.2,.322,3.5,8.0,.437,.459,1.8,2.2,.826,1.0,5.2,6.2,4.6,1.4,0.6,3.9,2.5,15.8
Seth Curry,SG,31,PHI,25,25,34.3,5.9,11.6,.510,2.1,5.3,.398,3.8,6.3,.605,.602,2.0,2.3,.879,0.5,2.5,3.0,2.9,0.8,0.2,1.7,2.4,16.0
Stephen Curry,PG,33,GSW,26,26,34.3,8.8,20.3,.432,5.4,13.4,.401,3.4,6.9,.492,.564,4.1,4.4,.930,0.7,4.9,5.6,6.3,1.7,0.5,3.3,1.8,27.0
Anthony Davis,C,28,LAL,25,25,35.8,9.6,18.3,.523,0.4,2.1,.192,9.2,16.2,.565,.534,4.5,6.2,.723,3.0,7.2,10.2,3.0,1.3,2.2,2.0,2.3,24.0
Ed Davis,C,32,CLE,9,2,8.6,0.8,1.1,.700,0.0,0.0,,0.8,1.1,.700,.700,0.1,0.2,.500,0.4,2.8,3.2,0.1,0.2,0.4,0.3,1.0,1.7
Terence Davis,SG,24,SAC,20,7,17.3,3.5,8.5,.414,1.4,4.8,.295,2.1,3.7,.568,.497,0.8,1.0,.750,0.3,2.7,3.0,1.0,0.8,0.4,1.3,2.5,9.2
Gabriel Deck,PF,26,OKC,6,0,7.5,1.0,2.0,.500,0.2,0.5,.333,0.8,1.5,.556,.542,0.0,0.0,,0.2,0.7,0.8,0.5,0.2,0.0,0.3,0.3,2.2
Dewayne Dedmon,C,32,MIA,28,10,16.3,2.4,4.2,.568,0.3,0.5,.643,2.1,3.7,.558,.606,1.1,1.4,.789,1.9,4.1,6.0,0.7,0.4,0.5,0.9,2.1,6.2
Sam Dekker,PF,27,TOR,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeMar DeRozan,PF,32,CHI,24,24,35.3,9.5,19.0,.498,0.8,2.5,.333,8.6,16.5,.523,.520,6.6,7.5,.888,0.6,4.7,5.3,4.1,0.9,0.4,2.0,2.3,26.4
Hamidou Diallo,SG,23,DET,19,2,15.7,2.8,5.3,.525,0.3,1.2,.273,2.5,4.2,.595,.554,1.1,1.4,.741,0.9,2.1,3.0,0.8,0.6,0.5,0.6,1.8,6.9
Gorgui Dieng,C,32,ATL,22,0,8.5,1.0,2.2,.438,0.4,1.1,.375,0.5,1.1,.500,.531,0.5,0.7,.688,1.0,2.4,3.4,0.7,0.3,0.3,0.5,1.4,2.8
Spencer Dinwiddie,PG,28,WAS,24,24,29.5,4.5,11.5,.391,1.7,5.1,.333,2.8,6.4,.438,.466,2.4,2.9,.841,0.7,4.1,4.8,5.2,0.4,0.2,1.6,2.3,13.1
Luka Dončić,PG,22,DAL,21,21,35.0,9.5,21.3,.447,2.7,8.3,.326,6.8,13.0,.526,.511,3.9,5.5,.698,0.8,7.2,8.0,8.5,1.0,0.5,4.6,2.5,25.6
Luguentz Dort,SF,22,OKC,25,25,32.2,5.8,13.7,.423,2.5,7.5,.332,3.3,6.2,.532,.513,2.9,3.4,.837,0.7,3.1,3.8,1.8,0.8,0.4,1.6,2.8,17.0
Ayo Dosunmu,SG,22,CHI,25,2,17.9,2.4,4.8,.504,0.7,1.6,.415,1.8,3.2,.550,.574,0.4,0.8,.579,0.5,1.6,2.1,1.2,0.4,0.2,0.8,1.5,6.0
Devon Dotson,PG,22,CHI,5,0,9.6,1.0,2.4,.417,0.2,1.0,.200,0.8,1.4,.571,.458,1.0,1.6,.625,0.2,1.0,1.2,0.8,0.0,0.0,0.2,1.0,3.2
Sekou Doumbouya,PF,21,LAL,2,0,8.0,2.5,4.0,.625,0.5,1.0,.500,2.0,3.0,.667,.688,1.5,2.0,.750,1.0,2.0,3.0,0.0,1.5,1.0,1.0,0.5,7.0
Jeff Dowtin,PG,24,GSW,3,0,3.3,0.7,1.3,.500,0.0,0.0,,0.7,1.3,.500,.500,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.3,1.3
PJ Dozier,SG,25,DEN,18,0,18.9,2.0,5.5,.364,0.8,2.7,.313,1.2,2.8,.412,.439,0.6,0.7,.769,0.8,2.7,3.5,1.6,0.6,0.3,0.7,1.8,5.4
Goran Dragić,PG,35,TOR,5,2,18.0,2.6,6.8,.382,0.8,2.8,.286,1.8,4.0,.450,.441,2.0,2.0,1.000,0.4,2.4,2.8,1.8,1.0,0.2,0.2,1.6,8.0
Andre Drummond,C,28,PHI,27,11,20.2,2.6,5.2,.496,0.0,0.0,.000,2.6,5.2,.500,.496,1.1,2.0,.564,3.1,6.5,9.7,2.0,1.0,1.1,1.7,2.5,6.3
Chris Duarte,SG,24,IND,27,21,29.2,5.0,12.0,.421,1.8,5.2,.343,3.3,6.8,.481,.495,1.1,1.4,.744,0.5,3.5,4.0,2.1,1.0,0.1,1.7,1.9,12.9
