Name,Position,Team,Injury Status,PTS,REB,AST,BLK,STL,FG%,FT%,3PM,TO,GP,MIN,FTM,2PM,A/TO,PF
Desmond Bane," PG,SG,SF",MEM ,Healthy,18.5,4.0,2.5,1.0,1.0,.368,.833,2.0,2.0,2,33.3,2.5,5.0,2.50,2.0
Kevin Porter," SG,SF,PG",HOU ,Healthy,12.3,2.7,5.3,1.0,1.0,.424,.500,2.7,3.3,3,27.2,0.3,2.0,6.10,4.3
Clint Capela, C,ATL ,Healthy,18.0,19.0,2.5,2.0,0.5,.516,1.000,0.0,0.0,2,34.7,2.0,8.0,0.00,3.5
Reggie Jackson," PG,SG",LAC ,Healthy,18.0,3.0,3.5,0.0,1.5,.448,1.000,4.0,2.0,2,32.2,1.0,2.5,1.00,1.5
Terry Rozier," PG,SG",CHA ,Healthy,35.0,7.0,3.0,2.0,2.0,.565,.571,5.0,0.0,1,38.0,4.0,8.0,0.00,0.0
Immanuel Quickley, PG,NYK , OUT ,11.7,1.3,2.3,0.0,0.7,.333,1.000,1.7,1.0,3,25.0,3.3,1.7,2.50,0.7
Marvin Bagley," PF,C",SAC ,Healthy,11.7,7.3,1.0,0.0,1.0,.452,.857,0.3,0.3,3,26.9,2.0,4.3,1.00,3.3
Chris Boucher," PF,C",TOR ,Healthy,17.0,14.0,0.0,1.0,1.0,.647,.875,2.5,0.5,2,30.3,3.5,3.0,0.00,4.0
Luguentz Dort," SG,SF",OKC , OUT ,11.3,5.7,2.3,0.3,1.0,.222,.917,1.0,1.7,3,33.8,3.7,2.3,6.30,3.0
Derrick White," PG,SG",SAS ,Healthy,16.5,1.5,11.5,1.5,0.5,.417,.786,1.0,2.0,2,33.0,5.5,4.0,3.50,3.5
Will Barton," SG,SF",DEN ,Healthy,16.5,4.5,5.0,1.0,1.5,.444,1.000,2.5,2.0,2,32.4,2.0,3.5,7.30,1.0
Wendell Carter, C,ORL ,Healthy,16.5,10.0,3.0,0.5,2.0,.440,.727,1.5,1.5,2,33.2,4.0,4.0,5.50,3.5
Lauri Markkanen," PF,C",CLE ,Healthy,11.0,6.0,2.7,0.7,1.0,.400,1.000,0.3,1.7,3,29.1,1.3,4.3,5.00,3.0
Cameron Johnson," SF,PF",PHO ,Healthy,16.0,5.5,1.0,0.0,1.0,.520,.000,3.0,1.0,2,28.6,0.0,3.5,2.00,3.0
Devonte' Graham," PG,SG",NOR ,Healthy,16.0,4.0,4.0,0.5,0.5,.360,.818,2.5,1.5,2,31.6,4.5,2.0,5.50,1.5
Buddy Hield," SG,SF",SAC ,Healthy,10.7,1.0,1.3,0.3,0.3,.423,1.000,1.7,1.7,3,24.7,1.7,2.0,2.00,1.3
Garrett Temple," PG,SG,SF",NOR ,Healthy,15.5,3.0,3.5,0.0,1.0,.579,.000,4.5,1.5,2,31.0,0.0,1.0,1.00,1.0
Fred VanVleet," PG,SG",TOR ,Healthy,31.0,4.0,9.0,1.0,2.0,.370,.875,4.0,1.0,1,39.1,7.0,6.0,9.00,3.0
Luke Kennard," SG,SF",LAC , OUT ,15.0,2.5,5.0,1.5,0.5,.429,1.000,3.5,1.0,2,37.7,2.5,1.0,2.00,2.5
Jalen Smith," PF,C",PHO ,Healthy,15.0,10.5,0.0,1.5,0.5,.688,.889,0.0,1.0,2,25.7,4.0,5.5,0.00,3.0
Mitchell Robinson, C,NYK , OUT ,10.0,12.3,0.3,0.7,0.7,.700,.286,0.0,1.7,3,25.6,0.7,4.7,0.30,1.3
Tyrese Maxey," PG,SG",PHI ,Healthy,15.0,4.5,2.5,0.0,0.0,.414,.000,3.0,0.5,2,34.8,0.0,3.0,1.00,1.5
Jae'Sean Tate," SF,PF",HOU , OUT ,15.0,6.0,2.0,0.5,1.0,.480,1.000,1.0,1.5,2,23.3,2.0,5.0,0.70,4.0
Jakob Poeltl, C,SAS ,Healthy,15.0,9.5,3.0,1.5,0.5,.565,.400,0.0,3.0,2,30.3,2.0,6.5,0.80,2.5
Jaxson Hayes, C,NOR ,Healthy,15.0,7.5,1.5,1.0,0.5,.688,1.000,0.0,1.0,2,26.0,4.0,5.5,3.00,2.0
Jaden McDaniels," PF,SF",MIN ,Healthy,15.0,6.0,0.0,2.5,0.5,.546,1.000,1.0,1.0,2,34.6,2.0,5.0,0.00,2.0
Deni Avdija," SG,SF,PF",WAS ,Healthy,10.0,5.7,1.7,0.7,0.7,.440,.833,1.0,1.7,3,29.8,1.7,2.7,1.80,3.7
Gary Harris," SG,SF",ORL ,Healthy,15.0,1.5,3.5,0.0,1.5,.440,.750,2.5,0.5,2,35.0,1.5,3.0,3.00,3.5
Mike Muscala," PF,C",OKC ,Healthy,10.0,2.3,0.7,1.0,0.3,.417,1.000,2.3,0.0,3,14.6,1.0,1.0,0.00,2.3
Gary Trent," SG,SF",TOR ,Healthy,14.5,1.5,3.5,0.0,1.0,.278,.600,3.0,1.5,2,36.0,1.5,2.0,2.30,3.0
Seth Curry," PG,SG",PHI ,Healthy,14.5,3.5,5.5,0.0,1.0,.429,1.000,2.0,1.0,2,34.2,3.5,2.5,3.00,1.0
DeMarcus Cousins," PF,C",MIL ,Healthy,9.7,5.3,0.7,1.0,0.3,.524,1.000,0.7,0.3,3,16.7,1.7,3.0,0.00,3.7
Georges Niang," SF,PF",PHI ,Healthy,14.0,3.5,1.0,0.0,0.0,.526,.000,4.0,0.0,2,20.5,0.0,1.0,0.00,3.0
Josh Christopher, SG,HOU ,Healthy,9.3,3.3,2.0,0.3,2.0,.357,1.000,0.7,2.0,3,25.0,2.0,2.7,4.30,2.0
Ben McLemore," SG,SF",POR ,Healthy,28.0,4.0,0.0,0.0,0.0,.409,1.000,6.0,0.0,1,29.9,4.0,3.0,0.00,3.0
Tre Jones, PG,SAS ,Healthy,14.0,4.0,3.0,0.0,0.5,.688,1.000,0.5,0.5,2,25.9,2.5,5.0,3.00,2.0
Tobias Harris," SF,PF",PHI ,Healthy,14.0,9.0,8.0,0.5,1.0,.269,.875,0.0,2.5,2,36.3,7.0,3.5,2.00,3.5
Corey Kispert," SG,SF",WAS ,Healthy,9.3,3.3,1.3,0.3,0.0,.344,1.000,1.3,0.7,3,31.9,0.7,2.3,3.00,2.0
Justin Holiday," SG,SF",IND ,Healthy,14.0,4.0,0.5,0.0,1.5,.500,.500,3.5,2.5,2,34.4,0.5,1.5,0.30,1.5
Richaun Holmes," PF,C",SAC , OUT ,9.3,6.3,1.3,1.3,0.7,.706,.800,0.0,1.3,3,26.7,1.3,4.0,1.50,3.3
Eric Gordon," SG,SF",HOU , DTD ,14.0,2.0,3.5,0.0,0.0,.588,1.000,2.5,1.0,2,29.9,1.5,2.5,1.50,0.5
Larry Nance," PF,C",POR ,Healthy,13.5,9.0,4.5,0.0,1.5,.546,.500,1.0,0.0,2,28.8,0.5,5.0,0.00,3.0
Mike Conley, PG,UTH ,Healthy,13.5,3.0,4.5,0.0,1.0,.346,.750,1.5,2.5,2,28.9,3.0,3.0,4.00,1.5
Facundo Campazzo, PG,DEN ,Healthy,13.5,4.0,9.5,1.5,3.5,.563,.857,1.5,2.5,2,33.1,3.0,3.0,10.00,2.5
Jaren Jackson," PF,C",MEM ,Healthy,13.5,7.5,2.0,2.0,2.5,.323,.625,1.0,1.5,2,32.0,2.5,4.0,2.50,2.5
Ricky Rubio, PG,CLE , OUT ,27.0,13.0,9.0,2.0,2.0,.400,1.000,3.0,1.0,1,36.8,4.0,7.0,9.00,1.0
Isaac Okoro," SG,SF",CLE ,Healthy,9.0,1.7,3.0,0.0,0.3,.529,.546,1.0,2.0,3,30.6,2.0,2.0,6.50,4.7
Skylar Mays," PG,SG",ATL ,Healthy,13.0,3.0,1.5,0.0,1.0,.526,1.000,2.5,0.0,2,26.6,0.5,2.5,0.00,0.5
Chimezie Metu," PF,C",SAC ,Healthy,8.7,7.0,0.3,0.3,1.0,.357,.000,2.0,0.3,3,18.9,0.0,1.3,1.00,1.3
Avery Bradley," SG,SF",LAL ,Healthy,8.7,1.7,0.3,0.3,1.0,.440,.000,1.3,0.3,3,29.5,0.0,2.3,0.00,3.3
Duncan Robinson," SG,SF",MIA , OUT ,26.0,1.0,1.0,0.0,1.0,.529,.000,8.0,0.0,1,35.4,0.0,1.0,0.00,3.0
Moritz Wagner," PF,C",ORL ,Healthy,13.0,2.0,2.0,0.5,0.5,.318,.833,1.0,0.5,2,18.0,5.0,2.5,3.00,3.5
Isaiah Roby," C,PF",OKC ,Healthy,8.7,6.0,0.7,0.3,0.3,.625,.500,1.7,1.7,3,19.7,0.3,1.7,1.50,2.7
Anthony Edwards," SG,SF",MIN , DTD ,26.0,3.0,2.0,0.0,0.0,.429,.800,4.0,2.0,1,31.5,4.0,5.0,1.00,6.0
OG Anunoby," SF,PF",TOR ,Healthy,26.0,6.0,0.0,0.0,4.0,.500,.875,3.0,1.0,1,35.9,7.0,5.0,0.00,3.0
Stanley Johnson," PF,SF",LAL ,Healthy,8.7,3.7,1.3,0.7,0.7,.529,1.000,1.0,0.7,3,25.8,1.7,2.0,0.00,4.7
Robert Williams," C,PF",BOS , OUT ,13.0,12.5,5.5,3.5,1.0,.867,.000,0.0,1.5,2,31.8,0.0,6.5,3.30,1.0
Damian Jones, C,SAC ,Healthy,8.3,9.3,0.7,0.7,0.0,.526,.714,0.0,1.7,3,21.3,1.7,3.3,0.70,3.7
Kentavious Caldwell-Pope," PG,SG,SF",WAS ,Healthy,12.5,5.5,3.0,1.0,1.0,.409,.000,3.5,3.0,2,33.3,0.0,1.0,2.50,1.0
Josh Richardson," SG,SF",BOS ,Healthy,12.5,3.0,2.5,1.0,2.0,.381,1.000,1.0,1.5,2,32.6,3.5,3.0,4.00,2.5
Cameron Payne," PG,SG",PHO ,Healthy,12.5,1.5,4.5,0.0,0.5,.455,1.000,1.5,1.0,2,26.0,1.0,3.5,9.00,2.0
Chaundee Brown, SF,ATL ,Healthy,12.5,2.5,2.0,0.0,0.0,.444,.750,3.0,0.0,2,26.4,1.5,1.0,0.00,1.5
Chris Paul, PG,PHO ,Healthy,12.0,5.0,6.5,0.0,2.0,.417,1.000,1.0,2.0,2,32.8,1.0,4.0,6.50,1.5
Myles Turner," PF,C",IND ,Healthy,12.0,5.5,1.0,2.5,0.0,.438,.857,2.0,1.5,2,25.0,3.0,1.5,0.30,4.5
Luka Garza, C,DET ,Healthy,12.0,11.5,1.0,0.5,1.0,.364,.600,1.0,1.5,2,39.4,3.0,3.0,0.00,3.0
Spencer Dinwiddie," PG,SG",WAS , OUT ,24.0,7.0,11.0,0.0,0.0,.500,.800,4.0,3.0,1,41.8,4.0,4.0,3.70,3.0
Marcus Smart," PG,SG",BOS ,Healthy,24.0,9.0,3.0,0.0,0.0,.556,.800,0.0,3.0,1,39.3,4.0,10.0,1.00,3.0
R.J. Hampton," PG,SG",ORL ,Healthy,12.0,3.0,4.5,0.5,1.0,.391,.750,1.5,1.0,2,30.2,1.5,3.0,9.00,1.5
Armoni Brooks, PG,HOU , OUT ,7.7,2.3,2.3,0.0,0.7,.333,1.000,2.0,0.7,3,23.4,1.0,0.3,5.00,3.0
Oshae Brissett," SF,PF",IND ,Healthy,11.5,6.0,2.0,0.5,0.5,.391,.400,1.5,0.0,2,26.3,1.0,3.0,0.00,1.5
Cassius Stanley, SG,DET ,Healthy,11.5,3.5,0.5,0.5,0.5,.444,1.000,1.5,2.0,2,31.9,2.0,2.5,1.00,3.5
Devin Vassell," SG,SF",SAS ,Healthy,11.5,3.5,2.5,0.5,1.5,.409,.000,2.5,1.0,2,30.6,0.0,2.0,5.00,1.5
Jordan Nwora, SF,MIL ,Healthy,23.0,4.0,0.0,0.0,0.0,.818,.000,5.0,0.0,1,18.8,0.0,4.0,0.00,3.0
Nicolas Claxton," C,PF",BKN ,Healthy,11.5,9.5,1.0,1.5,1.0,.647,.500,0.0,1.0,2,28.1,0.5,5.5,2.00,2.0
Cameron Oliver," SF,PF",ATL ,Healthy,11.5,3.0,1.5,0.5,0.5,.667,.667,0.5,0.0,2,21.7,1.0,4.5,0.00,2.5
Grayson Allen," SG,SF",MIL ,Healthy,7.7,1.7,1.7,0.3,0.3,.348,.500,2.0,0.0,3,25.6,0.3,0.7,0.00,1.0
Dorian Finney-Smith," SF,PF",DAL ,Healthy,11.5,4.5,3.0,0.5,1.0,.471,1.000,2.5,0.5,2,32.2,1.0,1.5,0.00,3.5
Gary Payton," PG,SG",GSW ,Healthy,11.5,5.5,1.5,0.0,1.5,.563,.667,1.5,1.0,2,28.6,1.0,3.0,1.00,1.5
Patty Mills, PG,BKN ,Healthy,11.0,1.5,1.5,0.5,0.5,.400,.000,3.0,2.0,2,33.4,0.0,1.0,1.50,3.5
LaMarcus Aldridge," PF,C",BKN , DTD ,11.0,8.5,0.0,1.0,0.5,.391,1.000,0.5,2.0,2,23.9,1.5,4.0,0.00,2.5
Tyus Jones, PG,MEM ,Healthy,11.0,3.5,5.5,0.0,2.0,.450,1.000,1.0,0.5,2,25.9,1.0,3.5,7.00,0.5
Grant Williams," SF,PF",BOS ,Healthy,10.5,4.5,1.0,0.5,1.0,.471,1.000,1.0,1.0,2,27.7,1.5,3.0,0.50,2.5
Pat Connaughton," SG,SF",MIL ,Healthy,7.0,4.3,2.0,0.3,0.3,.471,.000,1.7,0.7,3,24.1,0.0,1.0,4.00,0.7
Obi Toppin," SF,PF",NYK ,Healthy,7.0,4.3,1.7,0.0,0.7,.583,.600,0.3,1.0,3,19.9,2.0,2.0,2.50,1.7
KJ Martin," SF,PF",HOU ,Healthy,10.5,5.5,1.5,0.5,0.5,.474,1.000,0.5,1.5,2,22.5,1.0,4.0,3.00,2.0
Jaylen Nowell, SG,MIN ,Healthy,10.5,3.0,5.5,0.5,1.0,.346,.500,0.5,1.5,2,23.6,1.0,4.0,8.00,4.0
Brandon Clarke," SF,PF,C",MEM ,Healthy,10.5,6.5,1.5,1.0,0.0,.667,.000,0.5,1.0,2,20.1,0.0,4.5,3.00,1.0
Ayo Dosunmu," PG,SG",CHI ,Healthy,7.0,3.0,1.3,1.3,0.7,.636,.750,0.3,1.3,3,20.8,2.0,2.0,2.30,2.3
Jarrett Allen, C,CLE ,Healthy,21.0,8.0,0.0,3.0,1.0,.818,.429,0.0,1.0,1,37.3,3.0,9.0,0.00,0.0
LaMelo Ball," PG,SG",CHA ,Healthy,21.0,12.0,9.0,0.0,1.0,.615,.800,1.0,4.0,1,33.7,4.0,7.0,2.30,2.0
Otto Porter," SF,PF",GSW ,Healthy,10.0,4.5,5.0,0.0,3.0,.500,.000,1.0,0.5,2,30.9,0.0,3.5,2.00,2.0
Omer Yurtseven, C,MIA ,Healthy,10.0,13.5,1.5,1.0,2.5,.391,1.000,0.0,0.5,2,30.9,1.0,4.5,2.00,4.0
Wes Iwundu," SG,SF,PF",FA , FA ,10.0,4.0,0.0,0.0,0.5,.539,.750,1.5,0.0,2,29.5,1.5,2.0,0.00,3.0
Romeo Langford, SG,BOS , OUT ,10.0,3.5,0.5,0.5,1.0,.500,.667,1.0,0.0,2,25.2,1.0,3.0,0.00,0.5
Davis Bertans," PF,C",WAS ,Healthy,19.0,2.0,2.0,0.0,0.0,.583,.000,5.0,1.0,1,21.2,0.0,2.0,2.00,3.0
Royce O'Neale," SF,PF",UTH ,Healthy,6.3,3.0,2.3,0.0,0.7,.636,.750,0.7,0.7,3,32.5,1.0,1.7,5.00,3.3
Justise Winslow," PF,PG,SF",LAC ,Healthy,6.3,5.0,1.3,1.3,0.7,.421,.500,0.0,0.3,3,18.6,1.0,2.7,0.00,2.3
David Nwaba," SG,SF",HOU ,Healthy,6.3,7.3,1.0,1.3,1.3,.412,1.000,0.7,0.3,3,25.5,1.0,1.7,0.00,1.7
Derrick Walton, PG,DET , OUT ,9.5,3.0,7.5,1.0,3.0,.286,1.000,1.5,4.5,2,38.5,2.0,1.5,3.30,2.5
Caleb Martin, G,MIA ,Healthy,9.5,4.5,1.5,0.5,1.0,.471,1.000,0.5,2.0,2,33.1,1.0,3.5,3.00,1.0
Donte DiVincenzo," PG,SG",MIL , DTD ,9.5,7.5,1.0,0.0,0.5,.231,.909,1.5,2.0,2,17.2,5.0,0.0,1.30,1.0
Gordon Hayward," SG,SF",CHA ,Healthy,18.0,4.0,2.0,0.0,2.0,.615,.500,1.0,0.0,1,35.2,1.0,7.0,0.00,1.0
Tim Frazier," PG,SG",ORL ,Healthy,9.0,2.0,4.0,0.0,0.0,.438,.000,2.0,0.5,2,25.5,0.0,1.5,5.00,4.0
Julius Randle," PF,C",NYK , OUT ,9.0,12.5,3.5,0.5,1.0,.226,.750,0.5,3.5,2,31.8,1.5,3.0,2.20,3.0
George Hill," PG,SG",MIL ,Healthy,6.0,1.3,1.7,0.0,0.7,.500,1.000,1.3,0.0,3,20.2,0.7,0.7,0.00,0.0
Keldon Johnson," SF,PF",SAS ,Healthy,9.0,6.5,1.5,0.0,0.5,.200,.500,1.5,3.0,2,33.0,1.5,1.5,1.00,3.5
Derrick Jones," SG,SF",CHI ,Healthy,6.0,2.7,0.7,0.7,0.3,1.000,.833,1.0,0.7,3,15.5,1.7,0.7,0.50,2.3
Paul Watson, PG,OKC ,Healthy,6.0,4.3,1.3,0.0,0.7,.471,.000,0.7,0.3,3,24.5,0.0,2.0,2.00,1.7
Anthony Gill," SF,PF",WAS , OUT ,8.5,3.0,2.0,0.0,0.5,.546,.750,1.0,0.5,2,18.4,1.5,2.0,3.00,5.0
JaMychal Green," PF,C",DEN ,Healthy,8.5,6.5,2.0,0.0,0.0,.600,.800,0.5,1.0,2,16.7,2.0,2.5,2.00,4.0
Kyle Guy," PG,SG",MIA ,Healthy,17.0,4.0,4.0,0.0,3.0,.750,.500,4.0,2.0,1,23.6,1.0,2.0,2.00,1.0
Hassan Whiteside," PF,C",UTH , DTD ,8.5,6.5,1.0,0.5,0.5,.700,.429,0.0,0.0,2,13.1,1.5,3.5,0.00,2.5
Wesley Matthews," SG,SF",MIL ,Healthy,5.3,2.0,1.3,0.0,0.0,.417,1.000,1.3,1.3,3,17.3,0.7,0.3,1.00,1.7
