Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Harrison Barnes,PF,29,SAC,28,28,34.0,5.4,11.9,.452,1.9,4.9,.391,3.4,6.9,.495,.533,4.9,5.8,.845,1.3,5.1,6.4,2.5,0.9,0.1,1.9,1.3,17.5
Scottie Barnes,PF,20,TOR,27,27,36.0,6.3,12.7,.494,0.8,2.2,.356,5.5,10.6,.523,.525,2.3,3.1,.726,3.0,5.3,8.3,3.4,1.1,1.0,1.9,2.9,15.6
RJ Barrett,SF,21,NYK,26,26,31.2,5.3,13.4,.397,1.8,5.4,.340,3.5,8.0,.435,.466,2.4,3.4,.716,0.8,4.8,5.5,2.2,0.4,0.3,1.6,2.0,14.9
Will Barton,SG,31,DEN,27,27,32.6,5.9,13.6,.431,2.4,6.4,.370,3.5,7.2,.485,.518,1.0,1.4,.730,0.6,4.6,5.3,4.1,0.9,0.4,1.7,1.4,15.1
Charles Bassey,PF,21,PHI,14,0,9.1,1.6,2.4,.697,0.0,0.2,.000,1.6,2.1,.767,.697,0.6,0.8,.727,1.1,2.5,3.6,0.3,0.2,0.9,0.4,1.6,3.9
Keita Bates-Diop,SF,26,SAS,24,5,14.4,2.0,3.6,.547,0.3,0.8,.350,1.7,2.8,.606,.587,0.7,1.0,.680,0.9,2.7,3.5,0.5,0.5,0.3,0.8,0.9,4.9
Nicolas Batum,PF,33,LAC,18,15,25.8,3.2,6.3,.504,2.1,4.9,.420,1.1,1.4,.800,.668,0.3,0.6,.500,0.4,4.1,4.5,1.5,1.2,0.7,0.9,1.2,8.7
Kent Bazemore,SF,32,LAL,21,14,18.7,1.5,4.5,.337,0.8,2.4,.340,0.7,2.1,.333,.426,0.5,0.6,.769,0.3,1.8,2.1,0.9,0.9,0.2,0.4,2.3,4.3
Darius Bazley,PF,21,OKC,31,27,26.9,3.4,8.6,.388,1.0,3.5,.290,2.4,5.2,.453,.446,1.2,1.9,.610,1.0,5.4,6.5,1.2,0.8,1.3,1.4,0.9,8.9
Bradley Beal,SG,28,WAS,28,28,35.9,9.0,19.8,.456,1.5,5.4,.283,7.5,14.3,.521,.495,3.8,4.6,.820,1.0,3.6,4.6,5.9,0.8,0.3,3.4,2.3,23.3
Malik Beasley,SG,25,MIN,32,4,26.8,4.4,11.6,.378,2.9,8.4,.348,1.4,3.1,.460,.505,0.6,0.8,.720,0.4,2.8,3.2,1.8,0.6,0.2,0.8,1.3,12.3
DeAndre' Bembry,SF,27,BRK,27,12,19.9,2.6,4.4,.580,0.4,0.9,.480,2.1,3.5,.606,.630,0.4,0.8,.476,0.7,2.6,3.3,1.1,0.9,0.5,0.8,2.3,5.9
Dāvis Bertāns,PF,29,WAS,22,0,15.8,1.7,5.1,.330,1.2,4.1,.297,0.5,1.0,.476,.451,1.0,1.1,.917,0.1,1.6,1.7,0.5,0.4,0.1,0.4,1.6,5.6
Patrick Beverley,PG,33,MIN,22,18,26.5,3.3,7.3,.447,1.2,3.8,.321,2.0,3.5,.584,.531,1.0,1.4,.700,1.2,3.2,4.5,4.7,0.9,0.9,1.1,3.0,8.7
Saddiq Bey,SF,22,DET,31,31,32.7,4.8,13.1,.369,2.0,6.5,.313,2.8,6.6,.424,.447,2.0,2.4,.813,1.6,4.4,6.0,2.5,1.0,0.2,1.4,1.8,13.7
Khem Birch,C,29,TOR,15,3,22.9,2.7,5.3,.500,0.0,0.4,.000,2.7,4.9,.541,.500,1.6,2.2,.727,3.2,2.5,5.7,1.3,1.0,0.5,0.6,1.8,6.9
Goga Bitadze,C,22,IND,20,0,8.3,1.0,3.0,.322,0.2,1.4,.143,0.8,1.6,.484,.356,0.6,0.9,.611,1.0,1.2,2.2,0.2,0.5,0.6,0.4,1.5,2.7
Nemanja Bjelica,C,33,GSW,33,0,15.1,2.5,5.4,.455,1.0,2.6,.395,1.4,2.8,.511,.551,0.8,1.3,.651,0.9,2.9,3.8,1.7,0.6,0.3,1.1,1.5,6.8
Eric Bledsoe,PG,32,LAC,32,23,26.5,3.6,8.6,.423,0.9,3.0,.302,2.7,5.6,.489,.476,1.6,2.1,.788,0.6,3.3,3.9,3.8,1.2,0.3,2.0,1.6,9.8
Keljin Blevins,SF,26,POR,3,0,4.7,0.7,1.3,.500,0.7,1.0,.667,0.0,0.3,.000,.750,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.7,0.0,2.0
Bogdan Bogdanović,SG,29,ATL,23,21,28.2,4.2,10.3,.409,2.0,5.7,.356,2.2,4.6,.476,.508,0.9,1.1,.769,0.3,3.3,3.6,2.5,0.7,0.2,1.0,1.9,11.3
Bojan Bogdanović,PF,32,UTA,32,32,29.6,5.9,12.2,.483,2.7,6.2,.437,3.2,6.0,.531,.595,2.9,3.3,.886,0.8,2.9,3.7,1.6,0.5,0.0,1.5,1.7,17.4
Bol Bol,PF,22,DEN,11,0,4.6,0.6,1.5,.438,0.0,0.3,.000,0.6,1.2,.538,.438,0.1,0.3,.333,0.2,1.1,1.3,0.4,0.1,0.2,0.0,0.3,1.4
Leandro Bolmaro,SF,21,MIN,21,2,8.4,0.4,1.4,.267,0.0,0.5,.100,0.3,1.0,.350,.283,0.4,0.4,.889,0.7,0.9,1.6,0.4,0.2,0.0,0.6,1.0,1.2
Isaac Bonga,SF,22,TOR,11,0,5.4,0.3,1.1,.250,0.1,0.3,.333,0.2,0.8,.222,.292,0.4,0.5,.667,0.4,0.2,0.5,0.3,0.5,0.2,0.2,0.9,1.0
Devin Booker,SG,25,PHO,25,25,32.4,8.4,18.6,.453,2.6,6.2,.419,5.8,12.4,.469,.523,3.4,3.9,.866,0.9,4.2,5.1,4.6,1.0,0.2,2.7,2.4,22.8
Brandon Boston Jr.,SG,20,LAC,19,0,13.3,2.0,5.4,.369,0.6,2.1,.300,1.4,3.3,.413,.427,1.1,1.2,.870,0.2,1.5,1.7,0.5,0.6,0.2,0.7,0.8,5.7
Chris Boucher,PF,29,TOR,27,5,15.9,2.8,6.5,.432,0.6,2.6,.214,2.3,3.9,.575,.474,1.2,1.7,.733,1.6,3.0,4.6,0.3,0.4,0.9,0.6,1.6,7.4
James Bouknight,SG,21,CHO,15,0,8.3,1.3,3.7,.357,0.7,1.5,.435,0.7,2.2,.303,.446,0.5,0.7,.800,0.8,0.8,1.6,0.6,0.1,0.0,0.3,0.6,3.9
Avery Bradley,SG,31,LAL,26,21,23.0,2.2,5.5,.406,1.3,3.3,.400,0.9,2.2,.414,.524,0.1,0.1,1.000,0.5,2.1,2.5,0.8,0.8,0.2,0.5,1.6,5.8
Tony Bradley,C,24,CHI,23,7,12.7,1.7,3.0,.574,0.0,0.0,,1.7,3.0,.574,.574,0.3,0.4,.778,1.5,2.9,4.4,0.6,0.2,0.6,0.7,1.3,3.7
Ignas Brazdeikis,SF,23,ORL,13,0,8.5,0.6,2.4,.258,0.2,1.4,.167,0.4,1.0,.385,.306,0.4,0.5,.833,0.4,1.0,1.4,0.5,0.2,0.0,0.2,1.0,1.8
Mikal Bridges,SF,25,PHO,32,32,34.2,4.8,9.4,.515,1.3,3.4,.391,3.5,6.0,.586,.586,1.2,1.4,.867,1.0,3.1,4.1,1.8,1.3,0.5,0.8,2.1,12.3
Miles Bridges,PF,23,CHO,34,34,36.2,7.4,15.6,.472,1.9,6.1,.314,5.5,9.6,.572,.533,3.1,3.9,.776,1.3,5.9,7.2,3.7,1.1,0.8,1.9,2.5,19.7
Oshae Brissett,SF,23,IND,22,1,16.7,2.3,4.7,.481,0.9,2.3,.380,1.4,2.5,.574,.572,0.3,0.7,.438,0.9,2.5,3.4,0.6,0.6,0.3,0.8,1.3,5.7
Malcolm Brogdon,PG,29,IND,26,26,34.3,6.7,15.0,.446,1.8,5.7,.311,4.9,9.3,.529,.505,3.8,4.5,.855,0.9,4.4,5.3,6.1,0.9,0.4,2.2,2.1,19.0
Armoni Brooks,SG,23,HOU,28,7,17.1,2.4,6.3,.379,1.8,5.2,.336,0.6,1.1,.581,.517,0.5,0.5,.867,0.3,1.6,1.9,1.3,0.6,0.3,0.5,1.5,7.0
Dillon Brooks,SF,26,MEM,19,18,29.2,7.2,16.8,.425,1.7,5.1,.330,5.5,11.7,.466,.475,3.3,3.7,.887,0.7,2.7,3.4,2.7,1.2,0.1,1.9,3.5,19.3
Bruce Brown,SF,25,BRK,25,15,23.0,3.1,6.5,.479,0.3,1.0,.308,2.8,5.5,.511,.503,0.7,0.8,.810,1.4,3.0,4.4,1.2,1.2,0.4,0.6,2.6,7.2
Charlie Brown Jr.,G,24,DAL,1,0,8.0,1.0,4.0,.250,0.0,2.0,.000,1.0,2.0,.500,.250,0.0,0.0,,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0
Chaundee Brown Jr.,G-F,23,LAL,2,0,10.5,0.5,3.5,.143,0.0,1.5,.000,0.5,2.0,.250,.143,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0
Greg Brown III,SF,20,POR,11,0,4.6,0.6,1.8,.350,0.0,0.4,.000,0.6,1.5,.438,.350,0.2,0.6,.286,0.5,0.8,1.3,0.5,0.2,0.4,0.2,0.6,1.5
Jaylen Brown,SF,25,BOS,19,19,33.1,8.0,17.4,.461,2.8,7.3,.384,5.2,10.1,.516,.541,3.8,4.8,.791,0.7,4.5,5.3,2.7,1.3,0.5,2.7,2.7,22.6
Moses Brown,C,22,DAL,18,1,6.7,1.2,1.9,.618,0.0,0.0,,1.2,1.9,.618,.618,1.3,1.8,.697,0.6,1.5,2.1,0.0,0.2,0.3,0.4,1.2,3.6
Sterling Brown,SG,26,DAL,24,3,15.5,1.5,3.9,.376,0.8,2.5,.322,0.7,1.4,.471,.478,0.2,0.2,1.000,0.8,3.2,4.0,1.0,0.5,0.1,0.7,1.4,3.9
Troy Brown Jr.,SF,22,CHI,18,1,12.8,1.7,4.1,.411,0.4,1.7,.267,1.2,2.4,.512,.466,0.6,0.8,.714,0.4,2.1,2.5,0.8,0.3,0.1,0.4,0.8,4.3
Jalen Brunson,PG,25,DAL,31,13,30.6,6.2,12.5,.491,1.1,3.3,.340,5.0,9.2,.545,.536,2.4,3.1,.763,0.6,3.2,3.8,5.4,0.8,0.1,1.6,2.1,15.8
Reggie Bullock,SF,30,DAL,27,11,23.9,2.1,5.9,.354,1.2,4.3,.274,0.9,1.5,.585,.456,0.3,0.4,.727,0.2,2.5,2.7,0.9,0.3,0.1,0.6,1.4,5.6
Trey Burke,PG,29,DAL,18,0,13.4,2.9,6.6,.437,0.8,2.6,.326,2.1,4.1,.507,.500,0.9,0.9,.941,0.1,1.1,1.2,2.2,0.4,0.0,0.8,1.0,7.5
Alec Burks,SG,30,NYK,32,12,27.2,3.5,9.0,.388,2.0,4.9,.404,1.5,4.2,.368,.497,2.6,3.2,.822,0.5,3.7,4.2,2.3,1.1,0.3,0.9,2.2,11.6
Jared Butler,SG,21,UTA,17,0,4.3,0.6,1.9,.344,0.4,1.1,.316,0.3,0.8,.385,.438,0.2,0.4,.571,0.0,0.7,0.7,0.6,0.1,0.4,0.5,0.9,1.9
Jimmy Butler,SF,32,MIA,18,18,33.7,7.7,15.2,.509,0.3,1.7,.194,7.4,13.4,.550,.520,7.1,8.3,.852,1.6,4.2,5.8,5.2,2.2,0.3,1.9,1.6,22.8
Devontae Cacok,PF,25,SAS,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0
Kentavious Caldwell-Pope,SG,28,WAS,31,31,29.2,3.9,9.5,.412,2.0,5.3,.378,1.9,4.3,.455,.517,1.2,1.3,.878,0.5,3.0,3.5,1.6,1.3,0.4,1.2,1.9,11.0
Facundo Campazzo,PG,30,DEN,30,0,20.9,2.1,5.5,.388,1.3,3.6,.349,0.9,1.9,.464,.503,0.9,1.1,.824,0.3,1.5,1.9,3.4,1.1,0.4,1.0,2.0,6.5
Vlatko Čančar,PF,24,DEN,11,1,10.1,1.5,2.7,.533,0.5,0.8,.667,0.9,1.9,.476,.633,0.8,1.1,.750,0.3,1.3,1.5,0.9,0.2,0.2,0.5,0.8,4.3
Clint Capela,C,27,ATL,30,30,29.7,5.0,8.9,.568,0.0,0.0,.000,5.0,8.8,.570,.568,1.2,2.6,.481,4.0,8.7,12.7,1.4,0.9,1.6,0.6,2.4,11.3
Vernon Carey Jr.,C,20,CHO,2,1,6.0,1.5,3.0,.500,0.0,0.0,,1.5,3.0,.500,.500,0.5,0.5,1.000,1.0,0.5,1.5,0.0,0.5,0.0,0.5,0.5,3.5
Jevon Carter,PG,26,BRK,28,1,11.8,0.8,2.9,.268,0.6,2.3,.286,0.1,0.7,.211,.378,0.1,0.1,.750,0.2,1.4,1.5,1.1,0.4,0.3,0.4,1.1,2.3
Wendell Carter Jr.,C,22,ORL,31,31,28.8,4.9,9.9,.498,1.3,3.7,.345,3.6,6.2,.592,.564,1.6,2.2,.735,2.2,7.8,10.0,2.5,0.6,0.7,1.4,2.5,12.8
Alex Caruso,SG,27,CHI,26,9,28.0,2.8,6.3,.448,1.1,3.0,.364,1.7,3.3,.523,.534,1.7,2.0,.830,1.0,2.8,3.7,4.0,2.0,0.3,1.5,2.5,8.4
Willie Cauley-Stein,C,28,DAL,18,2,9.8,0.9,1.9,.457,0.1,0.1,.500,0.8,1.8,.455,.471,0.1,0.1,.500,0.7,1.4,2.1,0.5,0.3,0.2,0.4,0.9,1.9
Justin Champagnie,SF,20,TOR,15,0,7.3,0.8,2.0,.400,0.0,0.5,.000,0.8,1.5,.522,.400,0.6,0.6,1.000,0.9,0.5,1.4,0.1,0.1,0.1,0.1,0.9,2.2
Chris Chiozza,PG,26,GSW,16,1,12.5,0.9,3.0,.292,0.7,1.9,.367,0.2,1.1,.167,.406,0.1,0.1,1.000,0.5,0.9,1.4,1.9,0.5,0.0,1.1,1.3,2.5
Marquese Chriss,F,24,DAL,3,0,13.3,3.3,6.3,.526,0.0,1.3,.000,3.3,5.0,.667,.526,1.0,1.3,.750,1.7,4.3,6.0,0.0,0.7,0.7,1.7,4.7,7.7
Josh Christopher,SG,20,HOU,25,1,13.7,2.2,4.6,.482,0.7,1.7,.405,1.5,2.9,.528,.557,0.8,1.1,.778,0.5,1.1,1.6,1.6,0.6,0.1,1.3,1.1,5.9
Gary Clark,F,27,NOP,2,0,3.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.5,1.0,.500,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
Brandon Clarke,PF,25,MEM,19,0,16.0,3.4,5.5,.610,0.1,0.6,.091,3.3,4.9,.670,.614,0.9,1.4,.667,1.7,2.6,4.4,1.4,0.4,0.9,0.4,1.7,7.7
Jordan Clarkson,SG,29,UTA,32,0,25.1,5.2,13.7,.379,2.6,8.5,.306,2.6,5.2,.497,.474,1.5,1.8,.797,0.8,2.7,3.4,2.3,0.7,0.3,1.3,1.5,14.4
Nic Claxton,C,22,BRK,12,7,19.7,3.3,5.2,.629,0.0,0.0,,3.3,5.2,.629,.629,0.8,1.6,.526,1.3,3.4,4.7,0.7,0.3,1.3,0.7,2.1,7.3
Amir Coffey,SG,24,LAC,19,3,12.8,0.8,2.4,.356,0.5,1.6,.323,0.3,0.7,.429,.467,1.2,1.3,.880,0.2,1.6,1.8,0.6,0.1,0.1,0.3,0.7,3.4
John Collins,PF,24,ATL,32,32,32.6,6.6,12.1,.549,1.4,3.2,.427,5.3,8.8,.594,.606,3.0,3.8,.793,1.8,6.1,7.9,2.1,0.7,1.2,1.2,3.0,17.6
Darren Collison,G,34,LAL,1,0,12.0,0.0,3.0,.000,0.0,2.0,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0
Mike Conley,PG,34,UTA,29,29,28.2,5.1,10.4,.485,2.6,5.8,.443,2.5,4.7,.537,.607,1.4,1.8,.824,0.4,2.2,2.6,5.4,1.1,0.3,1.6,1.9,14.1
Pat Connaughton,SG,29,MIL,35,14,28.8,4.2,8.7,.485,2.5,6.2,.407,1.7,2.5,.678,.630,0.7,0.9,.788,0.8,3.9,4.7,1.4,1.1,0.3,0.7,1.3,11.7
Tyler Cook,PF,24,CHI,4,0,9.0,1.0,1.8,.571,0.0,0.0,,1.0,1.8,.571,.571,2.8,3.0,.917,0.3,0.5,0.8,0.8,0.0,0.0,0.8,1.0,4.8
Sharife Cooper,PG,20,ATL,8,0,3.8,0.3,1.5,.167,0.0,0.5,.000,0.3,1.0,.250,.167,0.0,0.0,,0.0,0.4,0.4,0.6,0.0,0.0,0.5,0.1,0.5
Petr Cornelie,PF,26,DEN,11,0,3.0,0.4,1.3,.286,0.0,0.6,.000,0.4,0.6,.571,.286,0.1,0.2,.500,0.5,0.5,1.1,0.3,0.1,0.1,0.2,0.5,0.8
DeMarcus Cousins,C,31,MIL,12,5,16.9,3.0,7.0,.429,0.6,2.8,.212,2.4,4.3,.569,.470,1.8,2.3,.786,1.8,4.1,5.8,1.3,0.9,0.3,1.2,2.8,8.4
Robert Covington,PF,31,POR,32,26,27.7,2.5,6.4,.395,1.5,4.6,.331,1.0,1.8,.561,.515,0.1,0.1,1.000,0.7,4.3,5.0,1.2,1.2,1.2,1.0,2.4,6.7
Torrey Craig,SF,31,IND,30,1,14.9,2.0,4.0,.496,0.6,1.9,.310,1.4,2.0,.672,.571,0.6,0.7,.773,1.2,2.0,3.1,0.8,0.4,0.2,0.6,1.6,5.1
Jae Crowder,PF,31,PHO,32,32,28.1,3.2,8.0,.404,1.8,5.4,.343,1.4,2.6,.530,.520,1.0,1.3,.800,0.4,4.3,4.6,1.4,1.1,0.5,0.9,2.4,9.3
Jarrett Culver,SG,22,MEM,12,0,8.6,1.8,3.5,.524,0.3,1.0,.250,1.6,2.5,.633,.560,0.3,0.7,.500,0.2,1.3,1.4,1.2,0.5,0.1,0.3,0.4,4.3
Cade Cunningham,PG,20,DET,25,25,32.4,5.7,14.8,.383,2.1,6.8,.314,3.6,8.1,.441,.454,1.8,2.1,.849,1.0,5.3,6.2,5.2,1.4,0.6,3.8,2.8,15.3
Seth Curry,SG,31,PHI,29,29,34.7,6.2,11.8,.525,2.1,5.2,.411,4.0,6.6,.616,.616,1.9,2.1,.871,0.4,2.5,2.9,3.2,0.8,0.2,1.8,2.4,16.3
Stephen Curry,PG,33,GSW,31,31,34.6,9.0,20.8,.435,5.4,13.5,.399,3.6,7.3,.502,.564,4.4,4.8,.926,0.6,4.7,5.3,5.9,1.6,0.5,3.3,2.0,27.9
Anthony Davis,C,28,LAL,27,27,35.4,9.3,17.9,.521,0.4,2.1,.179,8.9,15.8,.566,.531,4.3,6.0,.727,2.7,7.1,9.9,2.9,1.2,2.0,2.2,2.3,23.3
Ed Davis,C,32,CLE,11,2,9.6,0.8,1.1,.750,0.0,0.0,,0.8,1.1,.750,.750,0.1,0.4,.250,0.5,2.9,3.4,0.1,0.3,0.6,0.3,1.4,1.7
Terence Davis,SG,24,SAC,20,7,17.3,3.5,8.5,.414,1.4,4.8,.295,2.1,3.7,.568,.497,0.8,1.0,.750,0.3,2.7,3.0,1.0,0.8,0.4,1.3,2.5,9.2
Gabriel Deck,PF,26,OKC,6,0,7.5,1.0,2.0,.500,0.2,0.5,.333,0.8,1.5,.556,.542,0.0,0.0,,0.2,0.7,0.8,0.5,0.2,0.0,0.3,0.3,2.2
Dewayne Dedmon,C,32,MIA,33,15,17.2,2.5,4.4,.575,0.4,0.6,.600,2.2,3.8,.571,.616,1.0,1.3,.750,1.8,4.3,6.1,0.9,0.4,0.5,0.9,2.2,6.5
Sam Dekker,PF,27,TOR,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeMar DeRozan,PF,32,CHI,26,26,35.1,9.6,19.2,.500,0.8,2.3,.333,8.8,16.8,.523,.520,6.9,7.7,.895,0.6,4.5,5.2,4.2,0.9,0.3,2.0,2.2,26.8
Cheick Diallo,F,25,DET,1,0,3.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Hamidou Diallo,SG,23,DET,24,7,18.5,3.3,6.3,.520,0.4,1.3,.290,2.9,5.0,.580,.550,1.0,1.6,.632,0.8,2.5,3.3,1.0,0.9,0.4,0.8,2.1,7.9
Gorgui Dieng,C,32,ATL,27,1,9.4,1.1,2.6,.435,0.5,1.4,.378,0.6,1.2,.500,.536,0.6,0.8,.762,0.9,2.4,3.3,0.9,0.3,0.3,0.6,1.4,3.3
Spencer Dinwiddie,PG,28,WAS,27,27,29.6,4.3,11.3,.384,1.6,5.0,.326,2.7,6.3,.429,.456,2.3,2.9,.785,0.7,4.3,5.0,5.3,0.5,0.2,1.7,2.4,12.6
Donte DiVincenzo,SG,25,MIL,1,0,16.0,1.0,4.0,.250,1.0,2.0,.500,0.0,2.0,.000,.375,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
Luka Dončić,PG,22,DAL,21,21,35.0,9.5,21.3,.447,2.7,8.3,.326,6.8,13.0,.526,.511,3.9,5.5,.698,0.8,7.2,8.0,8.5,1.0,0.5,4.6,2.5,25.6
Luguentz Dort,SF,22,OKC,29,29,32.6,5.9,14.0,.419,2.6,7.8,.333,3.3,6.2,.525,.511,2.6,3.1,.833,0.7,3.3,4.0,1.7,0.9,0.3,1.7,2.9,16.9
