Name,Position,Team,Injury Status,PTS,REB,AST,BLK,STL,FG%,FT%,3PM,TO,GP,MIN,FTM,2PM,A/TO,PF
Gary Trent," SG,SF",TOR ,Healthy,19.7,1.7,3.3,0.0,3.0,.500,.500,3.7,1.0,3,37.4,0.7,4.0,4.50,1.7
Patty Mills, PG,BKN ,Healthy,19.7,2.3,2.3,0.3,1.0,.438,.833,4.0,2.0,3,36.9,1.7,3.0,3.20,2.0
Reggie Jackson," PG,SG",LAC ,Healthy,19.7,3.3,4.7,0.7,0.3,.460,.875,2.0,2.3,3,29.2,2.3,5.7,6.50,1.7
Monte Morris," PG,SG",DEN ,Healthy,18.7,3.0,4.7,0.7,0.7,.583,.800,3.3,2.3,3,31.6,1.3,3.7,2.60,1.0
Anfernee Simons," PG,SG",POR ,Healthy,18.7,3.0,1.7,0.0,0.0,.388,.875,3.7,0.7,3,31.6,2.3,2.7,3.00,3.3
Terrence Ross," SG,SF",ORL ,Healthy,18.3,4.7,3.7,0.7,1.7,.385,.957,1.0,2.3,3,30.3,7.3,4.0,4.00,1.7
Christian Wood," PF,C",HOU , DTD ,18.3,9.7,2.3,0.0,1.0,.455,.611,1.3,2.7,3,31.6,3.7,5.3,1.20,4.3
John Collins," PF,C",ATL ,Healthy,18.3,7.7,1.7,0.3,0.7,.514,.790,1.3,0.7,3,33.0,5.0,4.7,2.00,3.7
Donovan Mitchell," PG,SG",UTH ,Healthy,27.5,0.0,5.0,0.0,2.0,.571,.900,3.0,3.0,2,31.7,4.5,7.0,3.30,2.0
Pascal Siakam," PF,C",TOR ,Healthy,18.0,8.7,3.3,1.0,0.7,.426,.727,0.0,1.3,3,37.8,2.7,7.7,9.00,3.0
Andrew Wiggins," SG,SF",GSW ,Healthy,17.7,5.0,2.7,1.3,0.7,.500,.500,2.0,2.0,3,34.8,1.7,5.0,4.00,2.3
Duncan Robinson," SG,SF",MIA ,Healthy,17.7,4.7,2.3,0.3,0.7,.447,.818,3.3,0.3,3,32.9,3.0,2.3,3.00,3.0
Jonas Valanciunas, C,NOR ,Healthy,17.7,13.0,2.3,0.7,0.7,.595,.778,0.7,3.3,3,31.2,2.3,6.7,2.50,2.3
Julius Randle," PF,C",NYK ,Healthy,17.3,10.3,5.0,0.3,1.0,.410,.867,2.3,4.7,3,36.7,4.3,3.0,3.50,3.0
Keldon Johnson," SF,PF",SAS ,Healthy,17.3,3.7,1.0,0.0,0.3,.543,.833,3.0,0.3,3,27.3,1.7,3.3,1.00,1.7
Tobias Harris," SF,PF",PHI ,Healthy,17.3,5.3,3.0,0.3,0.0,.462,.857,1.3,2.0,3,32.0,4.0,4.7,5.30,1.7
Kyle Lowry, PG,MIA ,Healthy,17.3,4.0,8.0,0.3,1.0,.474,.833,3.7,3.3,3,35.3,1.7,2.3,10.30,1.7
Derrick White," PG,SG",SAS ,Healthy,17.3,5.3,6.3,0.3,1.7,.417,1.000,1.0,2.0,3,28.9,6.3,4.0,9.50,1.3
Cole Anthony, PG,ORL ,Healthy,17.0,5.7,4.0,0.0,0.0,.333,.909,3.0,3.0,3,34.6,3.3,2.3,4.00,2.3
Scottie Barnes," SF,PF",TOR ,Healthy,17.0,10.0,3.3,2.3,0.7,.487,.750,1.3,1.0,3,39.1,3.0,5.0,5.50,4.0
Franz Wagner," SG,SF",ORL ,Healthy,16.7,5.3,2.3,0.3,0.3,.500,.571,1.3,2.7,3,35.7,1.3,5.7,3.00,3.3
Jordan Poole," PG,SG",GSW ,Healthy,16.7,5.3,3.0,0.0,0.3,.382,.905,1.7,2.7,3,33.1,6.3,2.7,3.70,3.0
Marcus Morris," PF,C,SF",LAC ,Healthy,16.7,8.3,1.3,0.0,0.7,.467,.667,1.3,1.0,3,30.0,1.3,5.7,1.50,1.0
Russell Westbrook, PG,LAL ,Healthy,16.7,8.7,7.0,0.3,0.7,.477,.700,0.3,4.7,3,37.0,2.3,6.7,4.70,1.7
Miles Bridges," SF,PF",CHA ,Healthy,16.3,8.3,6.3,0.7,0.7,.500,.643,0.7,1.7,3,34.0,3.0,5.7,5.00,1.7
Luke Kennard," SG,SF",LAC ,Healthy,16.3,4.7,4.0,0.0,0.0,.460,1.000,4.0,1.3,3,34.1,1.0,1.7,4.30,2.0
Khris Middleton," SF,PF,SG",MIL , DTD ,16.3,8.0,4.0,0.0,1.0,.364,.889,3.0,3.0,3,30.5,2.7,2.3,4.00,2.7
Armoni Brooks, PG,HOU ,Healthy,12.0,3.8,3.5,0.3,0.5,.364,.833,2.8,1.3,4,27.8,1.3,1.3,8.50,2.3
Malcolm Brogdon," PG,SG",IND ,Healthy,15.7,4.3,7.0,0.0,1.0,.410,.750,2.0,2.3,3,34.5,3.0,3.3,9.20,2.0
Desmond Bane," PG,SG,SF",MEM ,Healthy,15.7,6.0,4.0,0.3,0.7,.447,1.000,3.0,0.0,3,27.3,1.3,2.7,0.00,3.3
Lauri Markkanen," PF,C",CLE ,Healthy,11.5,2.5,1.8,0.0,1.0,.462,.500,2.0,1.0,4,24.6,0.5,2.5,4.00,2.5
Eric Gordon," SG,SF",HOU , OUT ,23.0,2.0,4.5,0.0,1.0,.536,.667,4.0,3.0,2,32.4,4.0,3.5,3.80,3.0
Cameron Payne," PG,SG",PHO ,Healthy,15.3,3.7,4.7,0.3,0.3,.400,.875,1.0,2.7,3,28.3,2.3,5.0,7.60,2.0
Cameron Johnson," SF,PF",PHO ,Healthy,15.0,6.7,0.7,0.0,1.3,.412,1.000,3.7,0.7,3,32.4,2.0,1.0,1.00,1.7
Davion Mitchell," SG,PG",SAC ,Healthy,11.3,2.0,5.0,0.3,0.5,.452,.000,1.8,1.3,4,26.4,0.0,3.0,11.00,1.3
Cody Martin," SG,SF",CHA ,Healthy,15.0,6.0,4.0,1.3,1.3,.567,.833,2.0,2.3,3,37.9,1.7,3.7,5.20,2.0
Kelly Oubre," SG,SF,PF",CHA ,Healthy,15.0,3.3,3.3,0.7,1.3,.460,.400,3.0,1.3,3,31.1,0.7,2.7,7.50,3.3
Gabe Vincent," PG,SG",MIA ,Healthy,14.7,3.0,5.0,0.7,1.3,.500,.600,3.0,3.3,3,33.1,1.0,2.3,5.90,2.7
Markus Howard," SG,PG",DEN ,Healthy,14.7,1.0,0.3,0.0,0.7,.424,.750,4.3,1.0,3,16.7,1.0,0.3,0.50,3.0
Derrick Rose," PG,SG",NYK ,Healthy,14.7,4.0,5.7,0.0,1.3,.429,1.000,2.0,2.3,3,34.6,0.7,4.0,7.80,0.7
Chris Paul, PG,PHO ,Healthy,14.3,4.3,11.3,0.7,2.3,.429,.750,0.3,2.0,3,34.7,2.0,5.7,20.70,3.7
Joel Embiid," PF,C",PHI ,Healthy,21.5,11.5,4.5,0.5,1.5,.414,1.000,1.0,2.5,2,34.8,8.5,5.0,6.00,2.0
P.J. Tucker," PF,C,SF",MIA ,Healthy,14.3,8.0,3.7,1.0,0.7,.531,.000,3.0,2.0,3,34.9,0.0,2.7,2.00,1.7
Harrison Barnes," SF,PF",SAC ,Healthy,10.5,4.3,2.0,0.0,0.5,.342,.857,1.0,1.8,4,26.4,3.0,2.3,6.00,0.8
Cade Cunningham," PG,SG",DET ,Healthy,21.0,4.5,5.0,0.5,3.0,.400,.700,3.5,4.5,2,33.4,3.5,3.5,2.90,1.5
Josh Christopher, SG,HOU ,Healthy,10.5,2.5,2.3,0.0,1.0,.500,.600,1.0,2.3,4,21.5,1.5,3.0,2.00,1.3
Trey Burke," PG,SG",DAL ,Healthy,13.7,2.7,4.3,0.0,0.7,.471,1.000,1.7,0.7,3,20.8,1.3,3.7,3.00,1.3
Garrison Mathews," SG,SF",HOU ,Healthy,10.3,4.0,1.0,0.8,0.8,.314,.733,2.0,0.5,4,30.6,2.8,0.8,1.00,3.5
Jusuf Nurkic, C,POR , DTD ,13.7,10.7,2.7,0.3,1.3,.536,.733,0.0,2.7,3,30.6,3.7,5.0,6.00,3.7
Chris Boucher," PF,C",TOR ,Healthy,13.3,7.3,0.3,1.3,0.0,.571,.800,1.3,1.3,3,27.2,1.3,4.0,0.30,3.7
Aaron Gordon," SF,PF",DEN ,Healthy,13.3,4.3,2.7,0.3,0.3,.455,.778,1.0,1.7,3,32.8,2.3,4.0,6.00,1.0
Dewayne Dedmon, C,MIA ,Healthy,13.3,10.3,3.0,0.3,1.3,.643,1.000,0.7,0.7,3,27.9,0.7,5.3,4.00,3.0
Rudy Gobert, C,UTH ,Healthy,20.0,14.0,1.5,1.5,0.0,.850,.667,0.0,1.0,2,27.8,3.0,8.5,1.50,1.5
Jae'Sean Tate," SF,PF",HOU ,Healthy,10.0,3.3,4.3,0.5,2.0,.417,.667,1.5,1.5,4,27.7,1.0,2.3,15.00,3.8
Bryn Forbes," PG,SG",SAS ,Healthy,19.5,1.0,1.0,0.0,0.0,.458,1.000,3.0,1.5,2,19.6,5.5,2.5,0.30,1.0
Eric Bledsoe," PG,SG",LAC ,Healthy,13.0,3.0,5.7,0.0,1.0,.556,.286,2.3,1.7,3,26.8,0.7,2.7,9.00,1.3
Jakob Poeltl, C,SAS ,Healthy,13.0,6.0,2.3,1.0,0.7,.696,.467,0.0,2.3,3,25.5,2.3,5.3,2.10,3.0
Cedi Osman," SF,PF",CLE ,Healthy,9.8,1.0,2.0,0.3,1.3,.378,.556,1.5,1.0,4,19.8,1.3,2.0,4.30,2.8
Tyus Jones, PG,MEM ,Healthy,12.7,3.0,4.3,0.0,1.3,.552,.667,1.3,1.3,3,29.9,0.7,4.0,7.00,0.3
Josh Hart," SG,SF",NOR ,Healthy,12.7,10.0,4.7,0.0,0.3,.700,.727,0.7,2.7,3,33.2,2.7,4.0,7.00,2.3
Mikal Bridges," SG,SF",PHO ,Healthy,12.7,3.0,1.0,0.3,1.0,.519,1.000,1.7,0.7,3,34.1,1.7,3.0,3.00,2.7
JaVale McGee, C,PHO ,Healthy,12.7,11.7,1.0,0.7,0.0,.516,.833,0.3,1.0,3,20.0,1.7,5.0,0.50,3.3
Kyle Anderson," SF,PF",MEM ,Healthy,12.7,7.0,3.3,1.0,3.3,.546,.565,0.3,2.0,3,25.3,4.3,3.7,5.80,1.7
KJ Martin," SF,PF",HOU ,Healthy,9.5,3.8,1.8,0.3,0.5,.500,.500,0.8,0.5,4,22.3,1.8,2.8,3.00,1.3
Nickeil Alexander-Walker," SG,SF,PG",NOR ,Healthy,12.3,3.0,2.0,0.0,1.7,.341,.250,2.0,1.7,3,24.8,0.3,3.0,6.00,2.7
Dorian Finney-Smith," SF,PF",DAL ,Healthy,9.3,6.3,2.5,0.8,1.0,.400,.750,1.5,1.3,4,35.5,0.8,2.0,9.50,2.3
James Bouknight, SG,CHA ,Healthy,12.3,4.0,0.7,0.0,0.3,.448,.750,2.7,0.7,3,17.2,1.0,1.7,0.00,0.7
Myles Turner," PF,C",IND ,Healthy,12.0,8.3,1.3,3.3,0.7,.364,1.000,1.3,1.3,3,34.1,2.7,2.7,2.00,2.3
Terance Mann," SF,SG",LAC ,Healthy,12.0,7.7,2.3,0.0,0.3,.591,.833,1.7,1.0,3,34.2,1.7,2.7,3.00,3.3
Grayson Allen," SG,SF",MIL ,Healthy,9.0,2.5,1.0,0.5,1.3,.359,.500,1.8,1.3,4,29.4,0.3,1.8,4.00,1.0
Bojan Bogdanovic," SF,PF",UTH ,Healthy,18.0,2.5,1.0,0.0,1.0,.591,1.000,4.0,1.0,2,26.1,1.0,2.5,0.50,1.0
Josh Giddey," PG,SG",OKC ,Healthy,11.7,7.7,6.0,0.3,1.0,.364,1.000,0.3,2.7,3,33.0,0.7,5.0,10.30,2.7
Danilo Gallinari," SF,PF",ATL ,Healthy,11.7,3.7,1.0,0.3,0.7,.480,1.000,2.7,0.7,3,24.8,1.0,1.3,1.50,3.3
Evan Mobley," C,PF",CLE , DTD ,11.7,9.3,2.0,1.0,0.7,.452,.700,0.0,1.3,3,32.4,2.3,4.7,2.00,2.7
Ricky Rubio, PG,CLE ,Healthy,8.8,2.8,7.5,0.0,2.0,.333,.818,1.0,2.5,4,24.6,2.3,1.8,16.50,3.0
Tyrese Haliburton," PG,SG",SAC ,Healthy,8.5,5.5,5.8,1.3,1.5,.452,.000,1.5,2.0,4,30.0,0.0,2.0,12.30,1.8
Davis Bertans," PF,C",WAS ,Healthy,11.3,3.0,0.3,0.3,1.0,.458,.800,2.7,0.0,3,23.4,1.3,1.0,0.00,2.0
D'Angelo Russell," PG,SG",MIN ,Healthy,17.0,6.5,6.0,0.0,1.0,.458,.625,3.5,2.0,2,34.0,2.5,2.0,6.00,1.0
Daniel Gafford," C,PF",WAS ,Healthy,11.3,7.3,0.7,0.3,0.3,.790,1.000,0.0,1.0,3,22.1,1.3,5.0,1.00,3.3
Marvin Bagley," PF,C",SAC , OUT ,11.3,9.3,0.7,1.0,0.0,.441,.400,0.7,0.0,3,25.3,0.7,4.3,0.00,1.7
Austin Reaves, SG,LAL ,Healthy,11.0,5.3,1.7,0.0,0.3,.588,1.000,2.3,0.7,3,28.5,2.0,1.0,4.00,1.7
Avery Bradley," SG,SF",LAL ,Healthy,11.0,2.3,0.7,0.3,2.3,.444,.000,3.0,0.3,3,26.2,0.0,1.0,0.00,3.3
Terence Davis," SG,SF",SAC , OUT ,11.0,5.3,1.7,0.3,1.3,.452,.667,1.0,2.0,3,19.0,0.7,3.7,2.50,3.7
Isaiah Hartenstein," PF,C",LAC ,Healthy,11.0,5.0,4.3,1.3,1.0,.700,1.000,0.0,1.7,3,22.6,1.7,4.7,10.00,3.0
Jae Crowder," SF,PF",PHO ,Healthy,11.0,5.3,1.7,0.7,0.7,.500,.000,1.7,1.7,3,31.2,0.0,3.0,1.70,3.0
Frank Jackson," PG,SG",DET ,Healthy,16.5,1.5,2.0,0.5,0.0,.393,.750,4.0,2.0,2,26.2,1.5,1.5,2.00,2.0
Terry Rozier," PG,SG",CHA ,Healthy,16.5,2.5,3.5,0.5,0.5,.500,.500,2.5,1.5,2,29.7,1.0,4.0,4.50,2.0
Zach LaVine," SG,SF",CHI , OUT ,33.0,7.0,4.0,0.0,1.0,.550,.800,7.0,4.0,1,37.7,4.0,4.0,1.00,2.0
Tristan Thompson," PF,C",SAC ,Healthy,8.3,5.3,0.3,0.3,0.3,.619,.539,0.0,1.8,4,15.7,1.8,3.3,1.00,1.5
Clint Capela, C,ATL ,Healthy,11.0,14.3,2.0,2.0,1.3,.577,.600,0.0,0.7,3,31.0,1.0,5.0,2.00,2.3
Jordan Clarkson," PG,SG",UTH ,Healthy,16.0,3.5,4.0,0.0,0.5,.520,1.000,1.5,0.0,2,26.7,1.5,5.0,0.00,1.5
D.J. Augustin, PG,HOU ,Healthy,8.0,1.0,3.8,0.0,0.3,.526,1.000,2.0,2.3,4,21.1,1.0,0.5,4.70,1.0
Devonte' Graham," PG,SG",NOR ,Healthy,10.7,2.7,4.7,0.0,0.7,.324,.000,3.3,0.7,3,30.1,0.0,0.3,10.00,1.0
Tre Mann," SG,PG",OKC , G-League ,10.7,2.7,1.3,0.0,0.7,.500,.500,1.7,0.0,3,21.7,0.3,2.7,0.00,3.7
Jeff Green," SF,PF",DEN ,Healthy,10.3,2.7,1.3,0.0,0.3,.563,.923,0.3,2.0,3,27.5,4.0,2.7,3.30,3.0
Montrezl Harrell," PF,C",WAS ,Healthy,10.3,4.3,2.0,0.3,0.0,.591,.417,0.0,0.3,3,23.4,1.7,4.3,1.00,1.0
Kevin Huerter," SG,SF",ATL ,Healthy,10.3,3.0,4.3,0.3,1.3,.400,1.000,2.0,1.7,3,31.6,0.3,2.0,5.80,2.3
Jaren Jackson," PF,C",MEM ,Healthy,15.5,3.0,1.0,2.0,0.5,.400,.857,0.5,1.5,2,24.9,3.0,5.5,1.00,3.0
Talen Horton-Tucker," SG,SF",LAL , OUT ,15.0,2.0,2.5,0.0,3.5,.524,.500,2.5,1.5,2,27.5,1.5,3.0,4.00,2.0
Lou Williams," PG,SG",ATL ,Healthy,10.0,2.3,0.7,0.0,1.3,.462,1.000,0.7,1.3,3,15.4,1.3,3.3,2.00,0.7
LaMarcus Aldridge," PF,C",BKN , OUT ,15.0,4.0,1.5,2.0,1.5,.611,1.000,0.5,2.0,2,23.9,3.5,5.0,0.30,2.0
Maxi Kleber," PF,C",DAL ,Healthy,7.5,6.0,1.5,0.5,0.0,.417,1.000,1.3,0.3,4,26.2,1.3,1.3,3.00,1.5
Draymond Green," PF,C",GSW ,Healthy,10.0,8.0,4.7,1.0,1.3,.600,.625,0.3,2.7,3,30.4,1.7,3.7,5.00,4.0
Cam Reddish," SG,SF",ATL ,Healthy,9.7,1.7,1.0,0.3,1.0,.348,1.000,1.7,0.3,3,23.7,2.7,1.0,2.00,0.7
Hassan Whiteside," PF,C",UTH ,Healthy,14.5,10.5,0.0,2.5,0.5,.750,.833,0.0,0.5,2,20.2,2.5,6.0,0.00,3.0
Jarred Vanderbilt," PF,C",MIN ,Healthy,9.7,8.0,1.3,0.7,2.3,.706,.500,0.7,1.0,3,31.3,1.0,3.3,4.00,2.3
Tyler Herro," PG,SG",MIA , DTD ,14.5,4.0,2.5,0.0,0.0,.394,.000,1.5,2.5,2,28.9,0.0,5.0,2.00,1.0
Rodney Hood," SG,SF",MIL ,Healthy,7.3,2.5,1.3,0.0,0.3,.647,1.000,1.3,0.3,4,19.9,0.5,1.5,2.00,0.8
Carmelo Anthony," SF,PF",LAL ,Healthy,9.7,3.7,1.3,1.0,0.3,.348,1.000,1.7,0.3,3,24.3,2.7,1.0,3.00,1.3
Shake Milton," PG,SG",PHI ,Healthy,9.3,2.7,4.0,0.0,1.0,.357,.778,0.3,1.7,3,23.6,2.3,3.0,8.70,2.3
Cam Thomas, SG,BKN ,Healthy,9.3,3.7,2.3,0.0,0.3,.400,.000,1.3,1.0,3,25.5,0.0,2.7,1.00,1.3
Patrick Beverley," PG,SG",MIN ,Healthy,9.3,3.0,6.3,0.3,1.3,.346,.667,2.0,1.0,3,30.6,1.3,1.0,19.00,2.7
Immanuel Quickley, PG,NYK ,Healthy,9.3,1.7,3.3,0.3,0.7,.310,1.000,1.3,1.0,3,23.9,2.0,1.7,6.50,3.7
Deandre Ayton, C,PHO ,Healthy,28.0,13.0,1.0,0.0,2.0,.706,.800,0.0,3.0,1,44.6,4.0,12.0,0.30,4.0
Lonnie Walker," SG,SF",SAS , DTD ,13.5,2.5,0.0,0.0,0.0,.450,1.000,1.0,1.5,2,22.1,3.5,3.5,0.00,1.5
Luka Doncic," PG,SG",DAL , OUT ,27.0,9.0,9.0,1.0,1.0,.440,1.000,1.0,3.0,1,36.9,4.0,10.0,3.00,4.0
Wendell Carter, C,ORL ,Healthy,9.0,12.3,4.3,0.3,0.7,.407,1.000,1.0,2.0,3,31.9,0.7,2.7,6.80,2.0
Kevin Knox," SF,PF",NYK , OUT ,13.5,6.0,1.0,0.0,1.0,.421,.667,3.5,0.0,2,24.5,2.0,0.5,0.00,0.0
Xavier Tillman," PF,C",MEM ,Healthy,9.0,3.7,1.7,1.0,1.0,.643,.615,0.3,0.7,3,19.1,2.7,2.7,4.00,4.0
Devin Vassell," SG,SF",SAS ,Healthy,9.0,3.3,2.0,1.0,0.7,.385,.714,0.7,0.3,3,22.5,1.7,2.7,2.00,2.0
Kevon Looney," PF,C",GSW ,Healthy,9.0,7.0,2.7,1.0,0.0,.650,.500,0.0,0.7,3,25.3,0.3,4.3,2.00,3.0
Alex Len," PF,C",SAC ,Healthy,6.8,5.8,1.3,1.0,0.3,.524,.556,0.0,1.0,4,19.6,1.3,2.8,1.00,2.5
Quentin Grimes, SG,NYK , OUT ,27.0,3.0,3.0,0.0,3.0,.529,1.000,7.0,5.0,1,39.5,2.0,2.0,0.60,3.0
Dejounte Murray," PG,SG",SAS ,Healthy,8.7,7.7,7.7,0.3,2.0,.364,.000,0.7,2.3,3,30.5,0.0,3.3,19.80,1.7
Malik Beasley," PG,SG,SF",MIN ,Healthy,8.7,3.7,2.0,0.3,0.3,.385,1.000,1.7,0.7,3,25.2,0.3,1.7,0.50,0.7
Mike Muscala," PF,C",OKC ,Healthy,8.7,3.3,0.3,0.3,0.0,.615,1.000,1.3,0.7,3,10.1,2.0,1.3,0.00,0.7
Moritz Wagner," PF,C",ORL ,Healthy,13.0,5.0,1.5,0.0,0.5,.529,1.000,2.0,1.0,2,18.9,2.0,2.5,3.00,1.0
Jeremiah Robinson-Earl," SF,PF",OKC ,Healthy,8.3,5.0,0.3,0.0,0.0,.364,1.000,1.7,1.0,3,22.8,1.3,1.0,1.00,1.7
Spencer Dinwiddie," PG,SG",WAS , OUT ,8.3,4.3,3.7,0.0,0.3,.345,.556,0.0,2.3,3,26.2,1.7,3.3,6.80,3.7
Aaron Holiday," PG,SG",WAS ,Healthy,8.3,2.3,0.3,0.0,0.3,.750,.857,0.3,0.0,3,11.8,2.0,2.7,0.00,1.7
Oshae Brissett," SF,PF",IND ,Healthy,8.3,4.3,0.7,0.0,2.3,.550,.000,1.0,1.7,3,24.5,0.0,2.7,0.70,2.0
Chimezie Metu," PF,C",SAC ,Healthy,8.3,4.7,0.3,0.7,0.3,.524,.500,0.7,1.0,3,18.2,0.3,3.0,0.50,2.3
Jaden McDaniels," PF,SF",MIN ,Healthy,8.0,5.0,0.7,0.0,1.0,.333,1.000,1.7,0.7,3,24.4,1.0,1.0,1.00,3.3
Moses Brown, C,DAL ,Healthy,6.0,3.3,0.0,0.5,0.3,.667,.727,0.0,0.5,4,10.5,2.0,2.0,0.00,1.3
Grant Williams," SF,PF",BOS ,Healthy,12.0,5.0,0.5,0.0,1.0,.700,.750,3.5,1.0,2,26.6,1.5,0.0,1.00,3.5
Landry Shamet," PG,SG",PHO ,Healthy,7.7,2.0,1.7,0.0,0.3,.310,1.000,0.7,0.7,3,25.1,1.0,2.3,4.00,1.7
John Konchar," SG,PG",MEM ,Healthy,7.7,4.0,0.7,0.0,0.3,.800,.500,2.0,0.3,3,19.0,0.3,0.7,0.00,0.7
Doug McDermott," SF,PF",SAS ,Healthy,7.7,2.0,1.0,0.0,0.3,.385,.000,1.0,0.7,3,22.1,0.0,2.3,3.00,2.0
Bruce Brown," SG,SF",BKN , OUT ,11.5,5.0,1.0,0.0,0.5,.625,1.000,0.5,0.5,2,21.6,1.0,4.5,1.00,3.5
R.J. Hampton," PG,SG",ORL ,Healthy,7.7,0.7,2.3,0.0,0.3,.333,.714,1.3,0.3,3,18.5,1.7,1.0,1.00,1.0
