Name,Position,Team,Injury Status,PTS,REB,AST,BLK,STL,FG%,FT%,3PM,TO,GP,MIN,FTM,2PM,A/TO,PF
Pat Connaughton," SG,SF",MIL ,Healthy,13.7,5.3,0.7,0.7,1.7,.556,1.000,2.7,0.3,3,28.5,1.0,2.3,2.00,1.3
Alperen Sengun, C,HOU ,Healthy,13.7,5.7,3.3,1.7,1.0,.577,.733,0.0,1.7,3,21.1,3.7,5.0,6.00,4.3
Talen Horton-Tucker," SG,SF",LAL ,Healthy,13.3,2.0,3.3,0.0,2.3,.516,.500,1.7,1.3,3,27.4,1.0,3.7,9.00,2.0
Tim Hardaway," SG,SF",DAL ,Healthy,13.3,3.3,3.0,0.0,1.0,.390,.000,2.7,0.7,3,26.7,0.0,2.7,1.00,2.0
Garrison Mathews," SG,SF",HOU ,Healthy,13.3,4.3,1.0,1.0,1.0,.379,.769,2.7,0.7,3,31.2,3.3,1.0,1.00,3.3
Bradley Beal," SG,SF",WAS ,Healthy,20.0,4.0,7.5,0.5,0.5,.447,.600,1.5,4.0,2,36.2,1.5,7.0,5.80,3.0
Franz Wagner," SG,SF",ORL ,Healthy,20.0,5.0,2.5,0.5,0.0,.571,.571,2.0,3.0,2,36.4,2.0,6.0,2.00,3.0
Luke Kennard," SG,SF",LAC ,Healthy,19.5,6.0,4.5,0.0,0.0,.520,1.000,5.0,1.5,2,35.4,1.5,1.5,1.30,1.5
Jakob Poeltl, C,SAS ,Healthy,13.0,7.7,4.7,1.7,0.3,.696,.412,0.0,3.0,3,27.1,2.3,5.3,5.60,4.0
Tyus Jones, PG,MEM ,Healthy,12.7,4.0,5.3,0.0,2.0,.485,.667,1.3,1.0,3,31.2,0.7,4.0,9.00,0.3
Kyle Lowry, PG,MIA ,Healthy,19.0,3.0,9.5,0.5,1.5,.539,1.000,4.0,2.0,2,33.7,1.0,3.0,9.50,2.5
Avery Bradley," SG,SF",LAL ,Healthy,12.7,2.3,0.0,0.7,2.3,.539,.000,3.3,0.3,3,27.9,0.0,1.3,0.00,2.3
Anthony Edwards," SG,SF",MIN ,Healthy,18.5,4.0,2.5,0.5,1.5,.433,.889,1.5,2.5,2,30.8,4.0,5.0,2.20,2.5
James Bouknight, SG,CHA ,Healthy,18.5,6.0,0.5,0.0,0.5,.482,.750,4.0,1.0,2,24.6,1.5,2.5,0.00,1.0
Rudy Gobert, C,UTH ,Healthy,18.5,16.0,0.5,1.5,0.0,.714,.700,0.0,0.5,2,28.9,3.5,7.5,1.00,3.5
Terrence Ross," SG,SF",ORL ,Healthy,18.5,3.5,1.5,0.5,2.0,.364,1.000,1.5,1.5,2,29.4,9.0,2.5,2.00,2.0
Gordon Hayward," SG,SF",CHA ,Healthy,18.0,5.0,6.5,0.5,0.5,.500,.750,2.0,2.0,2,36.0,3.0,4.5,1.80,1.0
Dejounte Murray," PG,SG",SAS ,Healthy,12.0,8.3,7.7,0.3,2.0,.395,.750,1.0,3.7,3,30.5,1.0,4.0,12.60,2.3
Russell Westbrook, PG,LAL ,Healthy,12.0,7.3,6.3,0.7,0.7,.457,.333,0.7,5.3,3,34.0,0.7,4.7,3.60,2.3
Evan Mobley," C,PF",CLE , DTD ,11.7,9.3,2.0,1.0,0.7,.452,.700,0.0,1.3,3,32.4,2.3,4.7,2.00,2.7
Andrew Wiggins," SG,SF",GSW ,Healthy,17.5,4.5,2.5,2.0,1.0,.517,.500,1.5,2.0,2,35.4,1.0,6.0,2.50,3.0
Malcolm Brogdon," PG,SG",IND ,Healthy,17.5,4.0,8.0,0.0,1.5,.414,.800,1.5,2.5,2,36.8,4.0,4.5,6.70,1.5
JaVale McGee, C,PHO ,Healthy,17.0,14.0,1.5,1.0,0.0,.483,.833,0.5,1.0,2,25.8,2.5,6.5,0.50,2.5
John Collins," PF,C",ATL ,Healthy,17.0,6.5,1.5,0.5,1.0,.476,.750,1.0,0.5,2,31.4,6.0,4.0,0.00,4.0
Gary Trent," SG,SF",TOR ,Healthy,17.0,1.5,2.5,0.0,3.0,.519,.500,2.5,1.5,2,35.0,0.5,4.5,4.50,1.0
Lauri Markkanen," PF,C",CLE ,Healthy,11.3,2.7,2.0,0.0,1.3,.448,.500,2.0,1.0,3,26.4,0.7,2.3,3.00,3.0
Jonas Valanciunas, C,NOR ,Healthy,17.0,11.5,3.5,0.5,0.0,.519,.714,0.5,3.0,2,29.6,2.5,6.5,2.50,2.5
Marvin Bagley," PF,C",SAC ,Healthy,11.3,9.3,0.7,1.0,0.0,.441,.400,0.7,0.0,3,25.3,0.7,4.3,0.00,1.7
Terence Davis," SG,SF",SAC ,Healthy,11.0,5.3,1.7,0.3,1.3,.452,.667,1.0,2.0,3,19.0,0.7,3.7,2.50,3.7
Terance Mann," SF,SG",LAC ,Healthy,16.5,9.0,2.5,0.0,0.5,.667,1.000,2.5,0.5,2,36.9,2.0,3.5,2.00,3.5
Frank Jackson," PG,SG",DET ,Healthy,16.5,1.5,2.0,0.5,0.0,.393,.750,4.0,2.0,2,26.2,1.5,1.5,2.00,2.0
Cameron Johnson," SF,PF",PHO ,Healthy,16.5,6.0,0.5,0.0,2.0,.500,1.000,3.5,1.0,2,32.5,3.0,1.5,1.00,2.0
Zach LaVine," SG,SF",CHI , OUT ,33.0,7.0,4.0,0.0,1.0,.550,.800,7.0,4.0,1,37.7,4.0,4.0,1.00,2.0
Kyle Anderson," SF,PF",MEM ,Healthy,10.7,4.7,3.7,1.0,2.3,.579,.500,0.7,1.3,3,21.4,2.7,3.0,4.30,2.0
Duncan Robinson," SG,SF",MIA ,Healthy,16.0,3.0,2.0,0.5,0.5,.500,.667,3.0,0.5,2,29.8,2.0,2.5,3.00,2.5
Hassan Whiteside," PF,C",UTH ,Healthy,16.0,12.0,0.5,3.0,0.0,.765,.750,0.0,1.0,2,17.5,3.0,6.5,1.00,1.0
Davion Mitchell," SG,PG",SAC ,Healthy,10.7,2.0,5.0,0.0,0.7,.448,.000,2.0,1.0,3,25.7,0.0,2.3,8.50,1.0
Jordan Poole," PG,SG",GSW ,Healthy,15.5,3.5,3.0,0.0,0.5,.435,.750,2.5,2.5,2,32.6,3.0,2.5,2.70,2.5
Keldon Johnson," SF,PF",SAS ,Healthy,15.5,4.0,1.0,0.0,0.5,.526,.833,3.0,0.5,2,25.0,2.5,2.0,1.00,1.5
De'Anthony Melton," PG,SG",MEM ,Healthy,10.3,2.3,3.7,0.3,1.7,.455,1.000,1.3,1.3,3,22.3,2.3,2.0,10.50,1.3
Chris Boucher," PF,C",TOR ,Healthy,15.5,6.5,0.5,1.0,0.0,.571,.800,1.5,2.0,2,24.7,2.0,4.5,0.30,3.5
P.J. Tucker," PF,C,SF",MIA ,Healthy,15.5,10.0,5.0,1.0,0.5,.546,.000,3.5,1.5,2,33.6,0.0,2.5,1.70,1.5
Cedi Osman," SF,PF",CLE ,Healthy,10.3,1.0,2.3,0.3,1.3,.379,.800,1.7,0.3,3,20.4,1.3,2.0,4.00,2.3
Bojan Bogdanovic," SF,PF",UTH ,Healthy,15.0,2.0,0.5,0.0,0.0,.476,.889,1.0,1.5,2,27.2,4.0,4.0,0.50,0.5
Grayson Allen," SG,SF",MIL ,Healthy,10.0,2.0,1.0,0.3,1.3,.462,.000,2.0,1.3,3,29.3,0.0,2.0,3.00,1.0
Miles Bridges," SF,PF",CHA ,Healthy,15.0,8.5,5.5,0.5,1.0,.423,.700,0.5,2.5,2,34.1,3.5,5.0,5.00,2.5
LaMarcus Aldridge," PF,C",BKN , OUT ,15.0,4.0,1.5,2.0,1.5,.611,1.000,0.5,2.0,2,23.9,3.5,5.0,0.30,2.0
Doug McDermott," SF,PF",SAS ,Healthy,10.0,2.7,0.3,0.0,0.0,.462,1.000,1.3,0.7,3,24.0,0.7,2.7,1.00,1.7
Markus Howard," SG,PG",DEN ,Healthy,10.0,0.3,0.0,0.0,0.0,.500,.500,3.0,0.3,3,11.4,0.3,0.3,0.00,2.7
Mikal Bridges," SG,SF",PHO ,Healthy,15.0,3.0,0.5,0.5,1.0,.579,1.000,1.5,0.5,2,33.8,2.5,4.0,1.00,3.5
Dewayne Dedmon, C,MIA ,Healthy,15.0,8.5,2.0,0.5,1.0,.650,1.000,1.0,1.0,2,26.1,1.0,5.5,4.00,3.0
Derrick Rose," PG,SG",NYK ,Healthy,14.5,4.0,5.5,0.0,1.5,.448,.000,1.5,2.5,2,34.8,0.0,5.0,4.80,0.0
Tyler Herro," PG,SG",MIA , DTD ,14.5,4.0,2.5,0.0,0.0,.394,.000,1.5,2.5,2,28.9,0.0,5.0,2.00,1.0
Nickeil Alexander-Walker," SG,SF,PG",NOR ,Healthy,14.5,2.5,2.0,0.0,2.0,.353,.000,2.5,2.0,2,26.3,0.0,3.5,4.00,3.0
Shake Milton," PG,SG",PHI ,Healthy,9.7,3.7,3.0,0.0,1.0,.357,.889,0.3,1.3,3,24.5,2.7,3.0,3.70,2.0
Patty Mills, PG,BKN ,Healthy,14.5,1.5,2.5,0.5,1.0,.393,1.000,2.5,1.5,2,33.8,1.0,3.0,2.50,2.0
Cameron Payne," PG,SG",PHO ,Healthy,14.5,4.0,4.5,0.5,0.0,.387,1.000,0.5,3.5,2,25.4,2.0,5.5,2.60,1.5
Trey Burke," PG,SG",DAL ,Healthy,14.5,2.0,5.5,0.0,0.5,.546,.000,2.5,1.0,2,20.1,0.0,3.5,3.00,1.5
Fred VanVleet," PG,SG",TOR ,Healthy,14.5,4.5,8.0,0.5,2.5,.360,1.000,3.0,2.5,2,32.2,2.5,1.5,6.20,2.0
Shai Gilgeous-Alexander," PG,SG",OKC ,Healthy,14.5,3.0,4.5,1.5,0.0,.407,.714,1.0,1.5,2,31.6,2.5,4.5,7.00,1.5
Pascal Siakam," PF,C",TOR ,Healthy,14.5,10.0,4.0,1.0,0.5,.333,.778,0.0,1.0,2,34.6,3.5,5.5,8.00,2.0
D.J. Augustin, PG,HOU ,Healthy,9.3,1.0,3.7,0.0,0.0,.563,1.000,2.7,2.0,3,22.5,0.7,0.3,3.40,0.7
Ricky Rubio, PG,CLE ,Healthy,9.3,3.0,6.0,0.0,1.3,.333,.750,1.3,2.7,3,25.7,2.0,1.7,10.50,3.7
Seth Curry," PG,SG",PHI , DTD ,14.0,3.5,3.0,0.5,0.5,.571,1.000,1.0,1.5,2,34.2,1.0,5.0,5.00,3.5
Facundo Campazzo, PG,DEN ,Healthy,9.3,2.3,5.3,0.7,1.3,.381,1.000,1.7,0.7,3,27.0,2.3,1.0,2.50,2.3
Scottie Barnes," SF,PF",TOR ,Healthy,14.0,9.5,2.5,3.5,1.0,.462,.750,0.5,0.5,2,36.6,1.5,5.5,3.00,4.0
Jae'Sean Tate," SF,PF",HOU ,Healthy,9.3,2.3,5.3,0.7,1.7,.423,.500,1.3,1.3,3,27.4,0.7,2.3,14.50,4.0
Dorian Finney-Smith," SF,PF",DAL ,Healthy,9.0,5.3,2.7,1.0,1.3,.417,1.000,1.7,1.3,3,33.1,0.7,1.7,7.50,2.3
Quentin Grimes, SG,NYK , OUT ,27.0,3.0,3.0,0.0,3.0,.529,1.000,7.0,5.0,1,39.5,2.0,2.0,0.60,3.0
Luka Doncic," PG,SG",DAL , OUT ,27.0,9.0,9.0,1.0,1.0,.440,1.000,1.0,3.0,1,36.9,4.0,10.0,3.00,4.0
Davis Bertans," PF,C",WAS ,Healthy,13.5,3.5,0.0,0.5,1.0,.556,.000,3.5,0.0,2,26.9,0.0,1.5,0.00,3.0
Carmelo Anthony," SF,PF",LAL ,Healthy,9.0,5.3,1.3,0.7,0.3,.350,.800,1.7,1.3,3,23.7,2.7,0.7,3.00,2.3
Bones Hyland," PG,SG",DEN ,Healthy,9.0,1.3,1.3,0.0,0.7,.345,1.000,1.7,0.7,3,18.8,0.7,1.7,3.00,2.3
Josh Hart," SG,SF",NOR ,Healthy,13.5,11.5,4.5,0.0,0.5,.846,.800,0.5,2.5,2,32.4,2.0,5.0,5.30,2.5
Marcus Morris," PF,C,SF",LAC ,Healthy,13.0,8.5,1.5,0.0,1.0,.440,.667,1.0,0.5,2,28.8,1.0,4.5,1.00,1.0
Anfernee Simons," PG,SG",POR ,Healthy,26.0,1.0,3.0,0.0,0.0,.450,.667,6.0,1.0,1,32.6,2.0,3.0,3.00,5.0
Tyrese Haliburton," PG,SG",SAC ,Healthy,8.7,4.7,4.7,0.7,1.0,.526,.000,2.0,1.7,3,27.9,0.0,1.3,9.30,1.7
Clint Capela, C,ATL ,Healthy,13.0,16.0,1.0,2.0,1.5,.632,.500,0.0,1.0,2,33.0,1.0,6.0,2.00,2.5
Devin Vassell," SG,SF",SAS ,Healthy,8.7,4.3,2.0,1.3,0.7,.400,.600,1.0,0.3,3,20.4,1.0,2.3,2.00,2.3
Josh Christopher, SG,HOU ,Healthy,8.3,3.0,1.7,0.0,1.0,.524,.000,1.0,1.7,3,19.6,0.0,2.7,1.00,1.0
Jeff Green," SF,PF",DEN ,Healthy,8.3,2.3,1.3,0.3,0.3,.615,1.000,0.3,1.0,3,25.1,2.7,2.3,3.00,4.0
Danilo Gallinari," SF,PF",ATL ,Healthy,12.5,4.0,0.0,0.5,0.5,.474,1.000,3.0,0.0,2,25.3,0.5,1.5,0.00,5.0
Moses Brown, C,DAL ,Healthy,8.0,4.3,0.0,0.7,0.3,.667,.727,0.0,0.7,3,12.8,2.7,2.7,0.00,1.0
KJ Martin," SF,PF",HOU ,Healthy,8.0,4.0,2.3,0.3,0.0,.556,.333,0.7,0.3,3,21.0,0.7,2.7,3.00,1.7
Kevin Huerter," SG,SF",ATL ,Healthy,12.0,3.0,4.0,0.0,1.5,.429,.000,3.0,2.0,2,34.3,0.0,1.5,0.80,2.5
Damian Lillard, PG,POR ,Healthy,24.0,11.0,6.0,0.0,0.0,.294,.733,3.0,5.0,1,37.0,11.0,2.0,1.20,0.0
Grant Williams," SF,PF",BOS ,Healthy,12.0,5.0,0.5,0.0,1.0,.700,.750,3.5,1.0,2,26.6,1.5,0.0,1.00,3.5
Cody Martin," SG,SF",CHA ,Healthy,12.0,5.0,4.5,1.5,2.0,.529,.800,1.0,2.5,2,36.6,2.0,3.5,3.70,2.5
Cam Thomas, SG,BKN ,Healthy,12.0,5.0,2.0,0.0,0.5,.500,.000,2.0,0.0,2,27.1,0.0,3.0,0.00,1.5
Aaron Holiday," PG,SG",WAS ,Healthy,11.5,3.0,0.5,0.0,0.5,.800,.857,0.5,0.0,2,13.1,3.0,3.5,0.00,2.0
Bruce Brown," SG,SF",BKN , OUT ,11.5,5.0,1.0,0.0,0.5,.625,1.000,0.5,0.5,2,21.6,1.0,4.5,1.00,3.5
Killian Tillie, C,MEM ,Healthy,7.7,3.0,1.7,0.7,0.3,.400,.500,2.0,0.7,3,17.7,0.3,0.7,3.00,3.0
Harrison Barnes," SF,PF",SAC ,Healthy,7.7,4.0,1.7,0.0,0.3,.250,.750,1.0,2.0,3,24.4,2.0,1.3,3.00,0.3
Jarred Vanderbilt," PF,C",MIN ,Healthy,11.5,8.0,1.0,1.0,3.0,.643,.500,1.0,1.0,2,30.6,1.5,3.5,2.00,1.5
Tre Mann," SG,PG",OKC ,Healthy,11.5,3.0,0.0,0.0,0.5,.500,.500,2.0,0.0,2,21.0,0.5,2.5,0.00,2.5
Kevon Looney," PF,C",GSW ,Healthy,11.5,8.0,3.5,1.0,0.0,.688,.500,0.0,1.0,2,26.1,0.5,5.5,2.00,3.0
Myles Turner," PF,C",IND ,Healthy,11.5,10.0,0.5,2.5,0.0,.333,1.000,1.5,0.5,2,36.2,3.0,2.0,1.00,3.0
Dennis Schroder, PG,BOS ,Healthy,11.0,2.5,2.5,0.5,0.0,.360,1.000,0.5,2.5,2,29.1,1.5,4.0,2.00,2.5
Draymond Green," PF,C",GSW ,Healthy,11.0,6.5,3.5,0.0,1.5,.643,.667,0.0,2.5,2,29.8,2.0,4.5,2.70,4.5
Jae Crowder," SF,PF",PHO ,Healthy,11.0,5.5,1.5,1.0,1.0,.529,.000,2.0,1.0,2,27.7,0.0,2.5,1.00,2.5
Jordan Clarkson," PG,SG",UTH ,Healthy,11.0,3.5,3.0,0.0,1.0,.391,.500,1.5,0.5,2,26.2,0.5,3.0,1.00,0.5
Xavier Tillman," PF,C",MEM ,Healthy,7.3,4.7,1.7,1.0,1.7,.533,.444,0.7,0.7,3,20.1,1.3,2.0,4.00,3.3
Anthony Davis," PF,C",LAL , DTD ,22.0,8.0,1.0,1.0,1.0,.500,.750,1.0,2.0,1,38.1,3.0,8.0,0.50,1.0
Hamidou Diallo," SG,SF",DET ,Healthy,11.0,5.0,1.5,0.5,0.5,.529,.800,0.0,0.5,2,18.3,2.0,4.5,1.00,1.5
Julius Randle," PF,C",NYK ,Healthy,10.5,12.0,6.0,0.5,0.5,.333,.778,1.0,5.0,2,36.4,3.5,2.0,2.70,2.0
John Konchar," SG,PG",MEM ,Healthy,7.0,4.3,1.7,0.0,1.0,.636,.750,1.3,0.0,3,19.3,1.0,1.0,0.00,0.7
Rodney Hood," SG,SF",MIL ,Healthy,7.0,2.7,1.7,0.0,0.0,.667,1.000,1.0,0.3,3,20.0,0.7,1.7,2.00,0.7
Malik Beasley," PG,SG,SF",MIN ,Healthy,10.5,3.5,2.5,0.0,0.0,.400,.000,2.5,0.0,2,26.0,0.0,1.5,0.00,0.5
Alex Len," PF,C",SAC ,Healthy,7.0,5.7,1.0,1.0,0.3,.471,.625,0.0,1.3,3,19.4,1.7,2.7,1.00,2.3
Luguentz Dort," SG,SF",OKC , DTD ,10.5,1.0,1.0,0.0,0.5,.280,.750,2.0,1.0,2,24.3,1.5,1.5,2.00,1.5
Maxi Kleber," PF,C",DAL ,Healthy,7.0,5.7,2.0,0.3,0.0,.389,1.000,0.7,0.3,3,24.0,1.7,1.7,3.00,1.7
Spencer Dinwiddie," PG,SG",WAS ,Healthy,10.5,3.5,3.5,0.0,0.0,.381,.556,0.0,2.5,2,24.3,2.5,4.0,4.80,4.0
Mike Conley, PG,UTH ,Healthy,10.5,3.0,6.0,0.5,1.0,.381,.667,1.5,1.5,2,25.4,1.0,2.5,10.00,1.5
Drew Eubanks," PF,C",SAS ,Healthy,6.7,5.3,1.7,1.0,0.3,.615,1.000,0.3,1.3,3,17.0,1.0,2.3,3.50,1.0
Robert Williams," C,PF",BOS ,Healthy,10.0,6.0,1.0,1.5,0.5,.818,1.000,0.0,0.0,2,21.8,1.0,4.5,0.00,2.0
James Harden," PG,SG",BKN , OUT ,20.0,5.0,11.0,0.0,0.0,.471,1.000,0.0,6.0,1,40.5,4.0,8.0,1.80,1.0
Daniel Gafford," C,PF",WAS ,Healthy,10.0,8.0,0.5,0.5,0.0,.750,1.000,0.0,1.5,2,22.0,1.0,4.5,1.00,3.0
Gary Harris," SG,SF",ORL ,Healthy,10.0,4.0,1.5,0.0,0.0,.583,1.000,2.0,1.0,2,33.6,1.0,1.5,1.00,0.0
Terry Rozier," PG,SG",CHA ,Healthy,20.0,4.0,2.0,1.0,1.0,.571,.500,2.0,1.0,1,33.3,2.0,6.0,2.00,3.0
RJ Barrett," SG,SF",NYK , OUT ,19.0,6.0,1.0,0.0,0.0,.313,.875,2.0,0.0,1,29.9,7.0,3.0,0.00,1.0
Darius Bazley," SF,PF",OKC ,Healthy,9.5,6.5,2.0,1.5,1.5,.400,.750,2.0,1.5,2,27.1,1.5,1.0,3.00,2.0
Chris Paul, PG,PHO ,Healthy,9.5,2.5,10.0,1.0,2.0,.348,.750,0.0,1.5,2,31.5,1.5,4.0,16.00,3.5
Will Barton," SG,SF",DEN , DTD ,19.0,3.0,4.0,0.0,2.0,.500,.000,3.0,3.0,1,33.7,0.0,5.0,1.30,2.0
Jaylen Brown," SG,SF",BOS ,Healthy,19.0,4.0,5.0,1.0,2.0,.462,1.000,3.0,3.0,1,30.0,4.0,3.0,1.70,1.0
Al Horford," PF,C",BOS ,Healthy,9.5,4.5,3.5,1.0,0.5,.353,.833,1.0,0.0,2,31.9,2.5,2.0,0.00,2.5
Obi Toppin," SF,PF",NYK , OUT ,19.0,10.0,1.0,0.0,0.0,.429,1.000,1.0,2.0,1,23.8,6.0,5.0,0.50,3.0
Tre Jones, PG,SAS ,Healthy,6.3,4.7,4.0,0.0,0.0,.615,1.000,0.3,0.3,3,18.1,0.7,2.3,5.00,0.7
Saben Lee, PG,DET ,Healthy,9.5,4.5,4.0,0.5,1.5,.533,1.000,1.0,1.5,2,18.3,0.5,3.0,2.00,0.0
Jeremiah Robinson-Earl," SF,PF",OKC ,Healthy,9.5,5.0,0.5,0.0,0.0,.438,.000,2.5,0.5,2,21.0,0.0,1.0,1.00,1.5
Josh Giddey," PG,SG",OKC ,Healthy,9.0,7.0,5.5,0.5,1.0,.308,1.000,0.0,3.5,2,31.1,1.0,4.0,3.30,2.5
Gabe Vincent," PG,SG",MIA ,Healthy,9.0,3.5,6.0,0.5,2.0,.500,.000,1.0,2.5,2,32.2,0.0,3.0,5.30,2.5
Georges Niang," SF,PF",PHI ,Healthy,6.0,2.0,0.0,0.0,0.0,.500,.000,0.7,1.3,3,18.7,0.0,2.0,0.00,1.7
D'Angelo Russell," PG,SG",MIN , DTD ,18.0,5.0,5.0,0.0,2.0,.417,.667,4.0,2.0,1,35.0,4.0,1.0,2.50,2.0
Ivica Zubac, C,LAC ,Healthy,9.0,5.5,1.0,2.0,1.0,.667,.500,0.0,2.5,2,26.1,1.0,4.0,1.30,4.5
